"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","comparison","group_col","ident_1","ident_2","direction"
"DCAF4",0.0344918519577134,4.57163256524683,0.167,0.028,1,"Unruptured_vs_Rupture_like","stability_group","Window_like","Rupture_like","up_in_Window_like"
"LAIR1",0.0849760401042108,4.56132542417239,0.167,0.038,1,"Unruptured_vs_Rupture_like","stability_group","Window_like","Rupture_like","up_in_Window_like"
"SARM1",0.0925091523077655,4.55649266213914,0.167,0.039,1,"Unruptured_vs_Rupture_like","stability_group","Window_like","Rupture_like","up_in_Window_like"
"CNOT3",0.183206135017638,4.55368949226235,0.167,0.053,1,"Unruptured_vs_Rupture_like","stability_group","Window_like","Rupture_like","up_in_Window_like"
"ZNF322",0.135799362430296,4.5511744053491,0.167,0.046,1,"Unruptured_vs_Rupture_like","stability_group","Window_like","Rupture_like","up_in_Window_like"
"CD163",0.0925091523077655,4.52999788947016,0.167,0.039,1,"Unruptured_vs_Rupture_like","stability_group","Window_like","Rupture_like","up_in_Window_like"
"NUDT3",0.153538148305099,4.51986261614078,0.167,0.049,1,"Unruptured_vs_Rupture_like","stability_group","Window_like","Rupture_like","up_in_Window_like"
"DNAL1",0.129117805993058,4.51489818040376,0.167,0.045,1,"Unruptured_vs_Rupture_like","stability_group","Window_like","Rupture_like","up_in_Window_like"
"AC113414.1",0.00492436545341302,4.512971893665,0.167,0.017,1,"Unruptured_vs_Rupture_like","stability_group","Window_like","Rupture_like","up_in_Window_like"
"CXorf56",0.133221537379738,4.50744911162286,0.167,0.046,1,"Unruptured_vs_Rupture_like","stability_group","Window_like","Rupture_like","up_in_Window_like"
"TSPAN32",4.86635334546958e-05,4.50528901264378,0.167,0.009,1,"Unruptured_vs_Rupture_like","stability_group","Window_like","Rupture_like","up_in_Window_like"
"DMWD",0.0471354168202721,4.48404295755658,0.167,0.031,1,"Unruptured_vs_Rupture_like","stability_group","Window_like","Rupture_like","up_in_Window_like"
