"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","comparison","group_col","ident_1","ident_2","direction"
"COX7A1",0.00927553100915051,3.46502107008924,0.592,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"AL627171.2",0.133103118763746,-3.46493157034589,0.159,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"CD34",0.0123359022301693,3.46439079524091,0.565,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"ZRSR2",0.000274158780599873,-3.46367597079035,0.098,0.5,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"CHRDL1",0.0138691293655718,3.4607024855231,0.554,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"TRAC",4.45262852081853e-05,-3.4605627239991,0.136,0.667,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"VPS53",0.751784461890202,-3.45960732351542,0.145,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"AXIN1",0.179985109536262,-3.45597895298318,0.053,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"THADA",0.052190981013399,-3.45123943422121,0.271,0.5,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"IRF1",0.096823262979341,-3.45056522275268,0.336,0.5,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"BNIP3L",0.00722239818837523,3.44736252766309,0.615,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"SFRP4",0.0535316076426222,3.44574386826013,0.404,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"ZRANB2",0.00705759510591746,3.44498457553314,0.617,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"OTUD4",0.723519666367658,-3.44402497026535,0.14,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"DUT",0.00608690418896638,3.43516596051155,0.63,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"PRKD2",0.142163346680283,-3.43324058346196,0.047,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"COMMD1",0.14858865604523,-3.43190314568717,0.394,0.5,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"APLP2",0.00756192153475554,3.43174015966282,0.611,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"MYADM",0.0113228940244968,3.42917549308486,0.573,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"RBM23",0.0329859169728282,-3.42872811540283,0.207,0.5,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"ERCC2",0.0278740507694788,-3.42388666404609,0.025,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"OLFML3",0.00989957298867174,3.42348563497802,0.586,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"HMGA1",0.13852351918979,-3.42340136424941,0.046,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"MAP1S",0.301654981443685,-3.42105393011209,0.07,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"DDT",0.00623206333684437,3.42073377313564,0.628,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"SYTL3",0.000339176205589268,-3.41644773616889,0.043,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"RARRES1",0.121982003823832,3.41608670046526,0.293,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"TSNAX",0.720399075629575,-3.41424218389593,0.28,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"CLTB",0.00628931327794654,3.40216744606798,0.627,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"ZNF706",0.00633048261422128,3.40142725545902,0.627,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"AIF1",0.0104276897417434,-3.39754406429902,0.02,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"FHL1",0.0182352303953195,3.39658493276889,0.526,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"BEX3",0.00940221820248767,3.39485167532495,0.591,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"LPAR1",0.0141287477583004,3.39450679905167,0.552,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"PRKCI",0.000724461391272957,-3.39025193613917,0.106,0.5,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"UNKL",0.296440021177467,-3.39024855200072,0.069,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"ZNF268",0.221015928422804,-3.38802634422198,0.059,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"IL1RAPL1",0.00987193804181403,-3.386417105321,0.02,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"PPP2R5D",0.329110089885838,-3.38483105769026,0.074,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"NOL11",0.889554695460676,-3.38094243761771,0.174,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"MEDAG",0.0161178525593429,3.37965811010354,0.539,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"ARL2",0.00674636297804331,3.37944512840856,0.621,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"GNA13",0.767038604453079,-3.37893393734154,0.148,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"ACAT2",0.0740507936848693,-3.37868260338736,0.127,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"VIM",4.39100260387551e-05,3.37784533494899,0.987,0.667,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"TMEM109",0.00653133796951341,3.3767072020079,0.624,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"IKBKB",0.010749411590225,-3.37606613707001,0.077,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"DRG2",0.920442513668238,-3.37544715714413,0.181,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"NFIC",0.00868531007097799,3.37544329974573,0.598,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"BOLA2B",0.070732138165864,-3.37529417867896,0.035,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"LSAMP",0.0601425707232386,3.37526360494528,0.39,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"CNOT6L",0.0126821997577931,-3.37482059071099,0.184,0.5,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"ATG2A",0.0801824887466291,-3.37202364365217,0.037,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"RGPD8",0.116794903053694,-3.36692996720339,0.043,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"CLPB",0.224862137428545,-3.36318083146,0.059,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"OMD",0.0164123636683208,3.36253615400432,0.537,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"CTSW",0.00172902851081024,-3.35956349207886,0.014,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"NR2F2",0.0241017906703112,3.35903256436895,0.497,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"CACNA1A",0.0177986641403902,-3.35882514096339,0.023,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"AL031772.1",0.00979283799910529,-3.35799578789189,0.02,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"MPRIP",0.0207912516252434,-3.35600117593188,0.201,0.5,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"SMOC2",0.0288130859939273,3.3556883263351,0.477,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"EXOC2",0.713333630082598,-3.35345676717496,0.138,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"RPS17",0.00177372387157455,-3.35316396841219,0.659,0.833,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"DIDO1",0.217336469974957,-3.35309640110594,0.169,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"C4orf3",0.00749485315081491,3.35139622523778,0.612,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"TANGO6",0.0253836390685112,-3.35106298110829,0.094,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"XRCC5",0.00729669634483387,3.35054397764277,0.614,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"MRPL11",0.68571074777114,-3.34987198272508,0.341,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"C2CD2L",0.0309934246871947,-3.34823728371398,0.026,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"ALDH2",0.0121044095885913,3.34772667326615,0.567,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"UGP2",0.013129626365695,3.34617400973246,0.559,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"LMAN2",0.00697641041355557,3.34022429951486,0.618,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"AHI1",0.0116246619797745,3.33681674125296,0.571,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"ZBTB16",0.0233452067220468,3.33252645013878,0.5,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"WDR12",0.801861676592578,-3.33243932953245,0.155,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"CHURC1",0.00656534084497523,3.33193020269099,0.624,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"PDS5A",0.399899700748256,-3.33166228645928,0.268,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"GLCCI1",0.00310915392626764,-3.33102859502326,0.06,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"CTHRC1",0.0584836186585048,3.3304815196304,0.393,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"TNFRSF1A",0.0108303403007454,3.33013594328426,0.578,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"CLEC2B",0.0161544221820272,3.3260177501135,0.539,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"ZNF770",0.00532499991574701,-3.32499385918303,0.145,0.5,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"HLA-DRA",0.722922955859674,-3.32414413638868,0.139,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"EML4",0.00141452659719819,-3.32145157166191,0.244,0.667,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"VAV3",0.0432373660180438,-3.32113292801277,0.03,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"CCPG1",0.00865288226306765,3.31701687134019,0.599,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"ICE2",0.00480002131316713,-3.31591947119995,0.15,0.5,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"MIR100HG",0.0197866651863408,3.31564012599851,0.518,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"PTPN7",0.0034570390119285,-3.31415104691543,0.016,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"PTPN6",0.0846706983935287,-3.31203784982894,0.037,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"PTDSS1",0.00315774808138963,-3.31137414934824,0.059,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"SLC38A1",0.561678631638187,-3.31137268648561,0.11,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"TUBB",0.0108042417927421,3.31077203747006,0.578,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"IMPDH1",0.21672369992931,-3.3104940311902,0.058,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"KCNT2",0.0595495844796422,3.30815477360295,0.391,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"VPS28",0.00663380326579057,3.30759594686121,0.623,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"ARHGAP10",0.0150009425414994,3.30225071103473,0.546,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"SP1",0.841424765469627,-3.30127216403581,0.163,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"SOAT1",0.2251045898329,-3.30030113291871,0.194,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"ITPKB",0.00131700753711923,-3.29518281546545,0.052,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"RAD51C",0.00327248624458621,-3.29237843738416,0.144,0.5,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"RERE",0.355550404418427,-3.29171307231072,0.437,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"GPI",0.257973503819061,-3.29043034647653,0.201,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"SDC2",0.0141942878974958,3.28776492596504,0.551,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"TMED9",0.00924123329114485,3.28621052597511,0.593,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"FSTL3",0.0371580029763504,3.28474875332093,0.448,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"VEGFA",0.0403318306403082,3.28433499807546,0.439,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"TTC28",0.0191027779190405,3.28204392362715,0.521,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"KHDC4",0.000383179019955558,-3.28127521362691,0.101,0.5,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"MRPL51",0.00722239811766777,3.2735602976379,0.615,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"CCBE1",0.0854938003954616,-3.26941538093073,0.038,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"TOMM6",0.00764890687108972,3.26918466174397,0.61,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"DNAJC16",0.0438898502569454,-3.26365451101568,0.11,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"UBXN7",0.907891428367477,-3.25734561378755,0.178,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"CNN3",0.0110145309869515,3.25716257044551,0.576,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"LPCAT3",0.837461822768124,-3.25702071142147,0.163,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"TNK2",0.0103285191584159,-3.25637360771158,0.02,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"ARPC5",0.00973136001186853,3.25537232545297,0.588,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"RASGEF1B",0.00238518159575002,-3.25503765402479,0.055,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"SOD2",0.0104348574543035,3.25256694166947,0.724,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"HLA-F",0.0308653412063958,-3.25183749573845,0.201,0.5,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"ACTR1A",0.260424788733901,-3.25166699561003,0.213,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"BCL6",0.0217030716071443,3.25076191716909,0.508,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"RASSF5",0.000203423301223167,-3.25073486754469,0.04,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"CSNK1G1",0.00359133875370418,-3.25068398765886,0.138,0.5,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"PSME1",0.0103938651804688,3.2491531951701,0.582,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"MPZL1",0.0107522048399129,3.2449506303913,0.578,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"LTBP2",0.0308865712919027,3.24122931207945,0.469,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"PIK3C3",0.179714344777131,-3.23859929777647,0.176,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"CARD16",0.171754592325286,-3.23825271561935,0.051,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"RAB2B",0.582460046704496,-3.23758866743965,0.114,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"SOS2",0.0376680127407234,-3.23755772181622,0.247,0.5,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"TMEM14B",0.00757154455034774,3.23642847734142,0.611,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"AP2A2",0.823556559752472,-3.23434519548811,0.16,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"TMEM131L",0.0261866600716039,-3.23306087890265,0.087,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"CD82",0.160793709812276,-3.23292682221981,0.049,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"LYRM7",0.0197718788664455,-3.23248608871257,0.088,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"PARD3",0.0202685879056287,3.23175182886103,0.515,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"PRRX2",0.0216562683878101,3.23030336712419,0.508,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"KDELR2",0.012335902188248,3.22880941789056,0.565,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"SLC49A4",0.338022481920424,-3.22855155178924,0.075,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"ATF3",0.0504555761119449,3.22848708873514,0.412,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"JARID2",0.00850731747733523,-3.22681023203385,0.158,0.5,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"NFIX",0.0136135413204098,3.22540802151722,0.556,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"ARHGAP6",0.0185206758412567,3.2252004561266,0.525,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"SPOCK1",0.0187475654761116,3.22511729666887,0.523,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"ARHGAP21",0.0144923947979078,3.22426231385536,0.549,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"SH3BP5",0.0196569034235635,3.22418577963583,0.518,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"LINC00623",0.27938380507789,-3.22319091750626,0.186,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"PDZRN4",0.151625706262007,3.22314212495814,0.261,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"DBNDD2",0.0167113738612133,3.22046404633814,0.535,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"BDH2",0.0103309550786718,3.21881988115436,0.582,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"ZKSCAN5",0.0551238795202329,-3.21848851835802,0.032,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"YWHAE",0.00935598070122022,3.21759187101288,0.591,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"NID1",0.0168057456216629,3.21543502895257,0.535,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"FAM49B",0.018974251767032,-3.21410653839915,0.085,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"SRSF9",0.00900416061247093,3.21362145373793,0.595,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"AC026979.2",0.00167468587115423,-3.21296543636295,0.054,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"PLEKHA5",0.0170915443332034,3.2095396007562,0.533,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"PRMT2",0.00980651257206217,-3.20947540924599,0.352,0.667,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"EVI2B",0.0258453936410535,-3.20935868883047,0.025,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"SNHG6",7.09821748139181e-05,-3.20442588304403,0.523,1,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"OSBPL11",0.106965849191435,-3.20315119886084,0.132,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"ZC3HC1",0.295020386695207,-3.20282465830925,0.069,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"HTRA1",0.0135660633101703,3.20209012157126,0.556,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"ANTXR2",0.0185412068603183,3.2016237077561,0.524,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"ZBED5-AS1",0.0909800408753068,-3.19945416257103,0.038,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"IFFO2",0.118089501220757,-3.19583711913331,0.043,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"AL390957.1",0.0448728205250112,-3.19516699022006,0.03,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"TEC",0.0134437647575502,-3.19300635426637,0.021,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"MANBA",0.826282562564524,-3.19277595796825,0.16,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"CCDC3",0.168489757500587,-3.192246563988,0.051,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"PXDC1",0.015755960342805,3.185783099533,0.541,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"PPP4R2",0.0123834863977925,-3.18355809779636,0.322,0.667,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"SORL1",0.0159179681112096,-3.18233913612619,0.022,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"LINC01088",0.0880477449502603,3.18147570264375,0.339,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"ELF2",0.0147278819807323,3.17698030238592,0.548,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"EEA1",0.0140960733099609,3.17691954721658,0.552,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"ROBO3",0.0329158956190072,3.17682164159661,0.462,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"RHOBTB3",0.0168246734787602,3.17434941556129,0.534,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"PRDX4",0.0107912125715502,3.17314943313257,0.578,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"GDPD5",0.197653462106504,-3.17025951082321,0.055,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"WNT11",0.0426911835825528,3.16988188529136,0.432,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"SNHG7",0.0125415168146172,3.16970335543015,0.564,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"FNBP1",0.00439682716477192,-3.16957172393342,0.28,0.667,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"TBC1D8",0.0161125386559577,-3.16861736323254,0.083,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"SLC25A23",0.293768881987521,-3.16584956863221,0.069,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"DHRS3",0.0275908393867124,3.16564517905869,0.482,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"PHF10",0.250787799346561,-3.16529101919926,0.202,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"COMMD8",0.373519058997913,-3.16473801188673,0.217,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"STK4",0.000395138820915017,-3.16232349771762,0.184,0.667,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"SEC62",0.00101529987223673,3.16179319487036,0.818,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"CD248",0.0293203525271991,3.15727936963601,0.475,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"HADHB",0.706704393711277,-3.15610511908487,0.374,0.333,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"DUSP6",0.832256161357174,-3.15496175263958,0.162,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"GSTM3",0.0145761310197287,3.15424929805168,0.549,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"PLSCR4",0.0175180717775538,3.15342909457332,0.53,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"CENPN",0.0451923940073897,-3.15222659331915,0.029,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"SRP9",0.010070251534242,3.15043669100925,0.585,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"ACSL5",0.145550067293272,-3.14961605535635,0.047,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"CAB39L",0.0215629137885681,3.1487644370322,0.509,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"SIAH2",0.599250845680709,-3.14801176792074,0.117,0.167,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_Unruptured"
"COL5A2",0.0225116948262617,3.14451062854524,0.504,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
"MAGI2",0.0444808899861966,3.14381434452842,0.427,0,1,"STA_vs_Unruptured","stage","STA","Unruptured","up_in_STA"
