"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","comparison","group_col","ident_1","ident_2","direction"
"FARP1",3.24682107421716e-22,-0.148924973835979,0.182,0.084,9.8946872236768e-18,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_Ruptured_de_novo"
"PDE4DIP",3.46250598227981e-22,-0.171301957112838,0.246,0.13,1.05519869809977e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_Ruptured_de_novo"
"TMEM168",3.53827134845945e-22,-0.217263521435517,0.172,0.077,1.07828819344302e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_Ruptured_de_novo"
"LINC01278",3.55675203499243e-22,-0.110425255499209,0.177,0.08,1.08392018266394e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_Ruptured_de_novo"
"CIAO1",3.570180790307e-22,-0.118538198115817,0.259,0.14,1.08801259584606e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_Ruptured_de_novo"
"ZFAND2B",3.71724135768904e-22,0.310440943963437,0.152,0.065,1.13282930375574e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_STA"
"ZDHHC14",3.73330824143767e-22,-0.1209613866899,0.16,0.068,1.13772568657813e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_Ruptured_de_novo"
"HYOU1",3.7505621310805e-22,0.185072928757804,0.18,0.085,1.14298380944678e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_STA"
"RGMB",3.80169963267196e-22,1.51124473518173,0.078,0.017,1.15856796305678e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_STA"
"PRMT5",3.84071722844429e-22,0.769261633486829,0.095,0.027,1.1704585753684e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_STA"
"RPP40",3.845316771767e-22,2.09591351047122,0.067,0.01,1.17186028619599e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_STA"
"ATG16L1",3.92208564417846e-22,-2.00273659685,0.069,0.131,1.19525560006338e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_Ruptured_de_novo"
"UBFD1",4.07799633770894e-22,0.35168435960921,0.105,0.033,1.2427693839168e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_STA"
"AL512598.1",4.12312955698747e-22,4.10392020421063,0.05,0.002,1.25652373249193e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_STA"
"NLGN4Y",4.15334558203108e-22,0.543362309711154,0.111,0.037,1.26573206612397e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_STA"
"AP005899.1",4.18580509709498e-22,-3.17051420635638,0.016,0.052,1.27562410333969e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_Ruptured_de_novo"
"RUNX2",4.24602906119047e-22,-1.8568596677105,0.125,0.196,1.29397735639779e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_Ruptured_de_novo"
"EPC1",4.27124954371393e-22,-1.43574048772022,0.529,0.488,1.30166329844682e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_Ruptured_de_novo"
"BLOC1S5",4.47738687204287e-22,0.404101521042698,0.131,0.051,1.36448364925506e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_STA"
"MBTPS1",4.55600428236632e-22,-0.238377921878566,0.358,0.21,1.38844230505114e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_Ruptured_de_novo"
"IL17RC",4.55937167569137e-22,1.03614472732494,0.076,0.016,1.38946851816695e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_STA"
"KLF11",4.720346811105e-22,0.776261545320351,0.1,0.031,1.43852569068425e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_STA"
"POLR3D",4.743122118306e-22,0.604722191872247,0.136,0.054,1.44546646555375e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_STA"
"TMEM192",4.90010459420002e-22,0.742281134803181,0.111,0.037,1.49330687508246e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_STA"
"SS18L2",4.91679416627967e-22,-0.132239167614604,0.327,0.189,1.49839302217373e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_Ruptured_de_novo"
"DTX3",5.20166613407738e-22,0.737161489562153,0.083,0.02,1.58520775436008e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_STA"
"TBC1D2B",5.20797403806792e-22,-0.413421368658229,0.319,0.178,1.5871300881012e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_Ruptured_de_novo"
"LINC01503",5.27515482679253e-22,1.30524983370535,0.056,0.005,1.60760343346502e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_STA"
"WNT10B",5.37721541523165e-22,1.03020894793172,0.066,0.01,1.63870639779184e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_STA"
"PRORP",5.718336485432e-22,-1.8122898546642,0.123,0.194,1.7426630439354e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_Ruptured_de_novo"
"TTC9C",6.01691742935043e-22,0.282627124424969,0.123,0.046,1.83365558659454e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_STA"
"CSTF1",6.454239563639e-22,0.825379730544821,0.09,0.024,1.96692950701898e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_STA"
"MAGT1",6.67223749765338e-22,-0.253229514638861,0.285,0.159,2.03336437740987e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_Ruptured_de_novo"
"LINC01139",6.82786160833772e-22,2.74085626431957,0.056,0.005,2.08079082514092e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_STA"
"ZNF490",6.86595632553625e-22,-2.26867632510342,0.061,0.12,2.09240019020717e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_Ruptured_de_novo"
"DNAAF4",6.97926851399256e-22,2.24703462917827,0.059,0.007,2.12693207963923e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_STA"
"PEX16",7.17421125781341e-22,0.255761357804086,0.151,0.065,2.18634088081864e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_STA"
"CYTOR",7.36867361901023e-22,-1.71992674700478,0.312,0.36,2.24560328539337e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_Ruptured_de_novo"
"WRN",7.51320269651618e-22,-0.281049920455148,0.269,0.146,2.28964852176331e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_Ruptured_de_novo"
"SYNJ2BP",7.60019395511725e-22,0.99650648259209,0.11,0.037,2.31615910782198e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_STA"
"SLC2A8",7.6322980134475e-22,1.96465551772378,0.062,0.008,2.32594281959812e-17,"STA_vs_Ruptured_de_novo","stage","STA","Ruptured_de_novo","up_in_STA"
