"gene","module","variance"
"CGB1","M3",10.9913382809214
"CDH19","M1",10.7917703575921
"AOC3","M1",10.7756528451595
"CXCL10","M3",10.7481237614596
"PLIN","M1",10.692531678061
"DAPL1","M3",10.5258686864529
"LOC389043","M3",10.4282174120239
"PDZRN4","M1",10.3528322783846
"TREM2","M3",10.3074911261639
"H19","M1",10.2956893841333
"CKM","M1",10.2736173449379
"IGFBP1","M3",10.2560448119554
"VIT","M1",10.1998534172629
"C8orf84","M1",10.1884768288508
"C15orf48","M3",9.98524497121186
"RBPMS2","M1",9.96227360486035
"RP11-167P23.2","M3",9.95644929600278
"RYR2","M1",9.85577289508545
"ACP5","M3",9.84930628872956
"RPA4","M3",9.81482130091748
"ADAMDEC1","M3",9.73588432640157
"ATP1A2","M1",9.62066672150441
"XG","M1",9.54960176773987
"MB","M1",9.52073425655558
"MMP12","M3",9.40213145423258
"CXCL1","M3",9.33498530603663
"HTRA4","M3",9.31297807185908
"TNNT1","M1",9.15997654218689
"CD86","M3",9.11496596748269
"LPHN3","M1",9.10862462583676
"HMOX1","M3",9.10360806999919
"ITIH3","M1",9.06207210115464
"PLA2G2A","M1",9.05706051303833
"MUSTN1","M1",9.00731985356441
"KCNA5","M1",8.96697404187586
"CA3","M1",8.94983170513199
"SLITRK6","M1",8.91834852682159
"SLC7A11","M3",8.88028078669193
"TM4SF19","M3",8.84395020186932
"CYP4B1","M1",8.73977648932724
"CHIT1","M3",8.72908540586035
"CSRP3","M1",8.71221129344721
"FREM1","M1",8.69650874073106
"SCN7A","M1",8.6358904046879
"ATXN3L","M3",8.5684930582255
"FPR3","M3",8.49351234426251
"KCNAB1","M1",8.47220204434532
"GPC3","M1",8.38921270042597
"NOV","M1",8.37069652165363
"RAP1GAP","M3",8.33811659632337
"WFDC1","M1",8.33736236852865
"OCA2","M1",8.32721220841473
"APOBEC2","M1",8.32052860355882
"MYRIP","M1",8.26963714037755
"C13orf30","M3",8.23637907820596
"CXCL6","M3",8.23477040112565
"IFI30","M3",8.22177270820611
"HEY2","M1",8.18461139812142
"SLN","M1",8.16675972084624
"MEOX2","M1",8.16289326909323
"GOLSYN","M1",8.09975453871465
"SPOCD1","M3",8.08711665895152
"DUSP26","M1",8.06639779607709
"COL4A6","M1",8.01441362189727
"MSR1","M3",8.00388983096298
"FHOD3","M1",8.00386014906236
"NRAP","M1",7.96810097608504
"MAOB","M1",7.90946706381797
"ABRA","M1",7.89244307196121
"MARCO","M3",7.85493214968679
"MYBPC1","M1",7.82487975485972
"MYL2","M1",7.81005424450344
"TSPAN8","M1",7.75529887701999
"STRA6","M3",7.73864417175304
"SERPIND1","M3",7.73735842115944
"PLP1","M1",7.73632429096955
"LDB3","M1",7.69446627101604
"ART3","M1",7.67829841247292
"NPNT","M1",7.67051733948148
"WNT4","M3",7.66276431695056
"SULT1E1","M3",7.63948510965511
"GFAP","M3",7.63484778990533
"HSPB7","M1",7.62805451125193
"CSF3","M1",7.57683508092223
"FAM150B","M1",7.55124225002983
"PPM1F","M3",7.52956815088289
"ZCCHC13","M3",7.51726853796826
"CHI3L1","M3",7.50125445943349
"XKR4","M1",7.48266153949155
"SLC16A10","M3",7.47847111592808
"TNMD","M1",7.45320524266045
"MGC10981","M2",7.45283697418883
"MYL1","M1",7.4448356443639
"PRG4","M3",7.4338174966491
"SLC45A4","M3",7.41774518830271
"IRX5","M3",7.39182070162813
"LEFTY2","M1",7.38801437359397
"TRIM63","M1",7.37867899440703
"FLJ37644","M1",7.3650398688103
"CCNA1","M3",7.35957413128898
"TTN","M1",7.35728227763912
"SIGLEC1","M3",7.30632690973325
"NDP","M3",7.3021767109346
"IL4I1","M3",7.28647419920827
"PPP1R9A","M1",7.24832940232933
"AREG","M3",7.23652619494229
"CPE","M1",7.22874260788663
"NXF5","M3",7.19387796005902
"ITIH2","M3",7.16951700244621
"TNNC1","M1",7.16119322401767
"MYOZ1","M1",7.1349490950689
"RGS1","M3",7.10117623446651
"CXCL11","M3",7.08548208916961
"PRDM16","M1",7.05091977222112
"CCL3","M3",7.04650383550757
"ST14","M3",7.00705127023261
"GSTT1","M4",6.98368048408448
"LOC100129858","M3",6.9722272163694
"KRT17P3","M3",6.97182452434953
"TM7SF4","M3",6.9690365145592
"SAPS1","M3",6.96544487183988
"PPL","M1",6.94855873984813
"GALNT5","M3",6.94819999927096
"TSPAN11","M1",6.94220597121464
"SUSD5","M1",6.93096722983793
"MEOX1","M1",6.9271408993629
"LOC728264","M1",6.91956098709196
"MYOM1","M1",6.9094603683769
"KLK8","M3",6.88418871010144
"AMPD1","M1",6.86838473620988
"SMPX","M1",6.8377590125295
"TREM1","M3",6.83521663790025
"ANKRD22","M3",6.78490588197007
"DCD","M2",6.76238215872668
"AVPR1A","M1",6.76119110380041
"THRSP","M1",6.74825484236442
"MMP1","M3",6.74344249000213
"RCAN2","M1",6.73282666457466
"SLAMF7","M3",6.72724412954094
"VPS18","M3",6.72638298387098
"UTS2","M3",6.72236620937742
"RYR3","M1",6.72148163352036
"SPEG","M1",6.71704292325383
"IGFL2","M3",6.7156843348672
"AIF1L","M1",6.6910856028896
"GREM1","M3",6.69093716430823
"EREG","M3",6.68078578255478
"OSM","M3",6.67271072939781
"THBS4","M1",6.6480473605745
"TSPAN12","M1",6.63915014399494
"PTCHD1","M1",6.6362719908147
"SLC6A12","M3",6.60325626004239
"STAC2","M1",6.60304111759345
"ADIPOQ","M1",6.59846409932818
"APOD","M1",6.59390446689649
"LILRB1","M3",6.55372622514173
"PTN","M3",6.5520349044765
"IRS4","M3",6.53488122200828
"HFE2","M1",6.5318031031306
"HAVCR2","M3",6.52145727664043
"TSPAN7","M1",6.51068233166574
"CCL20","M3",6.48117462811464
"CIDEA","M1",6.47756722908904
"NEB","M1",6.46091532105167
"LMOD1","M1",6.45774522730771
"TFEC","M3",6.45699591997092
"CKMT2","M1",6.45481903817041
"CCL4","M3",6.42103365588518
"SLC37A2","M3",6.41378206662609
"CXCL9","M3",6.40935657377408
"BAI3","M1",6.39125357802603
"SPARCL1","M1",6.36283183994069
"CD163","M3",6.35979048689849
"XIRP1","M1",6.34734340527236
"LMO3","M1",6.31862956299635
"IGF2BP1","M3",6.31214594939027
"HRC","M1",6.28607816211045
"VAT1L","M1",6.28343937932796
"FAM162B","M1",6.27786138747168
"NNAT","M3",6.25811967696278
"SDS","M3",6.25197161471717
"PCDH8","M1",6.20825017807439
"OGDHL","M3",6.19388738363433
"PCP4","M1",6.18054744970951
"FCGR1B","M3",6.16774738547337
"APOC2","M3",6.16298193860856
"SLAMF8","M3",6.15870262978271
"IL6","M3",6.15692610131605
"TDO2","M3",6.15587080923129
"KCNJ5","M3",6.15243761924907
"COMP","M1",6.13489581293618
"AMZ1","M3",6.13454565683207
"ADAM12","M3",6.12636163571868
"ASB2","M1",6.11462014138638
"C21orf82","M1",6.11237910979487
"PDE6C","M3",6.1122264105102
"PPP1R3C","M1",6.1027921066695
"SLC13A4","M3",6.09598260211859
"LHX6","M1",6.09317242503756
"CTSG","M1",6.09047622766939
"IL1RL1","M3",6.07882698772404
"ACAN","M3",6.0775009140302
"TPSAB1","M1",6.06594486384397
"HAS1","M3",6.05874048700455
"H2BFXP","M3",6.03727261742406
"BIRC5","M3",6.03564006577007
"SIRT4","M2",6.0339316871719
"DNAJC5B","M3",5.9972084264278
"CCR1","M3",5.99485597264227
"CXCR4","M3",5.97356952664399
"OR51E2","M1",5.97153321076297
"CHL1","M1",5.94167756174364
"SORBS2","M1",5.9403135930092
"HOXD8","M1",5.93837467378366
"CRLF1","M1",5.92557775926312
"LILRA3","M3",5.92275067451223
"CAPN6","M1",5.91954412297277
"NTF3","M1",5.91510693422443
"SELE","M1",5.8953267418398
"EMX2OS","M1",5.89191709737375
"SCGB1D1","M2",5.88449614773718
"HPSE","M3",5.87902530930934
"PCSK2","M1",5.87218746355474
"PENK","M3",5.86863527097608
"DPT","M1",5.86808746641972
"EMX2","M1",5.86679465060035
"CD84","M3",5.85048239325963
"ADRA2C","M1",5.84843315097684
"RGS5","M1",5.83378833393274
"CD68","M3",5.82973179605729
"SFRP2","M4",5.82286861612039
"LOC100127998","M3",5.81805295946616
"LAMP3","M3",5.79833874826255
"SYNPO2","M1",5.79460664632851
"IGHG1","M3",5.78513020225466
"HBG1","M1",5.78171029424284
"SNTG2","M1",5.76831914719729
"C1orf173","M3",5.76025192232115
"TEX12","M3",5.76012505390556
"HSPB3","M1",5.7597091851857
"FCGR3B","M3",5.75929148832022
"LOC644135","M3",5.75335467111455
"CPZ","M3",5.74269895465107
"GJB6","M3",5.74134219526993
"APOE","M3",5.71647660490554
"LOC642424","M3",5.70760656948276
"SYT13","M3",5.70489662012529
"C1QC","M3",5.69004525816899
"POSTN","M3",5.68951933489089
"LOC283174","M1",5.67840730312458
"ARL4C","M3",5.67322654260391
"FCGBP","M3",5.65716925726324
"C16orf89","M3",5.64858211328342
"IDO1","M3",5.6248105500912
"C19orf59","M3",5.620605089154
"GBP5","M3",5.609108799788
"KIAA0101","M3",5.60502496866046
"C10orf116","M1",5.60142366459498
"MMP3","M1",5.57939071198365
"AQP9","M3",5.57822236479017
"KAZALD1","M1",5.57632439235453
"CDKN2A","M3",5.57053723689277
"RAB42","M3",5.55974553454275
"ASB5","M1",5.55896304901596
"IGK@","M3",5.54920599675789
"ANKRD1","M1",5.54813642380603
"DARC","M1",5.54167710644224
"GPIHBP1","M1",5.52686163714215
"HS6ST2","M4",5.51324889283099
"FRK","M1",5.50049290119036
"IL11","M3",5.4971215348013
"OASL","M3",5.47585672783751
"DEFB106B","M2",5.46187246428176
"MGC29506","M3",5.45146663631957
"CCDC66","M3",5.4503198586645
"ENPP6","M4",5.44395441668775
"FLJ43390","M3",5.44340703095308
"LINGO2","M3",5.43195132031383
"GALNT6","M3",5.42370144537616
"ALPK2","M3",5.41770965026492
"PMP2","M1",5.40424234640337
"TFF3","M1",5.38081884301566
"SPC25","M3",5.36981968843241
"CCL3L3","M3",5.36946496499387
"SCG2","M3",5.36832160572024
"CHI3L2","M3",5.36769961063731
"CD72","M3",5.33571182889519
"ITGB1BP3","M1",5.32841557686408
"IL1B","M3",5.32556323093498
"RBP1","M3",5.3224627363476
"RXFP1","M3",5.32035877529537
"SNCG","M1",5.31516517367339
"LOC285944","M4",5.31464773378365
"C8orf22","M1",5.31108318278007
"CCL8","M3",5.30843859793304
"LOC100131176","M3",5.30685572620587
"ACTN2","M1",5.30660286044246
"KLHDC6","M1",5.30452227431603
"SLC6A13","M3",5.29656580091171
"CD300C","M3",5.28810810316854
"PPBP","M3",5.28727653772648
"PRKG1","M1",5.28707620760652
"DOK7","M1",5.26634857792541
"CCL19","M1",5.2649656572351
"GLI1","M1",5.26421900149565
"NRXN1","M1",5.26199681534532
"CTSB","M3",5.260180911196
"SFRP5","M1",5.25367576431533
"DCLK3","M5",5.2481885688231
"EN1","M1",5.24743294498859
"DLGAP5","M3",5.23883627822389
"SHOX2","M1",5.23567132848813
"GPM6B","M1",5.23530788523952
"TMEM130","M1",5.23308444465931
"FA2H","M1",5.22434533611905
"IGSF10","M1",5.21215430013383
"CCL15","M1",5.21212688500661
"PF4V1","M3",5.21069181010968
"HSD17B6","M1",5.20746287844481
"OGN","M1",5.20402985557942
"LOC650405","M3",5.20301383779598
"KRT77","M2",5.20027714663367
"OSR2","M1",5.19834676840923
"GLDN","M1",5.19672511427684
"TOP2A","M3",5.18808207520278
"SAA1","M3",5.18527937730761
"CD180","M3",5.18467297825846
"PPP1R12B","M1",5.18172365593329
"CD300LF","M3",5.17339754608311
"OR51E1","M1",5.1601945855829
"IDO2","M3",5.13940346705931
"GJB2","M3",5.13887682611226
"IL1RN","M3",5.13524594020636
"NR0B1","M1",5.1329321047238
"LOC100132941","M3",5.1315776243058
"ZNF552","M3",5.12367553931086
"ECEL1","M3",5.12265741131586
"LAPTM5","M3",5.11547649330922
"ALAS2","M1",5.11430704437266
"C1QB","M3",5.11204520967616
"CNTN4","M1",5.11039063324905
"CARD9","M3",5.09771398108243
"TMPRSS3","M3",5.08981302953872
"LINCR","M3",5.08697319791298
"PRUNE2","M1",5.08654249485937
"SOX11","M3",5.08280400511877
"NPL","M3",5.07791760058273
"C1QTNF7","M1",5.0779169868176
"MYF6","M1",5.06948883020841
"IGH@","M3",5.06215449695757
"ITGAX","M3",5.05784923293478
"ADH1A","M1",5.05347493860518
"MRO","M3",5.04419864898114
"LAIR1","M3",5.04273100390978
"EYA1","M3",5.03653099660873
"LOC54492","M1",5.0347660101316
"KCNIP3","M1",5.03332986852986
"HK3","M3",5.03089046329678
"PLAUR","M3",5.02539503006196
"KCNK17","M1",5.02045993137422
"LILRA2","M3",5.0201559464965
"IGFN1","M1",5.01818733327545
"KBTBD10","M1",5.01450976551212
"C1orf110","M1",5.01207971918956
"C10orf79","M5",5.01144432710575
"CYorf14","M2",4.9979701070444
"KCNB1","M1",4.99681997930802
"LGI1","M1",4.99460709090486
"C20orf160","M1",4.98711226256577
"CEP55","M3",4.98358326595198
"JSRP1","M1",4.98115323455513
"TAC1","M1",4.97031290766695
"LOC284033","M1",4.96649499218772
"SFTA1P","M3",4.96524372678664
"CD38","M3",4.96306981406016
"ENTPD3","M1",4.96008157609687
"MELK","M3",4.95631130646318
"SLC11A1","M3",4.954397538917
"C7orf58","M1",4.95202672493559
"BCAT1","M3",4.9479971420489
"ABCA6","M1",4.9423220780991
"SGCG","M1",4.93761705722935
"XIRP2","M1",4.93406543399752
"TMOD4","M1",4.93141208681686
"KCNJ8","M1",4.91912512998274
"IGKV1D-8","M3",4.90918400169133
"IRX2","M1",4.90743864731922
"GDF10","M1",4.89436257423193
"SIGLEC9","M3",4.89107171129702
"KCNJ3","M1",4.88357617811031
"PPP1R1A","M1",4.87042636955499
"ADORA2B","M3",4.86519097269943
"VMO1","M3",4.85312086521926
"TFCP2L1","M3",4.85071808032026
"TMEM132C","M4",4.84430597692565
"PLEK2","M3",4.82473378496545
"LYZ","M3",4.81499353664047
"LILRA4","M3",4.81332930916498
"CD28","M3",4.81157330481691
"FAM46B","M1",4.80775226254177
"CMYA5","M1",4.8040134961633
"MARCH1","M3",4.80278578268647
"NOSTRIN","M1",4.80078583853058
"CATSPER1","M3",4.78991487797465
"SIGLEC10","M3",4.78413187710157
"ZBTB32","M3",4.78203490967346
"HOXC9","M1",4.77187042178466
"SPTB","M1",4.76380367517195
"IGKC","M3",4.76122537490642
"FAM26F","M3",4.75752257618976
"DNASE1L3","M1",4.7397286603656
"FLJ39632","M3",4.73704269044517
"TRPM2","M3",4.71949884044506
"LY6D","M4",4.7184458490706
"SAMSN1","M3",4.71728263436034
"EMR2","M3",4.71686320650081
"DDX3Y","M2",4.71645597677733
"C21orf129","M3",4.71535219261031
"RASSF9","M1",4.7120422353709
"BTC","M3",4.71185090166285
"FMO2","M1",4.70599200017652
"KRT34","M3",4.70236155025685
"SHROOM3","M1",4.70134847268773
"IGSF6","M3",4.7001507708128
"RNASE2","M3",4.7000236379867
"RASL11B","M1",4.69369604288005
"IGLL3","M3",4.6869858954315
"TTR","M1",4.68550753677738
"RARRES1","M3",4.68045018337848
"DOCK2","M3",4.67808586384755
"SIGLEC7","M3",4.66807139496143
"NCKAP1L","M3",4.65916034553477
"C6orf142","M1",4.65397881638201
"TMEM74","M1",4.64846241948731
"C10orf82","M1",4.64608484012894
"REEP1","M1",4.63956788168204
"CPXM2","M1",4.63649950472495
"CRTAC1","M1",4.63383650038326
"LOC645722","M1",4.63052022715299
"ARPP-21","M1",4.62887312202173
"DPY19L2","M1",4.61975062463174
"LONRF2","M1",4.61913408063095
"PNMT","M1",4.61885445537346
"IGLL1","M3",4.61852336107015
"RAB3B","M3",4.61538286903898
"KIAA1881","M1",4.6152458963792
"SIGLEC12","M3",4.60251598374697
"LOC651721","M3",4.60128891167156
"APOBEC3B","M3",4.59613423069248
"PIK3R5","M3",4.5923036689423
"CLEC5A","M3",4.58959518288644
"C17orf54","M2",4.58826103743897
"XK","M1",4.58280913785871
"KRT14","M3",4.57593635023119
"C4B","M3",4.57112104609784
"KRT17","M3",4.57004903188998
"CP","M3",4.56483327090429
"ITGA4","M3",4.5644297368001
"TLR7","M3",4.56396691783785
"PF4","M3",4.56033634662564
"SHC3","M3",4.55969274172709
"CNTFR","M1",4.55409904053738
"RASL12","M1",4.55290248520007
"LOC284120","M3",4.55181364591796
"MATN2","M1",4.54999221476555
"DMKN","M1",4.54951509759411
"PPP1R14A","M1",4.54034727112343
"C1orf168","M3",4.53874135602481
"IGHA1","M3",4.52521475189582
"LOC401021","M1",4.51893968523523
"C5orf46","M3",4.51711664651604
"FXYD1","M1",4.51288760551832
"CTTNBP2","M1",4.50617368243557
"HS3ST2","M3",4.50106098786216
"SYNM","M1",4.49318609494478
"SLC16A3","M3",4.49285950229256
"CDH1","M4",4.49230566845509
"PRSS35","M3",4.48922813261312
"SH3BGR","M1",4.48413133295096
"FAM107A","M1",4.4762378098416
"TYMP","M3",4.46562816130128
"NTS","M1",4.46419746810845
"LILRA5","M3",4.45609909673205
"C20orf26","M3",4.45079212205157
"LMOD3","M1",4.44039287949685
"CCDC48","M1",4.43800447743921
"PNCK","M1",4.43331289853091
"TYROBP","M3",4.42898828166917
"OMD","M1",4.42549417302379
"SERPINE1","M3",4.42155468984925
"ART4","M1",4.41866724987714
"DACT3","M1",4.41206655111557
"STAP1","M3",4.40918758564588
"SLC2A5","M3",4.40755855035267
"CXCL13","M3",4.40617004262596
"KLHDC7B","M3",4.40500780315613
"SLC13A3","M4",4.40447449395636
"SCGB2A1","M2",4.40300275162612
"DUSP13","M1",4.40009042384143
"MFAP4","M1",4.3978543883284
"ODZ2","M1",4.39381496109677
"FRZB","M1",4.39168651175806
"MS4A2","M1",4.38764655146246
"KLHL6","M3",4.38564995814192
"ADORA3","M3",4.3784078961203
"FGF13","M1",4.3770230572655
"LPL","M1",4.37275647185165
"FBP1","M3",4.36810617784884
"KCNIP1","M3",4.36625912709411
"MS4A7","M3",4.35902750174821
"DEFB1","M3",4.35722306587464
"ITGAD","M3",4.34925795463003
"AGRP","M3",4.34736860448168
"KRT222P","M1",4.34675297070003
"CXorf21","M3",4.34455433659044
"OR10A2","M3",4.34041742966186
"CHRDL2","M3",4.33565306691139
"HHLA2","M5",4.3297366824462
"RRAD","M1",4.3252347953762
"LMOD2","M1",4.32361373730262
"EBF3","M1",4.32326478485507
"PIK3AP1","M3",4.31961774475934
"PHYHIP","M1",4.31632451020184
"IRF5","M3",4.31244053170006
"SULT1B1","M3",4.31205665612649
"AMPD3","M3",4.31203866397345
"LOC100132553","M3",4.30864993636189
"IL7R","M3",4.30731578529286
"FCGR3A","M3",4.30574003565942
"CDCP1","M3",4.30056746506916
"GNA15","M3",4.29858056860145
"LGALS2","M3",4.29681210470187
"SLC22A3","M1",4.29415281694059
"C10orf65","M1",4.29376765180301
"INHBB","M1",4.29292046708173
"P2RX1","M1",4.29140356175585
"SORCS1","M1",4.28676505917223
"REXO1L1","M2",4.28315793145975
"FMR1NB","M3",4.28301609450945
"ARC","M3",4.28169519686866
"MS4A14","M3",4.27774075181637
"DSP","M3",4.27295362867362
"KCNK2","M3",4.27259749228148
"RERG","M1",4.27115658219688
"FABP7","M3",4.26313938481379
"EGR4","M3",4.26030605647249
"SERPINA3","M3",4.25724225073764
"C1QA","M3",4.2564379662756
"FCER1A","M2",4.25345216361273
"C2","M3",4.25060023369729
"GREM2","M1",4.25001808399206
"APOBEC3A","M3",4.23941455694187
"VSIG4","M3",4.23801099411794
"KRT18P49","M3",4.23799064647341
"HAPLN1","M3",4.23793520896737
"MACC1","M3",4.23424693412039
"LILRB3","M3",4.23078728425596
"HEYL","M1",4.22229814510806
"FABP4","M1",4.2182779125095
"HPSE2","M1",4.2176860640192
"IGSF1","M1",4.21532431156744
"C20orf103","M3",4.21427262434844
"COL4A4","M3",4.20705452177425
"C1orf38","M3",4.20425395631921
"OXTR","M3",4.20134880384605
"CD300A","M3",4.20108494994374
"GPR65","M3",4.19793684202706
"KRT18P19","M3",4.19704482164908
"UBE2C","M3",4.19677047270762
"MIA","M1",4.18899749982258
"DAAM2","M1",4.18857587111059
"KCNE2","M1",4.18564779806426
"TBX1","M3",4.18362579992358
"SNX10","M3",4.1830911891394
"FPR1","M3",4.18166317324376
"CD53","M3",4.17981213020118
"MMP9","M3",4.17964328176802
"BBOX1","M3",4.17891363912338
"HRCT1","M1",4.17586170305393
"GPR20","M1",4.17279746060804
"CPA3","M1",4.17180014836335
"NTN1","M1",4.17036683849451
"GFRA1","M1",4.16999553157614
"SLA","M3",4.16709575861193
"ITGA7","M1",4.16536688704686
"SERPINA1","M3",4.14936487170907
"C13orf36","M4",4.14746199035288
"SCIN","M3",4.14423355856004
"A2BP1","M1",4.14397360115089
"ADRA2A","M1",4.13231213548301
"LOC442249","M3",4.1286178645169
"GPR84","M3",4.1265384093218
"OAS1","M3",4.12649084739056
"FLJ25770","M3",4.12461610721534
"CRTAM","M3",4.12092422935622
"FNDC1","M3",4.1198629594183
"COL1A1","M3",4.11809805353329
"TUBB1","M3",4.11651218780377
"ABCA8","M1",4.11475728886425
"SFRP1","M1",4.11430422525139
"KCNK13","M3",4.10558997306445
"TMEM45B","M3",4.10127401032449
"B4GALT6","M5",4.09997752764709
"HLF","M1",4.09829463790337
"HSD17B2","M3",4.09655642775403
"UNC45B","M1",4.09602370576043
"ASPA","M1",4.09308878493496
"CDCA2","M3",4.08632219803463
"TNC","M1",4.08602857111844
"ADH1C","M1",4.08549251120211
"CLIC5","M1",4.08049543447674
"C3orf70","M1",4.0757782018028
"MYH6","M1",4.07558269942914
"NLRC4","M3",4.0745160805348
"FPR2","M3",4.07374646640305
"RBM22","M3",4.06845413210429
"MYO1G","M3",4.0657859707183
"CLEC4D","M3",4.06517775019612
"SLC2A4","M1",4.06408809191116
"STAC3","M1",4.06253289705419
"MYBPH","M1",4.06094772917096
"ADAP2","M3",4.05789605206702
"AGBL1","M1",4.05341170478909
"BCHE","M1",4.05242896738764
"CA12","M3",4.03922774080111
"CPXM1","M3",4.03889064732678
"KCNA7","M1",4.03723214506435
"HAMP","M3",4.03716241960143
"CAND2","M1",4.03695499628769
"OR4C46","M2",4.03351900534278
"LOC151438","M3",4.02730162567271
"ATP6V0D2","M3",4.02622844147769
"IL17B","M1",4.02129040562829
"CLEC1B","M3",4.02096077825334
"MYO5C","M1",4.02084885876974
"LOC440337","M3",4.02012902036685
"MYOZ2","M1",4.01911616776428
"ALOX5","M3",4.01130078502551
"C10orf63","M3",4.01109649819825
"GAL","M3",3.99886917215616
"LEP","M2",3.99836595726276
"IRF8","M3",3.99472112591749
"JARID1D","M2",3.99367187232585
"HCK","M3",3.98645274780601
"LTF","M2",3.9842907923139
"ALOX5AP","M3",3.984080576301
"SLC7A10","M1",3.97955265818282
"PBK","M3",3.97578923585092
"RNF128","M3",3.97521265360406
"LOC92973","M1",3.97463483762088
"SLC10A1","M3",3.97244964062712
"PDE10A","M5",3.96786590746636
"RAMP3","M1",3.95888625405381
"FBXO16","M1",3.95588986006081
"RAPGEF5","M1",3.95537815173922
"CCDC85A","M1",3.95521205330622
"IGKV1-5","M3",3.95117598461327
"GPR78","M3",3.95049976044918
"APOB48R","M3",3.94850873479617
"KRT7","M3",3.94598498618111
"LRRC25","M3",3.94521363050162
"JAKMIP3","M2",3.94426968298218
"AK2P2","M3",3.94391626175601
"KLK7","M3",3.93741293279982
"BMF","M3",3.93730086426037
"POU2AF1","M3",3.93632379084555
"DUSP27","M1",3.93467677033081
"C1QTNF9","M1",3.93347414200858
"ABCC3","M3",3.93066283130848
"GLYAT","M2",3.92848690726042
"PTGDS","M4",3.92279587236008
"CSF2RA","M3",3.92085141661233
"SULT1C4","M3",3.91832504343444
"MYL9","M1",3.9159928480047
"GDF6","M4",3.9100081714077
"PMAIP1","M3",3.90542933249589
"CSRP2","M1",3.90539162513355
"TIMP1","M3",3.9053487765548
"SYK","M3",3.90400394159955
"GLRB","M1",3.90252509866856
"PLEK","M3",3.89724751022699
"COL21A1","M1",3.89720804945567
"MUM1L1","M4",3.89682998744345
"CTSD","M3",3.89467378087378
"TMEM35","M1",3.89344875492492
"SEMA5B","M1",3.89317148876146
"RBM20","M1",3.89179568001563
"C3AR1","M3",3.89075233574873
"KBTBD5","M1",3.89044561557649
"TEF","M3",3.8901721675546
"WDR67","M3",3.88975565868457
"HMGA2","M3",3.88894249248111
"CD14","M3",3.8882532862795
"SLCO2A1","M1",3.88814058320408
"C1orf170","M1",3.88546205241247
"FZD3","M1",3.88479213438693
"HLA-DQB1","M3",3.88304756180411
"IKBKE","M3",3.87954579847914
"IGSF21","M3",3.8794993439769
"KRT18P40","M3",3.87203441432033
"SMYD1","M1",3.87120722746293
"KYNU","M3",3.86797248238032
"KRT6B","M2",3.86758283810853
"MAPK4","M1",3.86605852046553
"SERPINA5","M1",3.86593814736712
"PTPN22","M3",3.86126161494342
"C6","M4",3.85866647653621
"NDRG2","M1",3.85003175372498
"SPRR2C","M2",3.84965759204851
"LOC401847","M3",3.84947016608148
"MKX","M1",3.84921957083917
"IGHM","M3",3.84801722814032
"KANK4","M1",3.84026737863816
"RGS6","M1",3.83940224339442
"TLR2","M3",3.83935798326273
"ADAMTS4","M3",3.83767716221024
"TF","M1",3.83387005595781
"COL14A1","M1",3.83264508202814
"DDIT4L","M1",3.83198317503593
"VAMP8","M3",3.83121414389711
"PLCXD3","M1",3.8298277135572
"LOC283143","M3",3.82566649898625
"NMNAT2","M1",3.8146226008589
"COL6A6","M1",3.81232134984984
"MYO18B","M1",3.80757164047604
"KRT18P28","M3",3.80516406267764
"APCDD1L","M3",3.80456685263861
"KRT18P34","M3",3.8037070994087
"FERMT3","M3",3.79852340008133
"GNAI1","M1",3.79692882516866
"PYGM","M1",3.79440137641731
"FAM47E","M1",3.79344816851465
"RP11-45B20.2","M1",3.7932053672234
"SGCA","M1",3.7914546815284
"CTXN3","M3",3.78402565782384
"LILRB2","M3",3.7836179625629
"CXXC4","M1",3.77731287618674
"SLC16A6","M3",3.77689776819687
"MAPK13","M3",3.77683567259115
"hCG_2019139","M1",3.77574293861336
"SLPI","M4",3.77208123097798
"FLJ10232","M2",3.7707269231754
"AIFM3","M3",3.77070598254101
"MS4A4A","M3",3.76697812703333
"RAI2","M1",3.76339494186515
"ISG15","M3",3.76322451525468
"GAP43","M3",3.76011931370807
"SLITRK3","M5",3.75593380954123
"PIP5K1B","M1",3.75591736795425
"SCN4B","M1",3.75542454054879
"UGT2B7","M2",3.75523137054948
"LOC100131756","M3",3.75124855887428
"FMN1","M3",3.73867302888119
"HMBOX1","M3",3.73611988332356
"COL10A1","M3",3.73201282669089
"NCAPG","M3",3.73113344384798
"AR","M1",3.72851267649241
"MIAT","M3",3.72376629651465
"LOC100131733","M3",3.72256411835701
"CD83","M3",3.72124655521365
"KRT16","M3",3.72075732741347
"CCR5","M3",3.71911201549275
"C5AR1","M3",3.71864402721355
"PARD6A","M5",3.7179807658209
"ARG1","M3",3.7178232588067
"CNN1","M1",3.71533993912102
"MMP10","M3",3.71396854248639
"CCDC3","M1",3.71322218415313
"TLR8","M3",3.7121356954614
"LIF","M3",3.7108307719603
"FAM70A","M2",3.71074231033952
"ALLC","M1",3.71025425819807
"PARVG","M3",3.70740358772654
"KRT18P42","M3",3.70686063854593
"ANKRD23","M1",3.70392689983724
"DACT2","M4",3.70145572593718
"ANGPTL4","M3",3.69980136765096
"COL9A3","M1",3.69714174964346
"RGS4","M3",3.69642769191857
"LY86","M3",3.6937139741715
"CYorf15B","M2",3.69314581591029
"SEZ6L2","M3",3.68695194090299
"CDH2","M3",3.68625496112922
"APOB","M1",3.6857156871288
"FZD10","M1",3.68554876137436
