"vsmc_subcluster","vsmc_Contractile","vsmc_Synthetic","vsmc_Inflammatory","vsmc_ECM_Remodeling","vsmc_Metabolic_Stress","n_cells","assigned_state"
"0",-0.0573977714716908,0.650595826672573,-0.399986782095342,0.384214441838698,-0.0653691322193077,2700,"synthetic VSMC"
"1",0.110567912584209,0.0693760529218176,-0.326306025554941,0.0719962845432342,0.15229367785238,2500,"metabolic-stress VSMC"
"2",-0.452709274973496,-0.72819591765051,0.843356289628666,-0.858623015064489,-0.104296956049531,2460,"inflammatory VSMC"
"3",0.397486643955369,0.172225869753012,-0.168167562671635,0.338709224104448,0.0242087075457348,2251,"contractile VSMC"
"4",0.199164133544875,-0.208912541938958,-0.414391815792911,0.300138460533156,-0.059316322483281,1127,"ECM-remodeling VSMC"
"5",-0.200602521486204,-0.459593846680983,1.05314006797902,-0.325193674160989,0.102193789883469,633,"inflammatory VSMC"
