"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence","status"
"EC","EC","TGFB1","TGFbR1_R2",1.02699192524736e-05,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350","Ruptured"
"T_NK","EC","TGFB1","TGFbR1_R2",0.000170183575283508,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350","Ruptured"
"Macrophage","EC","TGFB1","ACVR1_TGFbR",2.27500263499665e-05,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829","Ruptured"
"EC","EC","TGFB1","ACVR1_TGFbR",5.3813542899967e-06,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829","Ruptured"
"T_NK","EC","TGFB1","ACVR1_TGFbR",0.000101626690279093,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829","Ruptured"
"EC","EC","BMP6","ACVR1_BMPR2",2.05149333226552e-07,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264","Ruptured"
"VSMC","VSMC","FGF1","FGFR1",0.000301025631593515,0,"FGF1_FGFR1","FGF1 - FGFR1","FGF","Secreted Signaling","PMC: 4393358","Ruptured"
"Fibroblast","VSMC","FGF1","FGFR1",8.40423147565866e-05,0,"FGF1_FGFR1","FGF1 - FGFR1","FGF","Secreted Signaling","PMC: 4393358","Ruptured"
"VSMC","EC","FGF1","FGFR1",1.58616078141132e-05,0,"FGF1_FGFR1","FGF1 - FGFR1","FGF","Secreted Signaling","PMC: 4393358","Ruptured"
"Fibroblast","EC","FGF1","FGFR1",4.42198516376959e-06,0,"FGF1_FGFR1","FGF1 - FGFR1","FGF","Secreted Signaling","PMC: 4393358","Ruptured"
"VSMC","Fibroblast","FGF1","FGFR1",9.28761034783222e-05,0,"FGF1_FGFR1","FGF1 - FGFR1","FGF","Secreted Signaling","PMC: 4393358","Ruptured"
"Fibroblast","Fibroblast","FGF1","FGFR1",2.58935633387717e-05,0,"FGF1_FGFR1","FGF1 - FGFR1","FGF","Secreted Signaling","PMC: 4393358","Ruptured"
"VSMC","VSMC","PDGFA","PDGFRA",5.28051988524193e-05,0,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812","Ruptured"
"EC","VSMC","PDGFA","PDGFRA",1.91821620279164e-06,0,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812","Ruptured"
"VSMC","VSMC","PDGFA","PDGFRB",0.00010079066712896,0,"PDGFA_PDGFRB","PDGFA - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812","Ruptured"
"EC","VSMC","PDGFA","PDGFRB",3.66656886362205e-06,0,"PDGFA_PDGFRB","PDGFA - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812","Ruptured"
"EC","VSMC","PDGFB","PDGFRA",2.01426819462079e-05,0,"PDGFB_PDGFRA","PDGFB - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812","Ruptured"
"EC","VSMC","PDGFB","PDGFRB",3.83396379236222e-05,0,"PDGFB_PDGFRB","PDGFB - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812","Ruptured"
"VSMC","VSMC","PDGFC","PDGFRA",3.73842434210354e-05,0,"PDGFC_PDGFRA","PDGFC - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812","Ruptured"
"VSMC","EC","VEGFA","FLT1",0.000385023789447928,0,"VEGFA_VEGFR1","VEGFA - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338","Ruptured"
"Macrophage","EC","VEGFA","FLT1",0.000705049614886826,0,"VEGFA_VEGFR1","VEGFA - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338","Ruptured"
"EC","EC","VEGFA","FLT1",1.09711283563867e-05,0,"VEGFA_VEGFR1","VEGFA - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338","Ruptured"
"Fibroblast","EC","VEGFA","FLT1",0.000181884727055506,0,"VEGFA_VEGFR1","VEGFA - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338","Ruptured"
"VSMC","EC","VEGFB","FLT1",6.44751657114162e-05,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338","Ruptured"
"VSMC","EC","PGF","FLT1",0.000122106734135422,0,"PGF_VEGFR1","PGF - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338","Ruptured"
"EC","EC","PGF","FLT1",1.74150983811595e-05,0,"PGF_VEGFR1","PGF - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338","Ruptured"
"VSMC","Macrophage","CXCL12","CXCR4",0.000525577942337883,0,"CXCL12_CXCR4","CXCL12 - CXCR4","CXCL","Secreted Signaling","KEGG: hsa04060","Ruptured"
"VSMC","T_NK","CXCL12","CXCR4",0.00100789495215708,0,"CXCL12_CXCR4","CXCL12 - CXCR4","CXCL","Secreted Signaling","KEGG: hsa04060","Ruptured"
"VSMC","Macrophage","CXCL12","ACKR3",7.71205129533082e-05,0,"CXCL12_ACKR3","CXCL12 - ACKR3","CXCL","Secreted Signaling","KEGG: hsa04060","Ruptured"
"VSMC","EC","CXCL12","ACKR3",2.95072561348598e-05,0,"CXCL12_ACKR3","CXCL12 - ACKR3","CXCL","Secreted Signaling","KEGG: hsa04060","Ruptured"
"VSMC","Macrophage","MIF","CD74_CXCR4",0.006612273556621,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155","Ruptured"
"Macrophage","Macrophage","MIF","CD74_CXCR4",0.00403636797716399,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155","Ruptured"
"EC","Macrophage","MIF","CD74_CXCR4",0.000784816064203125,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155","Ruptured"
"Fibroblast","Macrophage","MIF","CD74_CXCR4",0.00383542394270363,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155","Ruptured"
"T_NK","Macrophage","MIF","CD74_CXCR4",0.00325784824732929,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155","Ruptured"
"VSMC","T_NK","MIF","CD74_CXCR4",0.00455966469391804,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155","Ruptured"
"Macrophage","T_NK","MIF","CD74_CXCR4",0.00274833932708044,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155","Ruptured"
"EC","T_NK","MIF","CD74_CXCR4",0.000540997085251901,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155","Ruptured"
"Fibroblast","T_NK","MIF","CD74_CXCR4",0.00263236834826145,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155","Ruptured"
"T_NK","T_NK","MIF","CD74_CXCR4",0.00220984112356283,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155","Ruptured"
"VSMC","Macrophage","MIF","CD74_CD44",0.010824365772038,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090","Ruptured"
"Macrophage","Macrophage","MIF","CD74_CD44",0.0067851121301681,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090","Ruptured"
"EC","Macrophage","MIF","CD74_CD44",0.00128569478911016,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090","Ruptured"
"Fibroblast","Macrophage","MIF","CD74_CD44",0.00634015433123114,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090","Ruptured"
"T_NK","Macrophage","MIF","CD74_CD44",0.00552125941930931,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090","Ruptured"
"VSMC","T_NK","MIF","CD74_CD44",0.00511595542867359,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090","Ruptured"
"EC","T_NK","MIF","CD74_CD44",0.000607058838954948,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090","Ruptured"
"Fibroblast","T_NK","MIF","CD74_CD44",0.00295729611192877,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090","Ruptured"
"VSMC","Macrophage","MIF","ACKR3",0.000815364619515101,0,"MIF_ACKR3","MIF - ACKR3","MIF","Secreted Signaling","PMID: 26175090","Ruptured"
"Macrophage","Macrophage","MIF","ACKR3",0.000480427626936347,0,"MIF_ACKR3","MIF - ACKR3","MIF","Secreted Signaling","PMID: 26175090","Ruptured"
"EC","Macrophage","MIF","ACKR3",9.66787842948165e-05,0,"MIF_ACKR3","MIF - ACKR3","MIF","Secreted Signaling","PMID: 26175090","Ruptured"
"Fibroblast","Macrophage","MIF","ACKR3",0.000466716293778152,0,"MIF_ACKR3","MIF - ACKR3","MIF","Secreted Signaling","PMID: 26175090","Ruptured"
"T_NK","Macrophage","MIF","ACKR3",0.000383733407965173,0,"MIF_ACKR3","MIF - ACKR3","MIF","Secreted Signaling","PMID: 26175090","Ruptured"
"VSMC","EC","MIF","ACKR3",0.000304856031153972,0,"MIF_ACKR3","MIF - ACKR3","MIF","Secreted Signaling","PMID: 26175090","Ruptured"
"Macrophage","EC","MIF","ACKR3",0.00018150412152379,0,"MIF_ACKR3","MIF - ACKR3","MIF","Secreted Signaling","PMID: 26175090","Ruptured"
"EC","EC","MIF","ACKR3",3.61579945029204e-05,0,"MIF_ACKR3","MIF - ACKR3","MIF","Secreted Signaling","PMID: 26175090","Ruptured"
"Fibroblast","EC","MIF","ACKR3",0.000175187240359977,0,"MIF_ACKR3","MIF - ACKR3","MIF","Secreted Signaling","PMID: 26175090","Ruptured"
"T_NK","EC","MIF","ACKR3",0.00014541209534731,0,"MIF_ACKR3","MIF - ACKR3","MIF","Secreted Signaling","PMID: 26175090","Ruptured"
"Fibroblast","Macrophage","IL6","IL6R_IL6ST",7.24622828196062e-05,0,"IL6_IL6R_IL6ST","IL6 - (IL6R+IL6ST)","IL6","Secreted Signaling","KEGG: hsa04060","Ruptured"
"Macrophage","VSMC","OSM","OSMR_IL6ST",0.000241090364627428,0,"OSM_OSMR_IL6ST","OSM - (OSMR+IL6ST)","OSM","Secreted Signaling","KEGG: hsa04060","Ruptured"
"Macrophage","EC","OSM","OSMR_IL6ST",4.19265555428097e-05,0,"OSM_OSMR_IL6ST","OSM - (OSMR+IL6ST)","OSM","Secreted Signaling","KEGG: hsa04060","Ruptured"
"Macrophage","Macrophage","IL1B","IL1R1_IL1RAP",0.00102721771860981,0,"IL1B_IL1R1_IL1RAP","IL1B - (IL1R1+IL1RAP)","IL1","Secreted Signaling","KEGG: hsa04060","Ruptured"
"T_NK","Macrophage","IL1B","IL1R1_IL1RAP",0.00015097369646026,0,"IL1B_IL1R1_IL1RAP","IL1B - (IL1R1+IL1RAP)","IL1","Secreted Signaling","KEGG: hsa04060","Ruptured"
"Macrophage","VSMC","SPP1","CD44",0.000508177856735806,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263","Ruptured"
"Macrophage","Macrophage","SPP1","CD44",0.00104639688509219,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263","Ruptured"
"Macrophage","Fibroblast","SPP1","CD44",0.000159036532542647,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263","Ruptured"
"Macrophage","T_NK","SPP1","CD44",0.000842963904892189,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263","Ruptured"
"Macrophage","VSMC","SPP1","ITGAV_ITGB1",0.000637636228271998,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263","Ruptured"
"Macrophage","Macrophage","SPP1","ITGAV_ITGB1",0.000329356599832821,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263","Ruptured"
"Macrophage","EC","SPP1","ITGAV_ITGB1",6.96414361341579e-05,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263","Ruptured"
"Macrophage","Fibroblast","SPP1","ITGAV_ITGB1",0.000195180500974265,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263","Ruptured"
"Macrophage","VSMC","SPP1","ITGAV_ITGB5",0.000246032798325856,0,"SPP1_ITGAV_ITGB5","SPP1 - (ITGAV+ITGB5)","SPP1","Secreted Signaling","PMID: 21907263","Ruptured"
"Macrophage","T_NK","SPP1","ITGA4_ITGB1",0.000246930392072828,0,"SPP1_ITGA4_ITGB1","SPP1 - (ITGA4+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263","Ruptured"
"Macrophage","VSMC","SPP1","ITGA5_ITGB1",0.000262927628510591,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263","Ruptured"
"Macrophage","Macrophage","SPP1","ITGA5_ITGB1",0.000321848707581617,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263","Ruptured"
"Macrophage","EC","SPP1","ITGA5_ITGB1",6.82973703480242e-05,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263","Ruptured"
"Macrophage","T_NK","SPP1","ITGA5_ITGB1",0.000146032382210781,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263","Ruptured"
"Macrophage","VSMC","NAMPT","ITGA5_ITGB1",0.004873656492779,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838","Ruptured"
"Macrophage","Macrophage","NAMPT","ITGA5_ITGB1",0.00587788456659885,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838","Ruptured"
"VSMC","EC","NAMPT","ITGA5_ITGB1",0.000354692926121805,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838","Ruptured"
"Macrophage","EC","NAMPT","ITGA5_ITGB1",0.00117463519676481,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838","Ruptured"
"EC","EC","NAMPT","ITGA5_ITGB1",5.91378785501555e-05,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838","Ruptured"
"T_NK","EC","NAMPT","ITGA5_ITGB1",0.000403087681046304,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838","Ruptured"
"Macrophage","T_NK","NAMPT","ITGA5_ITGB1",0.00278967550505874,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838","Ruptured"
"VSMC","VSMC","ANGPTL4","ITGA5_ITGB1",0.00208914460590077,0,"ANGPTL4_ITGA5_ITGB1","ANGPTL4 - (ITGA5+ITGB1)","ANGPTL","Secreted Signaling","PMID: 30049845","Ruptured"
"Fibroblast","VSMC","ANGPTL4","ITGA5_ITGB1",0.000593047408061754,0,"ANGPTL4_ITGA5_ITGB1","ANGPTL4 - (ITGA5+ITGB1)","ANGPTL","Secreted Signaling","PMID: 30049845","Ruptured"
"VSMC","Macrophage","ANGPTL4","ITGA5_ITGB1",0.00254224908546988,0,"ANGPTL4_ITGA5_ITGB1","ANGPTL4 - (ITGA5+ITGB1)","ANGPTL","Secreted Signaling","PMID: 30049845","Ruptured"
"Fibroblast","Macrophage","ANGPTL4","ITGA5_ITGB1",0.000724508838713605,0,"ANGPTL4_ITGA5_ITGB1","ANGPTL4 - (ITGA5+ITGB1)","ANGPTL","Secreted Signaling","PMID: 30049845","Ruptured"
"VSMC","EC","ANGPTL4","ITGA5_ITGB1",0.000526457347889334,0,"ANGPTL4_ITGA5_ITGB1","ANGPTL4 - (ITGA5+ITGB1)","ANGPTL","Secreted Signaling","PMID: 30049845","Ruptured"
"Macrophage","EC","ANGPTL4","ITGA5_ITGB1",9.34891276418576e-05,0,"ANGPTL4_ITGA5_ITGB1","ANGPTL4 - (ITGA5+ITGB1)","ANGPTL","Secreted Signaling","PMID: 30049845","Ruptured"
"EC","EC","ANGPTL4","ITGA5_ITGB1",1.68872195702464e-05,0,"ANGPTL4_ITGA5_ITGB1","ANGPTL4 - (ITGA5+ITGB1)","ANGPTL","Secreted Signaling","PMID: 30049845","Ruptured"
"Fibroblast","EC","ANGPTL4","ITGA5_ITGB1",0.000152475337860398,0,"ANGPTL4_ITGA5_ITGB1","ANGPTL4 - (ITGA5+ITGB1)","ANGPTL","Secreted Signaling","PMID: 30049845","Ruptured"
"VSMC","T_NK","ANGPTL4","ITGA5_ITGB1",0.00117413334814202,0,"ANGPTL4_ITGA5_ITGB1","ANGPTL4 - (ITGA5+ITGB1)","ANGPTL","Secreted Signaling","PMID: 30049845","Ruptured"
"VSMC","EC","ANGPTL4","CDH5",0.000260654118490575,0,"ANGPTL4_CDH5","ANGPTL4 - CDH5","ANGPTL","Secreted Signaling","PMID: 30049845","Ruptured"
"Macrophage","EC","ANGPTL4","CDH5",4.50243193455314e-05,0,"ANGPTL4_CDH5","ANGPTL4 - CDH5","ANGPTL","Secreted Signaling","PMID: 30049845","Ruptured"
"EC","EC","ANGPTL4","CDH5",8.15716145589136e-06,0,"ANGPTL4_CDH5","ANGPTL4 - CDH5","ANGPTL","Secreted Signaling","PMID: 30049845","Ruptured"
"Fibroblast","EC","ANGPTL4","CDH5",7.40452432791322e-05,0,"ANGPTL4_CDH5","ANGPTL4 - CDH5","ANGPTL","Secreted Signaling","PMID: 30049845","Ruptured"
"VSMC","VSMC","ANGPTL4","CDH11",0.00292151059991041,0,"ANGPTL4_CDH11","ANGPTL4 - CDH11","ANGPTL","Secreted Signaling","PMID: 30049845","Ruptured"
"Macrophage","VSMC","ANGPTL4","CDH11",0.000509351976531476,0,"ANGPTL4_CDH11","ANGPTL4 - CDH11","ANGPTL","Secreted Signaling","PMID: 30049845","Ruptured"
"EC","VSMC","ANGPTL4","CDH11",9.21890571508989e-05,0,"ANGPTL4_CDH11","ANGPTL4 - CDH11","ANGPTL","Secreted Signaling","PMID: 30049845","Ruptured"
"Fibroblast","VSMC","ANGPTL4","CDH11",0.000835343469388384,0,"ANGPTL4_CDH11","ANGPTL4 - CDH11","ANGPTL","Secreted Signaling","PMID: 30049845","Ruptured"
"VSMC","EC","ANGPTL4","CDH11",8.34786603210187e-05,0,"ANGPTL4_CDH11","ANGPTL4 - CDH11","ANGPTL","Secreted Signaling","PMID: 30049845","Ruptured"
"Fibroblast","EC","ANGPTL4","CDH11",2.34150621379383e-05,0,"ANGPTL4_CDH11","ANGPTL4 - CDH11","ANGPTL","Secreted Signaling","PMID: 30049845","Ruptured"
"VSMC","Fibroblast","ANGPTL4","CDH11",0.000771547300689319,0,"ANGPTL4_CDH11","ANGPTL4 - CDH11","ANGPTL","Secreted Signaling","PMID: 30049845","Ruptured"
"Macrophage","Fibroblast","ANGPTL4","CDH11",0.000131597391456732,0,"ANGPTL4_CDH11","ANGPTL4 - CDH11","ANGPTL","Secreted Signaling","PMID: 30049845","Ruptured"
"EC","Fibroblast","ANGPTL4","CDH11",2.38737743267753e-05,0,"ANGPTL4_CDH11","ANGPTL4 - CDH11","ANGPTL","Secreted Signaling","PMID: 30049845","Ruptured"
"Fibroblast","Fibroblast","ANGPTL4","CDH11",0.000217233389842152,0,"ANGPTL4_CDH11","ANGPTL4 - CDH11","ANGPTL","Secreted Signaling","PMID: 30049845","Ruptured"
"VSMC","VSMC","ANGPTL4","SDC2",0.00111984965816403,0,"ANGPTL4_SDC2","ANGPTL4 - SDC2","ANGPTL","Secreted Signaling","PMID: 29017031","Ruptured"
"Fibroblast","VSMC","ANGPTL4","SDC2",0.000315250835302705,0,"ANGPTL4_SDC2","ANGPTL4 - SDC2","ANGPTL","Secreted Signaling","PMID: 29017031","Ruptured"
"VSMC","Macrophage","ANGPTL4","SDC2",0.0029307757783828,0,"ANGPTL4_SDC2","ANGPTL4 - SDC2","ANGPTL","Secreted Signaling","PMID: 29017031","Ruptured"
"Macrophage","Macrophage","ANGPTL4","SDC2",0.000511026189295014,0,"ANGPTL4_SDC2","ANGPTL4 - SDC2","ANGPTL","Secreted Signaling","PMID: 29017031","Ruptured"
"EC","Macrophage","ANGPTL4","SDC2",9.24909339411087e-05,0,"ANGPTL4_SDC2","ANGPTL4 - SDC2","ANGPTL","Secreted Signaling","PMID: 29017031","Ruptured"
"Fibroblast","Macrophage","ANGPTL4","SDC2",0.000838060268727443,0,"ANGPTL4_SDC2","ANGPTL4 - SDC2","ANGPTL","Secreted Signaling","PMID: 29017031","Ruptured"
"VSMC","Fibroblast","ANGPTL4","SDC2",0.000385976747321617,0,"ANGPTL4_SDC2","ANGPTL4 - SDC2","ANGPTL","Secreted Signaling","PMID: 29017031","Ruptured"
"VSMC","VSMC","ANGPTL4","SDC4",0.00051777255262378,0,"ANGPTL4_SDC4","ANGPTL4 - SDC4","ANGPTL","Secreted Signaling","PMID: 29017031","Ruptured"
"Macrophage","VSMC","ANGPTL4","SDC4",8.76515552872156e-05,0,"ANGPTL4_SDC4","ANGPTL4 - SDC4","ANGPTL","Secreted Signaling","PMID: 29017031","Ruptured"
"EC","VSMC","ANGPTL4","SDC4",1.59138699938206e-05,0,"ANGPTL4_SDC4","ANGPTL4 - SDC4","ANGPTL","Secreted Signaling","PMID: 29017031","Ruptured"
"Fibroblast","VSMC","ANGPTL4","SDC4",0.000145010482557535,0,"ANGPTL4_SDC4","ANGPTL4 - SDC4","ANGPTL","Secreted Signaling","PMID: 29017031","Ruptured"
"EC","EC","ANGPT2","TEK",1.90498964005215e-06,0,"ANGPT2_TEK","ANGPT2 - TEK","ANGPT","Secreted Signaling","PMID: 20651738","Ruptured"
"EC","VSMC","ANGPT2","ITGA5_ITGB1",6.64226913910469e-05,0,"ANGPT2_ITGA5_ITGB1","ANGPT2 - (ITGA5+ITGB1)","ANGPT","Secreted Signaling","PMID: 20651738; PMID: 25635707","Ruptured"
"EC","Macrophage","ANGPT2","ITGA5_ITGB1",8.12311674367809e-05,0,"ANGPT2_ITGA5_ITGB1","ANGPT2 - (ITGA5+ITGB1)","ANGPT","Secreted Signaling","PMID: 20651738; PMID: 25635707","Ruptured"
"EC","EC","ANGPT2","ITGA5_ITGB1",1.5986779711031e-05,0,"ANGPT2_ITGA5_ITGB1","ANGPT2 - (ITGA5+ITGB1)","ANGPT","Secreted Signaling","PMID: 20651738; PMID: 25635707","Ruptured"
"EC","T_NK","ANGPT2","ITGA5_ITGB1",3.69609068650299e-05,0,"ANGPT2_ITGA5_ITGB1","ANGPT2 - (ITGA5+ITGB1)","ANGPT","Secreted Signaling","PMID: 20651738; PMID: 25635707","Ruptured"
"EC","VSMC","MDK","SDC2",1.15417481027059e-05,0,"MDK_SDC2","MDK - SDC2","MK","Secreted Signaling","PMID: 28356350","Ruptured"
"EC","Macrophage","MDK","SDC2",3.09574466330574e-05,0,"MDK_SDC2","MDK - SDC2","MK","Secreted Signaling","PMID: 28356350","Ruptured"
"EC","Fibroblast","MDK","SDC2",3.94893679420776e-06,0,"MDK_SDC2","MDK - SDC2","MK","Secreted Signaling","PMID: 28356350","Ruptured"
"EC","VSMC","MDK","SDC4",5.29371453213559e-06,0,"MDK_SDC4","MDK - SDC4","MK","Secreted Signaling","PMID: 28356350","Ruptured"
"EC","T_NK","MDK","ITGA4_ITGB1",2.04864392886919e-05,0,"MDK_ITGA4_ITGB1","MDK - (ITGA4+ITGB1)","MK","Secreted Signaling","PMID: 28356350","Ruptured"
"EC","EC","MDK","ITGA6_ITGB1",1.72406850879408e-06,0,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350","Ruptured"
"EC","VSMC","MDK","LRP1",3.47792793158708e-05,0,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350","Ruptured"
"EC","Macrophage","MDK","LRP1",1.01866777113634e-05,0,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350","Ruptured"
"EC","Fibroblast","MDK","LRP1",9.36718826873219e-06,0,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350","Ruptured"
"EC","VSMC","MDK","NCL",3.87370354739453e-05,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350","Ruptured"
"EC","Macrophage","MDK","NCL",1.11315637744121e-05,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350","Ruptured"
"EC","EC","MDK","NCL",5.96327793978485e-06,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350","Ruptured"
"EC","Fibroblast","MDK","NCL",1.11350136145052e-05,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350","Ruptured"
"EC","T_NK","MDK","NCL",4.4486177230537e-05,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350","Ruptured"
"VSMC","VSMC","PTN","SDC2",0.000910939538461121,0,"PTN_SDC2","PTN - SDC2","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911","Ruptured"
"Fibroblast","VSMC","PTN","SDC2",0.000349166538519057,0,"PTN_SDC2","PTN - SDC2","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911","Ruptured"
"VSMC","Macrophage","PTN","SDC2",0.00239590119095928,0,"PTN_SDC2","PTN - SDC2","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911","Ruptured"
"Fibroblast","Macrophage","PTN","SDC2",0.000927104585886363,0,"PTN_SDC2","PTN - SDC2","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911","Ruptured"
"VSMC","Fibroblast","PTN","SDC2",0.000313499946809859,0,"PTN_SDC2","PTN - SDC2","PTN","Secreted Signaling","PMID: 28356350; PMID: 25620911","Ruptured"
