"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence","status"
"Fibroblast","EC","COL6A3","ITGA9_ITGB1",0.00189301062830145,0,"COL6A3_ITGA9_ITGB1","COL6A3 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","EC","LAMA2","ITGA9_ITGB1",0.00028768447407519,0,"LAMA2_ITGA9_ITGB1","LAMA2 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"EC","EC","LAMA2","ITGA9_ITGB1",0.000149507095482867,0,"LAMA2_ITGA9_ITGB1","LAMA2 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","EC","LAMA2","ITGA9_ITGB1",0.00234124798846936,0,"LAMA2_ITGA9_ITGB1","LAMA2 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","EC","LAMA4","ITGA9_ITGB1",0.000148973255007009,0,"LAMA4_ITGA9_ITGB1","LAMA4 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"EC","EC","LAMA4","ITGA9_ITGB1",0.000248040024979896,0,"LAMA4_ITGA9_ITGB1","LAMA4 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","EC","LAMA4","ITGA9_ITGB1",0.000276180015365156,0,"LAMA4_ITGA9_ITGB1","LAMA4 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","EC","LAMA5","ITGA9_ITGB1",0.000224593324217131,0,"LAMA5_ITGA9_ITGB1","LAMA5 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"EC","EC","LAMA5","ITGA9_ITGB1",0.000245251453512638,0,"LAMA5_ITGA9_ITGB1","LAMA5 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"EC","EC","LAMB1","ITGA9_ITGB1",0.000218008195766832,0,"LAMB1_ITGA9_ITGB1","LAMB1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","EC","LAMB2","ITGA9_ITGB1",0.000277307887947275,0,"LAMB2_ITGA9_ITGB1","LAMB2 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"EC","EC","LAMB2","ITGA9_ITGB1",0.00023354956512991,0,"LAMB2_ITGA9_ITGB1","LAMB2 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","EC","LAMB2","ITGA9_ITGB1",0.000278644306059574,0,"LAMB2_ITGA9_ITGB1","LAMB2 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","EC","LAMC1","ITGA9_ITGB1",0.000265917722907763,0,"LAMC1_ITGA9_ITGB1","LAMC1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"EC","EC","LAMC1","ITGA9_ITGB1",0.000286983731948443,0,"LAMC1_ITGA9_ITGB1","LAMC1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","EC","LAMC1","ITGA9_ITGB1",0.00105439082227253,0,"LAMC1_ITGA9_ITGB1","LAMC1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","EC","COL1A1","ITGA10_ITGB1",0.00079075204460129,0,"COL1A1_ITGA10_ITGB1","COL1A1 - (ITGA10+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","EC","COL1A1","ITGA10_ITGB1",0.000663719726753152,0,"COL1A1_ITGA10_ITGB1","COL1A1 - (ITGA10+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","EC","COL1A2","ITGA10_ITGB1",0.00145370572823803,0,"COL1A2_ITGA10_ITGB1","COL1A2 - (ITGA10+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","EC","COL1A2","ITGA10_ITGB1",0.00166224661394503,0,"COL1A2_ITGA10_ITGB1","COL1A2 - (ITGA10+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","EC","COL4A1","ITGA10_ITGB1",0.000811337108807535,0,"COL4A1_ITGA10_ITGB1","COL4A1 - (ITGA10+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"EC","EC","COL4A1","ITGA10_ITGB1",0.000234849019394468,0,"COL4A1_ITGA10_ITGB1","COL4A1 - (ITGA10+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","EC","COL4A1","ITGA10_ITGB1",0.000641148637963136,0,"COL4A1_ITGA10_ITGB1","COL4A1 - (ITGA10+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","EC","COL4A2","ITGA10_ITGB1",0.000850778044748928,0,"COL4A2_ITGA10_ITGB1","COL4A2 - (ITGA10+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"EC","EC","COL4A2","ITGA10_ITGB1",0.00022120791816034,0,"COL4A2_ITGA10_ITGB1","COL4A2 - (ITGA10+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","EC","COL4A2","ITGA10_ITGB1",0.000612843519651299,0,"COL4A2_ITGA10_ITGB1","COL4A2 - (ITGA10+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","EC","COL6A1","ITGA10_ITGB1",0.00103726453022731,0,"COL6A1_ITGA10_ITGB1","COL6A1 - (ITGA10+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"EC","EC","COL6A1","ITGA10_ITGB1",0.000101493712832745,0,"COL6A1_ITGA10_ITGB1","COL6A1 - (ITGA10+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","EC","COL6A1","ITGA10_ITGB1",0.00135103332104762,0,"COL6A1_ITGA10_ITGB1","COL6A1 - (ITGA10+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","EC","COL6A2","ITGA10_ITGB1",0.00160232921182487,0,"COL6A2_ITGA10_ITGB1","COL6A2 - (ITGA10+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","EC","COL6A2","ITGA10_ITGB1",0.0014976019769813,0,"COL6A2_ITGA10_ITGB1","COL6A2 - (ITGA10+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","EC","COL6A3","ITGA10_ITGB1",0.000221671558760651,0,"COL6A3_ITGA10_ITGB1","COL6A3 - (ITGA10+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","EC","COL6A3","ITGA10_ITGB1",0.00137385899900212,0,"COL6A3_ITGA10_ITGB1","COL6A3 - (ITGA10+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","VSMC","FN1","ITGAV_ITGB1",0.00290575382829691,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512","STA"
"EC","VSMC","FN1","ITGAV_ITGB1",0.00116692616916364,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","VSMC","FN1","ITGAV_ITGB1",0.00113532619814934,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","EC","FN1","ITGAV_ITGB1",0.0030259855326246,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512","STA"
"EC","EC","FN1","ITGAV_ITGB1",0.00121742367600141,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","EC","FN1","ITGAV_ITGB1",0.00118449545838117,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","Fibroblast","FN1","ITGAV_ITGB1",0.00231394257166176,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512","STA"
"EC","Fibroblast","FN1","ITGAV_ITGB1",0.000921017175997285,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","Fibroblast","FN1","ITGAV_ITGB1",0.000895931916842357,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","EC","LAMA2","ITGA6_ITGB4",0.000143974023086307,0,"LAMA2_ITGA6_ITGB4","LAMA2 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"EC","EC","LAMA2","ITGA6_ITGB4",7.46998216830767e-05,0,"LAMA2_ITGA6_ITGB4","LAMA2 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","EC","LAMA2","ITGA6_ITGB4",0.00120089620606844,0,"LAMA2_ITGA6_ITGB4","LAMA2 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","EC","LAMA4","ITGA6_ITGB4",7.44326235732691e-05,0,"LAMA4_ITGA6_ITGB4","LAMA4 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"EC","EC","LAMA4","ITGA6_ITGB4",0.000124075396174747,0,"LAMA4_ITGA6_ITGB4","LAMA4 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","EC","LAMA4","ITGA6_ITGB4",0.000138197698763439,0,"LAMA4_ITGA6_ITGB4","LAMA4 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","EC","LAMA5","ITGA6_ITGB4",0.000112315644350173,0,"LAMA5_ITGA6_ITGB4","LAMA5 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"EC","EC","LAMA5","ITGA6_ITGB4",0.000122676439202598,0,"LAMA5_ITGA6_ITGB4","LAMA5 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"EC","EC","LAMB1","ITGA6_ITGB4",0.000109014030051774,0,"LAMB1_ITGA6_ITGB4","LAMB1 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","EC","LAMB2","ITGA6_ITGB4",0.000138763927705428,0,"LAMB2_ITGA6_ITGB4","LAMB2 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"EC","EC","LAMB2","ITGA6_ITGB4",0.000116806899325642,0,"LAMB2_ITGA6_ITGB4","LAMB2 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","EC","LAMB2","ITGA6_ITGB4",0.000139434872901735,0,"LAMB2_ITGA6_ITGB4","LAMB2 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","EC","LAMC1","ITGA6_ITGB4",0.000133046386790772,0,"LAMC1_ITGA6_ITGB4","LAMC1 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"EC","EC","LAMC1","ITGA6_ITGB4",0.000143622139380036,0,"LAMC1_ITGA6_ITGB4","LAMC1 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","EC","LAMC1","ITGA6_ITGB4",0.000532512610348467,0,"LAMC1_ITGA6_ITGB4","LAMC1 - (ITGA6+ITGB4)","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","VSMC","FN1","CD44",0.00333059934364576,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512","STA"
"EC","VSMC","FN1","CD44",0.00134618922396491,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","VSMC","FN1","CD44",0.00130988879381717,0.02,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","Macrophage","FN1","CD44",0.00586342880717158,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512","STA"
"EC","Macrophage","FN1","CD44",0.00246495174512385,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","Macrophage","FN1","CD44",0.00240024398305759,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","Fibroblast","FN1","CD44",0.00359649292274338,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512","STA"
"EC","Fibroblast","FN1","CD44",0.00145956698182055,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","Fibroblast","FN1","CD44",0.00142031485493615,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","T_NK","FN1","CD44",0.00486413416942716,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512","STA"
"EC","T_NK","FN1","CD44",0.00203986980282182,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","T_NK","FN1","CD44",0.00198622874096688,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","VSMC","COL1A1","CD44",0.00131419367489013,0,"COL1A1_CD44","COL1A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","VSMC","COL1A1","CD44",0.00110530137378634,0,"COL1A1_CD44","COL1A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","Macrophage","COL1A1","CD44",0.00240792266389251,0,"COL1A1_CD44","COL1A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","Macrophage","COL1A1","CD44",0.00203377057137601,0,"COL1A1_CD44","COL1A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","Fibroblast","COL1A1","CD44",0.00142497008377351,0,"COL1A1_CD44","COL1A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","Fibroblast","COL1A1","CD44",0.00119898264731182,0,"COL1A1_CD44","COL1A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","T_NK","COL1A1","CD44",0.00199259390851138,0,"COL1A1_CD44","COL1A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","T_NK","COL1A1","CD44",0.0016825256775576,0,"COL1A1_CD44","COL1A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","VSMC","COL1A2","CD44",0.00239082360483063,0,"COL1A2_CD44","COL1A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","VSMC","COL1A2","CD44",0.00272486909398992,0,"COL1A2_CD44","COL1A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","Macrophage","COL1A2","CD44",0.0042872483621021,0,"COL1A2_CD44","COL1A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","Macrophage","COL1A2","CD44",0.00485417644253911,0,"COL1A2_CD44","COL1A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","Fibroblast","COL1A2","CD44",0.00258664890665998,0,"COL1A2_CD44","COL1A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","Fibroblast","COL1A2","CD44",0.00294604428569601,0,"COL1A2_CD44","COL1A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","T_NK","COL1A2","CD44",0.00355255374666678,0,"COL1A2_CD44","COL1A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","T_NK","COL1A2","CD44",0.00402396716432067,0,"COL1A2_CD44","COL1A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","VSMC","COL4A1","CD44",0.00134796449173788,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","VSMC","COL4A1","CD44",0.0010680970294742,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","Macrophage","COL4A1","CD44",0.00246811383528824,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"EC","Macrophage","COL4A1","CD44",0.000735189925999816,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","Macrophage","COL4A1","CD44",0.00196679974264256,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","Fibroblast","COL4A1","CD44",0.00146148645227316,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","Fibroblast","COL4A1","CD44",0.00115871331464008,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","T_NK","COL4A1","CD44",0.00204249122141624,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"EC","T_NK","COL4A1","CD44",0.000607652258003684,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","T_NK","COL4A1","CD44",0.00162704300264512,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","VSMC","COL4A2","CD44",0.00141260768370399,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","VSMC","COL4A2","CD44",0.00102140337897479,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","Macrophage","COL4A2","CD44",0.00258310136546378,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"EC","Macrophage","COL4A2","CD44",0.000692963490193698,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","Macrophage","COL4A2","CD44",0.00188260397171425,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","Fibroblast","COL4A2","CD44",0.00153137102189392,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","Fibroblast","COL4A2","CD44",0.00110816423445959,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","T_NK","COL4A2","CD44",0.00213782562971302,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"EC","T_NK","COL4A2","CD44",0.000572733763296881,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","T_NK","COL4A2","CD44",0.00155729770582902,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","VSMC","COL6A1","CD44",0.00171716440057079,0,"COL6A1_CD44","COL6A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","VSMC","COL6A1","CD44",0.00222555504736919,0,"COL6A1_CD44","COL6A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","Macrophage","COL6A1","CD44",0.00312083669082971,0,"COL6A1_CD44","COL6A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","Macrophage","COL6A1","CD44",0.0040039811174662,0,"COL6A1_CD44","COL6A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","Fibroblast","COL6A1","CD44",0.00186037298594846,0,"COL6A1_CD44","COL6A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","Fibroblast","COL6A1","CD44",0.00240865705749142,0,"COL6A1_CD44","COL6A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","T_NK","COL6A1","CD44",0.00258386260040396,0,"COL6A1_CD44","COL6A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","T_NK","COL6A1","CD44",0.0033171544647804,0,"COL6A1_CD44","COL6A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","VSMC","COL6A2","CD44",0.00262911567629653,0,"COL6A2_CD44","COL6A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","VSMC","COL6A2","CD44",0.00246131939605147,0,"COL6A2_CD44","COL6A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","Macrophage","COL6A2","CD44",0.00469243039482153,0,"COL6A2_CD44","COL6A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","Macrophage","COL6A2","CD44",0.00440751394255771,0,"COL6A2_CD44","COL6A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","Fibroblast","COL6A2","CD44",0.00284307451185654,0,"COL6A2_CD44","COL6A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","Fibroblast","COL6A2","CD44",0.00266253528675335,0,"COL6A2_CD44","COL6A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","T_NK","COL6A2","CD44",0.00388943254952633,0,"COL6A2_CD44","COL6A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","T_NK","COL6A2","CD44",0.00365252519367143,0,"COL6A2_CD44","COL6A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","VSMC","COL6A3","CD44",0.00226234298390817,0,"COL6A3_CD44","COL6A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","Macrophage","COL6A3","CD44",0.000694399657975861,0,"COL6A3_CD44","COL6A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","Macrophage","COL6A3","CD44",0.00406719566906038,0,"COL6A3_CD44","COL6A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","Fibroblast","COL6A3","CD44",0.00244828753748361,0,"COL6A3_CD44","COL6A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","T_NK","COL6A3","CD44",0.000573921345219776,0,"COL6A3_CD44","COL6A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","T_NK","COL6A3","CD44",0.00336967839431978,0,"COL6A3_CD44","COL6A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","VSMC","LAMA2","CD44",0.00279201655105528,0,"LAMA2_CD44","LAMA2 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","Macrophage","LAMA2","CD44",0.000647516544808783,0,"LAMA2_CD44","LAMA2 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","Macrophage","LAMA2","CD44",0.00496723875554252,0,"LAMA2_CD44","LAMA2 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","Fibroblast","LAMA2","CD44",0.00301822822606645,0,"LAMA2_CD44","LAMA2 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","T_NK","LAMA2","CD44",0.000535154478345608,0,"LAMA2_CD44","LAMA2 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","T_NK","LAMA2","CD44",0.00411802694717428,0,"LAMA2_CD44","LAMA2 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","VSMC","LAMA4","CD44",0.000179543734705408,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"EC","VSMC","LAMA4","CD44",0.000298796278272873,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","VSMC","LAMA4","CD44",0.000332649175836937,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","Macrophage","LAMA4","CD44",0.00033669168948948,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"EC","Macrophage","LAMA4","CD44",0.000558942264430773,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","Macrophage","LAMA4","CD44",0.000621834544515301,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","Fibroblast","LAMA4","CD44",0.000195131274071554,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"EC","Fibroblast","LAMA4","CD44",0.000324657560071903,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","Fibroblast","LAMA4","CD44",0.000361415372069264,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","T_NK","LAMA4","CD44",0.000278204410835409,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"EC","T_NK","LAMA4","CD44",0.000461920984183509,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"Fibroblast","T_NK","LAMA4","CD44",0.00051391956301981,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","VSMC","LAMA5","CD44",0.000270582438009641,0,"LAMA5_CD44","LAMA5 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"EC","VSMC","LAMA5","CD44",0.000295441075553538,0,"LAMA5_CD44","LAMA5 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
"VSMC","Macrophage","LAMA5","CD44",0.000506459093001376,0,"LAMA5_CD44","LAMA5 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","STA"
