"tf","tf_group","NES","sample","status","vsmc_state","cells"
"KLF4","MCA-R2--Ruptured--contractile VSMC",0.763947319087639,"MCA_R2","Ruptured","contractile VSMC",182
"KLF4","MCA-R2--Ruptured--inflammatory VSMC",-0.386596845598743,"MCA_R2","Ruptured","inflammatory VSMC",1078
"KLF4","MCA-R2--Ruptured--metabolic-stress VSMC",1.01316293380164,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"KLF4","MCA-R2--Ruptured--synthetic VSMC",0.403407268771288,"MCA_R2","Ruptured","synthetic VSMC",29
"KLF4","STA1--STA--ECM-remodeling VSMC",-0.787836464170495,"STA1","STA","ECM-remodeling VSMC",637
"KLF4","STA1--STA--contractile VSMC",0.11099619457449,"STA1","STA","contractile VSMC",1019
"KLF4","STA1--STA--inflammatory VSMC",-0.217876486677368,"STA1","STA","inflammatory VSMC",148
"KLF4","STA1--STA--metabolic-stress VSMC",-0.425173379321999,"STA1","STA","metabolic-stress VSMC",1432
"KLF4","STA1--STA--synthetic VSMC",-0.425864366396419,"STA1","STA","synthetic VSMC",1049
"KLF4","STA2--STA--ECM-remodeling VSMC",-0.151121201755982,"STA2","STA","ECM-remodeling VSMC",459
"KLF4","STA2--STA--contractile VSMC",0.04409143973582,"STA2","STA","contractile VSMC",989
"KLF4","STA2--STA--inflammatory VSMC",-0.500027457476458,"STA2","STA","inflammatory VSMC",378
"KLF4","STA2--STA--metabolic-stress VSMC",0.0552776776857569,"STA2","STA","metabolic-stress VSMC",943
"KLF4","STA2--STA--synthetic VSMC",-0.068368522841527,"STA2","STA","synthetic VSMC",1620
"KLF4","STA3--STA--contractile VSMC",1.28329822083543,"STA3","STA","contractile VSMC",25
"KLF5","ACom-RR--Ruptured--contractile VSMC",0.143480383222859,"ACom_RR","Ruptured","contractile VSMC",32
"KLF5","ACom-RR--Ruptured--inflammatory VSMC",-1.26450413125354,"ACom_RR","Ruptured","inflammatory VSMC",945
"KLF5","ACom-RR--Ruptured--metabolic-stress VSMC",0.00269064965633145,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"KLF5","MCA-R1--Ruptured--inflammatory VSMC",-2.06053633158748,"MCA_R1","Ruptured","inflammatory VSMC",534
"KLF5","MCA-R2--Ruptured--contractile VSMC",-1.00336230294458,"MCA_R2","Ruptured","contractile VSMC",182
"KLF5","MCA-R2--Ruptured--inflammatory VSMC",-1.30438557781343,"MCA_R2","Ruptured","inflammatory VSMC",1078
"KLF5","MCA-R2--Ruptured--metabolic-stress VSMC",-1.30955250757259,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"KLF5","MCA-R2--Ruptured--synthetic VSMC",-0.451593687770445,"MCA_R2","Ruptured","synthetic VSMC",29
"KLF5","STA1--STA--ECM-remodeling VSMC",-1.21022527264885,"STA1","STA","ECM-remodeling VSMC",637
"KLF5","STA1--STA--contractile VSMC",-0.776605229579984,"STA1","STA","contractile VSMC",1019
"KLF5","STA1--STA--inflammatory VSMC",-1.49713188944175,"STA1","STA","inflammatory VSMC",148
"KLF5","STA1--STA--metabolic-stress VSMC",-0.874016521848165,"STA1","STA","metabolic-stress VSMC",1432
"KLF5","STA1--STA--synthetic VSMC",-0.558438720510514,"STA1","STA","synthetic VSMC",1049
"KLF5","STA2--STA--ECM-remodeling VSMC",-1.27100242285083,"STA2","STA","ECM-remodeling VSMC",459
"KLF5","STA2--STA--contractile VSMC",-1.00055801044176,"STA2","STA","contractile VSMC",989
"KLF5","STA2--STA--inflammatory VSMC",-0.735014288896416,"STA2","STA","inflammatory VSMC",378
"KLF5","STA2--STA--metabolic-stress VSMC",-0.928511915555549,"STA2","STA","metabolic-stress VSMC",943
"KLF5","STA2--STA--synthetic VSMC",-1.00788692349558,"STA2","STA","synthetic VSMC",1620
"KLF5","STA3--STA--contractile VSMC",-0.240744912115161,"STA3","STA","contractile VSMC",25
"KLF6","ACom-RR--Ruptured--contractile VSMC",4.56310090128599,"ACom_RR","Ruptured","contractile VSMC",32
"KLF6","ACom-RR--Ruptured--inflammatory VSMC",4.33922352059576,"ACom_RR","Ruptured","inflammatory VSMC",945
"KLF6","ACom-RR--Ruptured--metabolic-stress VSMC",5.29813382150159,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"KLF6","MCA-R1--Ruptured--inflammatory VSMC",3.91415583295786,"MCA_R1","Ruptured","inflammatory VSMC",534
"KLF6","MCA-R2--Ruptured--contractile VSMC",5.31146187209389,"MCA_R2","Ruptured","contractile VSMC",182
"KLF6","MCA-R2--Ruptured--inflammatory VSMC",4.97196737857027,"MCA_R2","Ruptured","inflammatory VSMC",1078
"KLF6","MCA-R2--Ruptured--metabolic-stress VSMC",5.35577493741579,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"KLF6","MCA-R2--Ruptured--synthetic VSMC",4.9870932887553,"MCA_R2","Ruptured","synthetic VSMC",29
"KLF6","STA1--STA--ECM-remodeling VSMC",3.44817997490733,"STA1","STA","ECM-remodeling VSMC",637
"KLF6","STA1--STA--contractile VSMC",3.88358092966152,"STA1","STA","contractile VSMC",1019
"KLF6","STA1--STA--inflammatory VSMC",3.79883023468198,"STA1","STA","inflammatory VSMC",148
"KLF6","STA1--STA--metabolic-stress VSMC",3.74367534141807,"STA1","STA","metabolic-stress VSMC",1432
"KLF6","STA1--STA--synthetic VSMC",3.63075882600807,"STA1","STA","synthetic VSMC",1049
"KLF6","STA2--STA--ECM-remodeling VSMC",4.70440240646119,"STA2","STA","ECM-remodeling VSMC",459
"KLF6","STA2--STA--contractile VSMC",4.67972450150786,"STA2","STA","contractile VSMC",989
"KLF6","STA2--STA--inflammatory VSMC",4.75595605602892,"STA2","STA","inflammatory VSMC",378
"KLF6","STA2--STA--metabolic-stress VSMC",4.58813482691361,"STA2","STA","metabolic-stress VSMC",943
"KLF6","STA2--STA--synthetic VSMC",4.27798935372645,"STA2","STA","synthetic VSMC",1620
"KLF6","STA3--STA--contractile VSMC",5.15929460981735,"STA3","STA","contractile VSMC",25
"KLF9","ACom-RR--Ruptured--contractile VSMC",1.75405234275928,"ACom_RR","Ruptured","contractile VSMC",32
"KLF9","ACom-RR--Ruptured--inflammatory VSMC",0.931346541363669,"ACom_RR","Ruptured","inflammatory VSMC",945
"KLF9","ACom-RR--Ruptured--metabolic-stress VSMC",1.66022100537132,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"KLF9","MCA-R1--Ruptured--inflammatory VSMC",0.847349714577728,"MCA_R1","Ruptured","inflammatory VSMC",534
"KLF9","MCA-R2--Ruptured--contractile VSMC",2.78932077925952,"MCA_R2","Ruptured","contractile VSMC",182
"KLF9","MCA-R2--Ruptured--inflammatory VSMC",1.49475529551975,"MCA_R2","Ruptured","inflammatory VSMC",1078
"KLF9","MCA-R2--Ruptured--metabolic-stress VSMC",2.95897136059198,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"KLF9","MCA-R2--Ruptured--synthetic VSMC",2.32067047188021,"MCA_R2","Ruptured","synthetic VSMC",29
"KLF9","STA1--STA--ECM-remodeling VSMC",1.98610454464589,"STA1","STA","ECM-remodeling VSMC",637
"KLF9","STA1--STA--contractile VSMC",1.77600555826798,"STA1","STA","contractile VSMC",1019
"KLF9","STA1--STA--inflammatory VSMC",1.13758960696956,"STA1","STA","inflammatory VSMC",148
"KLF9","STA1--STA--metabolic-stress VSMC",1.71399603280872,"STA1","STA","metabolic-stress VSMC",1432
"KLF9","STA1--STA--synthetic VSMC",1.55396338930388,"STA1","STA","synthetic VSMC",1049
"KLF9","STA2--STA--ECM-remodeling VSMC",2.18672874230425,"STA2","STA","ECM-remodeling VSMC",459
"KLF9","STA2--STA--contractile VSMC",1.82658302566937,"STA2","STA","contractile VSMC",989
"KLF9","STA2--STA--inflammatory VSMC",1.99213250955506,"STA2","STA","inflammatory VSMC",378
"KLF9","STA2--STA--metabolic-stress VSMC",1.8218808224357,"STA2","STA","metabolic-stress VSMC",943
"KLF9","STA2--STA--synthetic VSMC",2.17817462978442,"STA2","STA","synthetic VSMC",1620
"KLF9","STA3--STA--contractile VSMC",1.91076705476979,"STA3","STA","contractile VSMC",25
"KMT2A","ACom-RR--Ruptured--contractile VSMC",-1.47704920381987,"ACom_RR","Ruptured","contractile VSMC",32
"KMT2A","ACom-RR--Ruptured--inflammatory VSMC",-4.48426724854609,"ACom_RR","Ruptured","inflammatory VSMC",945
"KMT2A","ACom-RR--Ruptured--metabolic-stress VSMC",-2.79359463488758,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"KMT2A","MCA-R1--Ruptured--inflammatory VSMC",-4.32489451041649,"MCA_R1","Ruptured","inflammatory VSMC",534
"KMT2A","MCA-R2--Ruptured--contractile VSMC",-1.93850251626231,"MCA_R2","Ruptured","contractile VSMC",182
"KMT2A","MCA-R2--Ruptured--inflammatory VSMC",-3.60512815159507,"MCA_R2","Ruptured","inflammatory VSMC",1078
"KMT2A","MCA-R2--Ruptured--metabolic-stress VSMC",-2.07165501474447,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"KMT2A","MCA-R2--Ruptured--synthetic VSMC",-1.04869797454681,"MCA_R2","Ruptured","synthetic VSMC",29
"KMT2A","STA1--STA--ECM-remodeling VSMC",-2.56656170989664,"STA1","STA","ECM-remodeling VSMC",637
"KMT2A","STA1--STA--contractile VSMC",-2.89307265690496,"STA1","STA","contractile VSMC",1019
"KMT2A","STA1--STA--inflammatory VSMC",-2.75325534436162,"STA1","STA","inflammatory VSMC",148
"KMT2A","STA1--STA--metabolic-stress VSMC",-2.57839058310361,"STA1","STA","metabolic-stress VSMC",1432
"KMT2A","STA1--STA--synthetic VSMC",-2.95048447570842,"STA1","STA","synthetic VSMC",1049
"KMT2A","STA2--STA--ECM-remodeling VSMC",-2.69236907544713,"STA2","STA","ECM-remodeling VSMC",459
"KMT2A","STA2--STA--contractile VSMC",-2.67847378317062,"STA2","STA","contractile VSMC",989
"KMT2A","STA2--STA--inflammatory VSMC",-3.12596025126684,"STA2","STA","inflammatory VSMC",378
"KMT2A","STA2--STA--metabolic-stress VSMC",-2.48668634141666,"STA2","STA","metabolic-stress VSMC",943
"KMT2A","STA2--STA--synthetic VSMC",-2.87762644636251,"STA2","STA","synthetic VSMC",1620
"KMT2A","STA3--STA--contractile VSMC",-2.33480835734323,"STA3","STA","contractile VSMC",25
"LEF1","ACom-RR--Ruptured--contractile VSMC",-0.518343859473281,"ACom_RR","Ruptured","contractile VSMC",32
"LEF1","ACom-RR--Ruptured--inflammatory VSMC",-2.75594088877612,"ACom_RR","Ruptured","inflammatory VSMC",945
"LEF1","ACom-RR--Ruptured--metabolic-stress VSMC",-0.856264541998623,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"LEF1","MCA-R1--Ruptured--inflammatory VSMC",-2.59689217122198,"MCA_R1","Ruptured","inflammatory VSMC",534
"LEF1","MCA-R2--Ruptured--contractile VSMC",-1.38666813506865,"MCA_R2","Ruptured","contractile VSMC",182
"LEF1","MCA-R2--Ruptured--inflammatory VSMC",-2.68801207141272,"MCA_R2","Ruptured","inflammatory VSMC",1078
"LEF1","MCA-R2--Ruptured--metabolic-stress VSMC",-1.53602548178142,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"LEF1","MCA-R2--Ruptured--synthetic VSMC",-0.585752944716721,"MCA_R2","Ruptured","synthetic VSMC",29
"LEF1","STA1--STA--ECM-remodeling VSMC",-0.0897418137662145,"STA1","STA","ECM-remodeling VSMC",637
"LEF1","STA1--STA--contractile VSMC",-0.562793682774967,"STA1","STA","contractile VSMC",1019
"LEF1","STA1--STA--inflammatory VSMC",-2.14322896380681,"STA1","STA","inflammatory VSMC",148
"LEF1","STA1--STA--metabolic-stress VSMC",-0.513551709537868,"STA1","STA","metabolic-stress VSMC",1432
"LEF1","STA1--STA--synthetic VSMC",-0.374030234113338,"STA1","STA","synthetic VSMC",1049
"LEF1","STA2--STA--ECM-remodeling VSMC",-0.519906664148674,"STA2","STA","ECM-remodeling VSMC",459
"LEF1","STA2--STA--contractile VSMC",-0.6261256024758,"STA2","STA","contractile VSMC",989
"LEF1","STA2--STA--inflammatory VSMC",-2.5134712612263,"STA2","STA","inflammatory VSMC",378
"LEF1","STA2--STA--metabolic-stress VSMC",-0.821441483993084,"STA2","STA","metabolic-stress VSMC",943
"LEF1","STA2--STA--synthetic VSMC",-0.479650634391356,"STA2","STA","synthetic VSMC",1620
"LEF1","STA3--STA--contractile VSMC",-0.310485003078002,"STA3","STA","contractile VSMC",25
"LHX2","ACom-RR--Ruptured--contractile VSMC",0.266328844541134,"ACom_RR","Ruptured","contractile VSMC",32
"LHX2","ACom-RR--Ruptured--inflammatory VSMC",-1.01739269132579,"ACom_RR","Ruptured","inflammatory VSMC",945
"LHX2","ACom-RR--Ruptured--metabolic-stress VSMC",0.288414725841875,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"LHX2","MCA-R1--Ruptured--inflammatory VSMC",-0.633047420235797,"MCA_R1","Ruptured","inflammatory VSMC",534
"LHX2","MCA-R2--Ruptured--contractile VSMC",0.854667508255851,"MCA_R2","Ruptured","contractile VSMC",182
"LHX2","MCA-R2--Ruptured--inflammatory VSMC",-0.753152906669173,"MCA_R2","Ruptured","inflammatory VSMC",1078
"LHX2","MCA-R2--Ruptured--metabolic-stress VSMC",0.937094507889477,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"LHX2","MCA-R2--Ruptured--synthetic VSMC",0.663448892088584,"MCA_R2","Ruptured","synthetic VSMC",29
"LHX2","STA1--STA--ECM-remodeling VSMC",2.15997219544429,"STA1","STA","ECM-remodeling VSMC",637
"LHX2","STA1--STA--contractile VSMC",1.12946050713913,"STA1","STA","contractile VSMC",1019
"LHX2","STA1--STA--inflammatory VSMC",-1.24044717248697,"STA1","STA","inflammatory VSMC",148
"LHX2","STA1--STA--metabolic-stress VSMC",1.01585650116549,"STA1","STA","metabolic-stress VSMC",1432
"LHX2","STA1--STA--synthetic VSMC",1.04907170140856,"STA1","STA","synthetic VSMC",1049
"LHX2","STA2--STA--ECM-remodeling VSMC",2.07063742078076,"STA2","STA","ECM-remodeling VSMC",459
"LHX2","STA2--STA--contractile VSMC",1.28116743241487,"STA2","STA","contractile VSMC",989
"LHX2","STA2--STA--inflammatory VSMC",-1.61444805154562,"STA2","STA","inflammatory VSMC",378
"LHX2","STA2--STA--metabolic-stress VSMC",1.418464615963,"STA2","STA","metabolic-stress VSMC",943
"LHX2","STA2--STA--synthetic VSMC",1.19458808462767,"STA2","STA","synthetic VSMC",1620
"LHX2","STA3--STA--contractile VSMC",1.11522733969242,"STA3","STA","contractile VSMC",25
"LYL1","ACom-RR--Ruptured--contractile VSMC",0.0566458206674997,"ACom_RR","Ruptured","contractile VSMC",32
"LYL1","ACom-RR--Ruptured--inflammatory VSMC",2.88038421129486,"ACom_RR","Ruptured","inflammatory VSMC",945
"LYL1","ACom-RR--Ruptured--metabolic-stress VSMC",-0.980518322447924,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"LYL1","MCA-R1--Ruptured--inflammatory VSMC",3.14858396337595,"MCA_R1","Ruptured","inflammatory VSMC",534
"LYL1","MCA-R2--Ruptured--contractile VSMC",-1.99179531389574,"MCA_R2","Ruptured","contractile VSMC",182
"LYL1","MCA-R2--Ruptured--inflammatory VSMC",3.05984873057505,"MCA_R2","Ruptured","inflammatory VSMC",1078
"LYL1","MCA-R2--Ruptured--metabolic-stress VSMC",-2.08803604483167,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"LYL1","MCA-R2--Ruptured--synthetic VSMC",-1.17719645303242,"MCA_R2","Ruptured","synthetic VSMC",29
"LYL1","STA1--STA--ECM-remodeling VSMC",-2.34552321474517,"STA1","STA","ECM-remodeling VSMC",637
"LYL1","STA1--STA--contractile VSMC",-2.47545575416744,"STA1","STA","contractile VSMC",1019
"LYL1","STA1--STA--inflammatory VSMC",4.22283943324849,"STA1","STA","inflammatory VSMC",148
"LYL1","STA1--STA--metabolic-stress VSMC",-2.59141012237065,"STA1","STA","metabolic-stress VSMC",1432
"LYL1","STA1--STA--synthetic VSMC",-2.26103627947771,"STA1","STA","synthetic VSMC",1049
"LYL1","STA2--STA--ECM-remodeling VSMC",-2.3037144173194,"STA2","STA","ECM-remodeling VSMC",459
"LYL1","STA2--STA--contractile VSMC",-2.3035126600495,"STA2","STA","contractile VSMC",989
"LYL1","STA2--STA--inflammatory VSMC",4.58288227094909,"STA2","STA","inflammatory VSMC",378
"LYL1","STA2--STA--metabolic-stress VSMC",-2.37338202881333,"STA2","STA","metabolic-stress VSMC",943
"LYL1","STA2--STA--synthetic VSMC",-2.03088905918642,"STA2","STA","synthetic VSMC",1620
"LYL1","STA3--STA--contractile VSMC",-0.381685679284529,"STA3","STA","contractile VSMC",25
"MAF","ACom-RR--Ruptured--contractile VSMC",0.835672149236025,"ACom_RR","Ruptured","contractile VSMC",32
"MAF","ACom-RR--Ruptured--inflammatory VSMC",3.77914215295159,"ACom_RR","Ruptured","inflammatory VSMC",945
"MAF","ACom-RR--Ruptured--metabolic-stress VSMC",0.54657087697502,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"MAF","MCA-R1--Ruptured--inflammatory VSMC",4.41362180132319,"MCA_R1","Ruptured","inflammatory VSMC",534
"MAF","MCA-R2--Ruptured--contractile VSMC",0.702927365325969,"MCA_R2","Ruptured","contractile VSMC",182
"MAF","MCA-R2--Ruptured--inflammatory VSMC",4.20440917008727,"MCA_R2","Ruptured","inflammatory VSMC",1078
"MAF","MCA-R2--Ruptured--metabolic-stress VSMC",0.320342866660584,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"MAF","MCA-R2--Ruptured--synthetic VSMC",1.33456432305427,"MCA_R2","Ruptured","synthetic VSMC",29
"MAF","STA1--STA--ECM-remodeling VSMC",-0.488255378000368,"STA1","STA","ECM-remodeling VSMC",637
"MAF","STA1--STA--contractile VSMC",-0.359371774499718,"STA1","STA","contractile VSMC",1019
"MAF","STA1--STA--inflammatory VSMC",4.46440984462725,"STA1","STA","inflammatory VSMC",148
"MAF","STA1--STA--metabolic-stress VSMC",-0.542971160880345,"STA1","STA","metabolic-stress VSMC",1432
"MAF","STA1--STA--synthetic VSMC",-0.454249365686695,"STA1","STA","synthetic VSMC",1049
"MAF","STA2--STA--ECM-remodeling VSMC",-0.607827463827677,"STA2","STA","ECM-remodeling VSMC",459
"MAF","STA2--STA--contractile VSMC",-0.0777361020101379,"STA2","STA","contractile VSMC",989
"MAF","STA2--STA--inflammatory VSMC",5.01321974530152,"STA2","STA","inflammatory VSMC",378
"MAF","STA2--STA--metabolic-stress VSMC",-0.419532765132897,"STA2","STA","metabolic-stress VSMC",943
"MAF","STA2--STA--synthetic VSMC",-0.0552144759335213,"STA2","STA","synthetic VSMC",1620
"MAF","STA3--STA--contractile VSMC",0.56188026532756,"STA3","STA","contractile VSMC",25
"MAFB","ACom-RR--Ruptured--contractile VSMC",1.68165044455559,"ACom_RR","Ruptured","contractile VSMC",32
"MAFB","ACom-RR--Ruptured--inflammatory VSMC",2.078185839344,"ACom_RR","Ruptured","inflammatory VSMC",945
"MAFB","ACom-RR--Ruptured--metabolic-stress VSMC",2.85407395809784,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"MAFB","MCA-R1--Ruptured--inflammatory VSMC",2.53498765557421,"MCA_R1","Ruptured","inflammatory VSMC",534
"MAFB","MCA-R2--Ruptured--contractile VSMC",2.72390355203379,"MCA_R2","Ruptured","contractile VSMC",182
"MAFB","MCA-R2--Ruptured--inflammatory VSMC",2.37260508637968,"MCA_R2","Ruptured","inflammatory VSMC",1078
"MAFB","MCA-R2--Ruptured--metabolic-stress VSMC",3.55226989986663,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"MAFB","MCA-R2--Ruptured--synthetic VSMC",3.58798766925418,"MCA_R2","Ruptured","synthetic VSMC",29
"MAFB","STA1--STA--ECM-remodeling VSMC",4.36696574659934,"STA1","STA","ECM-remodeling VSMC",637
"MAFB","STA1--STA--contractile VSMC",2.66971909405509,"STA1","STA","contractile VSMC",1019
"MAFB","STA1--STA--inflammatory VSMC",1.03375587540012,"STA1","STA","inflammatory VSMC",148
"MAFB","STA1--STA--metabolic-stress VSMC",2.58519609075923,"STA1","STA","metabolic-stress VSMC",1432
"MAFB","STA1--STA--synthetic VSMC",2.92004311515543,"STA1","STA","synthetic VSMC",1049
"MAFB","STA2--STA--ECM-remodeling VSMC",4.44731222059711,"STA2","STA","ECM-remodeling VSMC",459
"MAFB","STA2--STA--contractile VSMC",3.31410478891898,"STA2","STA","contractile VSMC",989
"MAFB","STA2--STA--inflammatory VSMC",2.31092375205114,"STA2","STA","inflammatory VSMC",378
"MAFB","STA2--STA--metabolic-stress VSMC",3.46386578586203,"STA2","STA","metabolic-stress VSMC",943
"MAFB","STA2--STA--synthetic VSMC",3.67465823225393,"STA2","STA","synthetic VSMC",1620
"MAFB","STA3--STA--contractile VSMC",4.04625007841269,"STA3","STA","contractile VSMC",25
"MAFF","ACom-RR--Ruptured--contractile VSMC",2.42736536459044,"ACom_RR","Ruptured","contractile VSMC",32
"MAFF","ACom-RR--Ruptured--inflammatory VSMC",3.10825267787237,"ACom_RR","Ruptured","inflammatory VSMC",945
"MAFF","ACom-RR--Ruptured--metabolic-stress VSMC",3.31913895278715,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"MAFF","MCA-R1--Ruptured--inflammatory VSMC",3.14737424839451,"MCA_R1","Ruptured","inflammatory VSMC",534
"MAFF","MCA-R2--Ruptured--contractile VSMC",2.06236396023375,"MCA_R2","Ruptured","contractile VSMC",182
"MAFF","MCA-R2--Ruptured--inflammatory VSMC",3.15796001262675,"MCA_R2","Ruptured","inflammatory VSMC",1078
"MAFF","MCA-R2--Ruptured--metabolic-stress VSMC",2.82759195611665,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"MAFF","MCA-R2--Ruptured--synthetic VSMC",1.94986286382344,"MCA_R2","Ruptured","synthetic VSMC",29
"MAFF","STA1--STA--ECM-remodeling VSMC",3.03632780691674,"STA1","STA","ECM-remodeling VSMC",637
"MAFF","STA1--STA--contractile VSMC",2.07177136037192,"STA1","STA","contractile VSMC",1019
"MAFF","STA1--STA--inflammatory VSMC",1.98420725732568,"STA1","STA","inflammatory VSMC",148
"MAFF","STA1--STA--metabolic-stress VSMC",2.22060349350776,"STA1","STA","metabolic-stress VSMC",1432
"MAFF","STA1--STA--synthetic VSMC",2.29119119512948,"STA1","STA","synthetic VSMC",1049
"MAFF","STA2--STA--ECM-remodeling VSMC",3.26989613729794,"STA2","STA","ECM-remodeling VSMC",459
"MAFF","STA2--STA--contractile VSMC",2.44726020994267,"STA2","STA","contractile VSMC",989
"MAFF","STA2--STA--inflammatory VSMC",2.38984424191077,"STA2","STA","inflammatory VSMC",378
"MAFF","STA2--STA--metabolic-stress VSMC",2.42545435605619,"STA2","STA","metabolic-stress VSMC",943
"MAFF","STA2--STA--synthetic VSMC",2.43453410583859,"STA2","STA","synthetic VSMC",1620
"MAFF","STA3--STA--contractile VSMC",2.66262475906841,"STA3","STA","contractile VSMC",25
"MAFG","ACom-RR--Ruptured--contractile VSMC",0.652235992251935,"ACom_RR","Ruptured","contractile VSMC",32
"MAFG","ACom-RR--Ruptured--inflammatory VSMC",2.41055480202103,"ACom_RR","Ruptured","inflammatory VSMC",945
"MAFG","ACom-RR--Ruptured--metabolic-stress VSMC",2.18261499140045,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"MAFG","MCA-R1--Ruptured--inflammatory VSMC",2.6406100781087,"MCA_R1","Ruptured","inflammatory VSMC",534
"MAFG","MCA-R2--Ruptured--contractile VSMC",2.37953885132911,"MCA_R2","Ruptured","contractile VSMC",182
"MAFG","MCA-R2--Ruptured--inflammatory VSMC",2.63506553378357,"MCA_R2","Ruptured","inflammatory VSMC",1078
"MAFG","MCA-R2--Ruptured--metabolic-stress VSMC",2.48233836639322,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"MAFG","MCA-R2--Ruptured--synthetic VSMC",1.91770268524295,"MCA_R2","Ruptured","synthetic VSMC",29
"MAFG","STA1--STA--ECM-remodeling VSMC",3.28738647636308,"STA1","STA","ECM-remodeling VSMC",637
"MAFG","STA1--STA--contractile VSMC",2.02915982972594,"STA1","STA","contractile VSMC",1019
"MAFG","STA1--STA--inflammatory VSMC",1.82522364157349,"STA1","STA","inflammatory VSMC",148
"MAFG","STA1--STA--metabolic-stress VSMC",2.29717923352184,"STA1","STA","metabolic-stress VSMC",1432
"MAFG","STA1--STA--synthetic VSMC",2.4921437310387,"STA1","STA","synthetic VSMC",1049
"MAFG","STA2--STA--ECM-remodeling VSMC",3.28836807970164,"STA2","STA","ECM-remodeling VSMC",459
"MAFG","STA2--STA--contractile VSMC",2.52861980914099,"STA2","STA","contractile VSMC",989
"MAFG","STA2--STA--inflammatory VSMC",1.64861486747549,"STA2","STA","inflammatory VSMC",378
"MAFG","STA2--STA--metabolic-stress VSMC",2.76931900897481,"STA2","STA","metabolic-stress VSMC",943
"MAFG","STA2--STA--synthetic VSMC",2.82567948701295,"STA2","STA","synthetic VSMC",1620
"MAFG","STA3--STA--contractile VSMC",2.26323475435047,"STA3","STA","contractile VSMC",25
"MAFK","ACom-RR--Ruptured--contractile VSMC",1.48724646388793,"ACom_RR","Ruptured","contractile VSMC",32
"MAFK","ACom-RR--Ruptured--inflammatory VSMC",2.5159432757328,"ACom_RR","Ruptured","inflammatory VSMC",945
"MAFK","ACom-RR--Ruptured--metabolic-stress VSMC",2.85888482426411,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"MAFK","MCA-R1--Ruptured--inflammatory VSMC",2.43137726119629,"MCA_R1","Ruptured","inflammatory VSMC",534
"MAFK","MCA-R2--Ruptured--contractile VSMC",2.46981480994045,"MCA_R2","Ruptured","contractile VSMC",182
"MAFK","MCA-R2--Ruptured--inflammatory VSMC",2.67384316731216,"MCA_R2","Ruptured","inflammatory VSMC",1078
"MAFK","MCA-R2--Ruptured--metabolic-stress VSMC",2.94436483569325,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"MAFK","MCA-R2--Ruptured--synthetic VSMC",3.02040908915745,"MCA_R2","Ruptured","synthetic VSMC",29
"MAFK","STA1--STA--ECM-remodeling VSMC",3.89721675292362,"STA1","STA","ECM-remodeling VSMC",637
"MAFK","STA1--STA--contractile VSMC",2.40440376724518,"STA1","STA","contractile VSMC",1019
"MAFK","STA1--STA--inflammatory VSMC",1.32828990762146,"STA1","STA","inflammatory VSMC",148
"MAFK","STA1--STA--metabolic-stress VSMC",2.59346890373365,"STA1","STA","metabolic-stress VSMC",1432
"MAFK","STA1--STA--synthetic VSMC",2.86961537668056,"STA1","STA","synthetic VSMC",1049
"MAFK","STA2--STA--ECM-remodeling VSMC",3.92287827107017,"STA2","STA","ECM-remodeling VSMC",459
"MAFK","STA2--STA--contractile VSMC",2.9439038456499,"STA2","STA","contractile VSMC",989
"MAFK","STA2--STA--inflammatory VSMC",1.57982400526777,"STA2","STA","inflammatory VSMC",378
"MAFK","STA2--STA--metabolic-stress VSMC",3.24811027324945,"STA2","STA","metabolic-stress VSMC",943
"MAFK","STA2--STA--synthetic VSMC",3.2242483592983,"STA2","STA","synthetic VSMC",1620
"MAFK","STA3--STA--contractile VSMC",2.77422122376747,"STA3","STA","contractile VSMC",25
"MAX","ACom-RR--Ruptured--contractile VSMC",1.9566361238931,"ACom_RR","Ruptured","contractile VSMC",32
"MAX","ACom-RR--Ruptured--inflammatory VSMC",3.49447322340176,"ACom_RR","Ruptured","inflammatory VSMC",945
"MAX","ACom-RR--Ruptured--metabolic-stress VSMC",3.37078404065346,"ACom_RR","Ruptured","metabolic-stress VSMC",30
