"tf","tf_group","NES","sample","status","vsmc_state","cells"
"E2F2","STA1--STA--contractile VSMC",-2.92840698495079,"STA1","STA","contractile VSMC",1019
"E2F2","STA1--STA--inflammatory VSMC",-1.50241418872885,"STA1","STA","inflammatory VSMC",148
"E2F2","STA1--STA--metabolic-stress VSMC",-2.72136509974581,"STA1","STA","metabolic-stress VSMC",1432
"E2F2","STA1--STA--synthetic VSMC",-3.13658748873166,"STA1","STA","synthetic VSMC",1049
"E2F2","STA2--STA--ECM-remodeling VSMC",-2.95017804617965,"STA2","STA","ECM-remodeling VSMC",459
"E2F2","STA2--STA--contractile VSMC",-2.7489139417278,"STA2","STA","contractile VSMC",989
"E2F2","STA2--STA--inflammatory VSMC",-2.25352619982724,"STA2","STA","inflammatory VSMC",378
"E2F2","STA2--STA--metabolic-stress VSMC",-2.76115877198449,"STA2","STA","metabolic-stress VSMC",943
"E2F2","STA2--STA--synthetic VSMC",-2.98342592395593,"STA2","STA","synthetic VSMC",1620
"E2F2","STA3--STA--contractile VSMC",-2.50688460002884,"STA3","STA","contractile VSMC",25
"E2F3","ACom-RR--Ruptured--contractile VSMC",-0.58906948378764,"ACom_RR","Ruptured","contractile VSMC",32
"E2F3","ACom-RR--Ruptured--inflammatory VSMC",-0.874928058660911,"ACom_RR","Ruptured","inflammatory VSMC",945
"E2F3","ACom-RR--Ruptured--metabolic-stress VSMC",-1.47361405368828,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"E2F3","MCA-R1--Ruptured--inflammatory VSMC",-1.03274509319573,"MCA_R1","Ruptured","inflammatory VSMC",534
"E2F3","MCA-R2--Ruptured--contractile VSMC",-0.958852254746621,"MCA_R2","Ruptured","contractile VSMC",182
"E2F3","MCA-R2--Ruptured--inflammatory VSMC",-1.3936112209414,"MCA_R2","Ruptured","inflammatory VSMC",1078
"E2F3","MCA-R2--Ruptured--metabolic-stress VSMC",-0.656130775057692,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"E2F3","MCA-R2--Ruptured--synthetic VSMC",-0.864265536017527,"MCA_R2","Ruptured","synthetic VSMC",29
"E2F3","STA1--STA--ECM-remodeling VSMC",-1.71799496992279,"STA1","STA","ECM-remodeling VSMC",637
"E2F3","STA1--STA--contractile VSMC",-1.70433834389138,"STA1","STA","contractile VSMC",1019
"E2F3","STA1--STA--inflammatory VSMC",-0.508049711922645,"STA1","STA","inflammatory VSMC",148
"E2F3","STA1--STA--metabolic-stress VSMC",-1.68178277219301,"STA1","STA","metabolic-stress VSMC",1432
"E2F3","STA1--STA--synthetic VSMC",-1.67263381377227,"STA1","STA","synthetic VSMC",1049
"E2F3","STA2--STA--ECM-remodeling VSMC",-1.30659647199431,"STA2","STA","ECM-remodeling VSMC",459
"E2F3","STA2--STA--contractile VSMC",-1.09044198018898,"STA2","STA","contractile VSMC",989
"E2F3","STA2--STA--inflammatory VSMC",-0.466742352817438,"STA2","STA","inflammatory VSMC",378
"E2F3","STA2--STA--metabolic-stress VSMC",-1.30905614221315,"STA2","STA","metabolic-stress VSMC",943
"E2F3","STA2--STA--synthetic VSMC",-1.51049572004721,"STA2","STA","synthetic VSMC",1620
"E2F3","STA3--STA--contractile VSMC",-0.9605432011463,"STA3","STA","contractile VSMC",25
"E2F4","ACom-RR--Ruptured--contractile VSMC",2.65582099345984,"ACom_RR","Ruptured","contractile VSMC",32
"E2F4","ACom-RR--Ruptured--inflammatory VSMC",4.1230558779191,"ACom_RR","Ruptured","inflammatory VSMC",945
"E2F4","ACom-RR--Ruptured--metabolic-stress VSMC",2.81716276633547,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"E2F4","MCA-R1--Ruptured--inflammatory VSMC",3.76625955130323,"MCA_R1","Ruptured","inflammatory VSMC",534
"E2F4","MCA-R2--Ruptured--contractile VSMC",1.99742564958112,"MCA_R2","Ruptured","contractile VSMC",182
"E2F4","MCA-R2--Ruptured--inflammatory VSMC",3.33725363393171,"MCA_R2","Ruptured","inflammatory VSMC",1078
"E2F4","MCA-R2--Ruptured--metabolic-stress VSMC",2.56877363344589,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"E2F4","MCA-R2--Ruptured--synthetic VSMC",1.58856216558936,"MCA_R2","Ruptured","synthetic VSMC",29
"E2F4","STA1--STA--ECM-remodeling VSMC",1.67702668759064,"STA1","STA","ECM-remodeling VSMC",637
"E2F4","STA1--STA--contractile VSMC",3.16726154505379,"STA1","STA","contractile VSMC",1019
"E2F4","STA1--STA--inflammatory VSMC",3.4951977905572,"STA1","STA","inflammatory VSMC",148
"E2F4","STA1--STA--metabolic-stress VSMC",3.28666737792675,"STA1","STA","metabolic-stress VSMC",1432
"E2F4","STA1--STA--synthetic VSMC",2.58680228943033,"STA1","STA","synthetic VSMC",1049
"E2F4","STA2--STA--ECM-remodeling VSMC",2.11654113582659,"STA2","STA","ECM-remodeling VSMC",459
"E2F4","STA2--STA--contractile VSMC",3.08870750654878,"STA2","STA","contractile VSMC",989
"E2F4","STA2--STA--inflammatory VSMC",3.78019291119061,"STA2","STA","inflammatory VSMC",378
"E2F4","STA2--STA--metabolic-stress VSMC",3.08744093221111,"STA2","STA","metabolic-stress VSMC",943
"E2F4","STA2--STA--synthetic VSMC",2.95924379090615,"STA2","STA","synthetic VSMC",1620
"E2F4","STA3--STA--contractile VSMC",2.20075953594205,"STA3","STA","contractile VSMC",25
"E2F5","ACom-RR--Ruptured--contractile VSMC",1.96172315905914,"ACom_RR","Ruptured","contractile VSMC",32
"E2F5","ACom-RR--Ruptured--inflammatory VSMC",1.57988736361623,"ACom_RR","Ruptured","inflammatory VSMC",945
"E2F5","ACom-RR--Ruptured--metabolic-stress VSMC",1.6537085413006,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"E2F5","MCA-R1--Ruptured--inflammatory VSMC",1.3886982615439,"MCA_R1","Ruptured","inflammatory VSMC",534
"E2F5","MCA-R2--Ruptured--contractile VSMC",1.78871735045704,"MCA_R2","Ruptured","contractile VSMC",182
"E2F5","MCA-R2--Ruptured--inflammatory VSMC",1.54026614080013,"MCA_R2","Ruptured","inflammatory VSMC",1078
"E2F5","MCA-R2--Ruptured--metabolic-stress VSMC",1.8650168964456,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"E2F5","MCA-R2--Ruptured--synthetic VSMC",1.34108360854428,"MCA_R2","Ruptured","synthetic VSMC",29
"E2F5","STA1--STA--ECM-remodeling VSMC",1.45309155720664,"STA1","STA","ECM-remodeling VSMC",637
"E2F5","STA1--STA--contractile VSMC",1.74557550917079,"STA1","STA","contractile VSMC",1019
"E2F5","STA1--STA--inflammatory VSMC",1.12475083096388,"STA1","STA","inflammatory VSMC",148
"E2F5","STA1--STA--metabolic-stress VSMC",1.76834864654954,"STA1","STA","metabolic-stress VSMC",1432
"E2F5","STA1--STA--synthetic VSMC",1.72214276540443,"STA1","STA","synthetic VSMC",1049
"E2F5","STA2--STA--ECM-remodeling VSMC",2.09240954922826,"STA2","STA","ECM-remodeling VSMC",459
"E2F5","STA2--STA--contractile VSMC",1.87462623237379,"STA2","STA","contractile VSMC",989
"E2F5","STA2--STA--inflammatory VSMC",1.47635236878091,"STA2","STA","inflammatory VSMC",378
"E2F5","STA2--STA--metabolic-stress VSMC",2.18562475877394,"STA2","STA","metabolic-stress VSMC",943
"E2F5","STA2--STA--synthetic VSMC",1.9963449627389,"STA2","STA","synthetic VSMC",1620
"E2F5","STA3--STA--contractile VSMC",1.80686487976137,"STA3","STA","contractile VSMC",25
"E2F6","ACom-RR--Ruptured--contractile VSMC",-0.885981976932826,"ACom_RR","Ruptured","contractile VSMC",32
"E2F6","ACom-RR--Ruptured--inflammatory VSMC",-1.35714488412851,"ACom_RR","Ruptured","inflammatory VSMC",945
"E2F6","ACom-RR--Ruptured--metabolic-stress VSMC",-1.14836304949179,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"E2F6","MCA-R1--Ruptured--inflammatory VSMC",-1.48039730735705,"MCA_R1","Ruptured","inflammatory VSMC",534
"E2F6","MCA-R2--Ruptured--contractile VSMC",-0.927333647558028,"MCA_R2","Ruptured","contractile VSMC",182
"E2F6","MCA-R2--Ruptured--inflammatory VSMC",-1.31508887558051,"MCA_R2","Ruptured","inflammatory VSMC",1078
"E2F6","MCA-R2--Ruptured--metabolic-stress VSMC",-1.14819613423529,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"E2F6","MCA-R2--Ruptured--synthetic VSMC",-0.733776561917676,"MCA_R2","Ruptured","synthetic VSMC",29
"E2F6","STA1--STA--ECM-remodeling VSMC",-0.975476651544851,"STA1","STA","ECM-remodeling VSMC",637
"E2F6","STA1--STA--contractile VSMC",-1.02620002435825,"STA1","STA","contractile VSMC",1019
"E2F6","STA1--STA--inflammatory VSMC",-1.83320575994399,"STA1","STA","inflammatory VSMC",148
"E2F6","STA1--STA--metabolic-stress VSMC",-0.809528999978811,"STA1","STA","metabolic-stress VSMC",1432
"E2F6","STA1--STA--synthetic VSMC",-0.970021635334714,"STA1","STA","synthetic VSMC",1049
"E2F6","STA2--STA--ECM-remodeling VSMC",-1.03421081406552,"STA2","STA","ECM-remodeling VSMC",459
"E2F6","STA2--STA--contractile VSMC",-0.975461097007758,"STA2","STA","contractile VSMC",989
"E2F6","STA2--STA--inflammatory VSMC",-2.12353215309898,"STA2","STA","inflammatory VSMC",378
"E2F6","STA2--STA--metabolic-stress VSMC",-0.816361972172476,"STA2","STA","metabolic-stress VSMC",943
"E2F6","STA2--STA--synthetic VSMC",-0.930172342105952,"STA2","STA","synthetic VSMC",1620
"E2F6","STA3--STA--contractile VSMC",-0.800320511944051,"STA3","STA","contractile VSMC",25
"E2F7","ACom-RR--Ruptured--contractile VSMC",3.32954188473806,"ACom_RR","Ruptured","contractile VSMC",32
"E2F7","ACom-RR--Ruptured--inflammatory VSMC",3.10211546571691,"ACom_RR","Ruptured","inflammatory VSMC",945
"E2F7","ACom-RR--Ruptured--metabolic-stress VSMC",3.56597026129335,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"E2F7","MCA-R1--Ruptured--inflammatory VSMC",2.70437455770149,"MCA_R1","Ruptured","inflammatory VSMC",534
"E2F7","MCA-R2--Ruptured--contractile VSMC",3.75903862376045,"MCA_R2","Ruptured","contractile VSMC",182
"E2F7","MCA-R2--Ruptured--inflammatory VSMC",3.27735029082983,"MCA_R2","Ruptured","inflammatory VSMC",1078
"E2F7","MCA-R2--Ruptured--metabolic-stress VSMC",3.71121927279272,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"E2F7","MCA-R2--Ruptured--synthetic VSMC",2.48516700411203,"MCA_R2","Ruptured","synthetic VSMC",29
"E2F7","STA1--STA--ECM-remodeling VSMC",2.72860495364449,"STA1","STA","ECM-remodeling VSMC",637
"E2F7","STA1--STA--contractile VSMC",2.93591285044018,"STA1","STA","contractile VSMC",1019
"E2F7","STA1--STA--inflammatory VSMC",2.8518135757502,"STA1","STA","inflammatory VSMC",148
"E2F7","STA1--STA--metabolic-stress VSMC",2.81443738811081,"STA1","STA","metabolic-stress VSMC",1432
"E2F7","STA1--STA--synthetic VSMC",2.85620469413149,"STA1","STA","synthetic VSMC",1049
"E2F7","STA2--STA--ECM-remodeling VSMC",3.21153697045469,"STA2","STA","ECM-remodeling VSMC",459
"E2F7","STA2--STA--contractile VSMC",3.12809669338809,"STA2","STA","contractile VSMC",989
"E2F7","STA2--STA--inflammatory VSMC",3.10741739195107,"STA2","STA","inflammatory VSMC",378
"E2F7","STA2--STA--metabolic-stress VSMC",3.33567203267798,"STA2","STA","metabolic-stress VSMC",943
"E2F7","STA2--STA--synthetic VSMC",3.50376288714923,"STA2","STA","synthetic VSMC",1620
"E2F7","STA3--STA--contractile VSMC",3.60347804994477,"STA3","STA","contractile VSMC",25
"EBF1","ACom-RR--Ruptured--contractile VSMC",0.66512028419556,"ACom_RR","Ruptured","contractile VSMC",32
"EBF1","ACom-RR--Ruptured--inflammatory VSMC",3.82406602736674,"ACom_RR","Ruptured","inflammatory VSMC",945
"EBF1","ACom-RR--Ruptured--metabolic-stress VSMC",2.47070915511021,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"EBF1","MCA-R1--Ruptured--inflammatory VSMC",4.55303217082495,"MCA_R1","Ruptured","inflammatory VSMC",534
"EBF1","MCA-R2--Ruptured--contractile VSMC",2.67745050455104,"MCA_R2","Ruptured","contractile VSMC",182
"EBF1","MCA-R2--Ruptured--inflammatory VSMC",4.19106733439519,"MCA_R2","Ruptured","inflammatory VSMC",1078
"EBF1","MCA-R2--Ruptured--metabolic-stress VSMC",2.77387967110264,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"EBF1","MCA-R2--Ruptured--synthetic VSMC",2.47186219883602,"MCA_R2","Ruptured","synthetic VSMC",29
"EBF1","STA1--STA--ECM-remodeling VSMC",3.42413613736017,"STA1","STA","ECM-remodeling VSMC",637
"EBF1","STA1--STA--contractile VSMC",1.91065687830684,"STA1","STA","contractile VSMC",1019
"EBF1","STA1--STA--inflammatory VSMC",2.95872730486622,"STA1","STA","inflammatory VSMC",148
"EBF1","STA1--STA--metabolic-stress VSMC",2.06265709187912,"STA1","STA","metabolic-stress VSMC",1432
"EBF1","STA1--STA--synthetic VSMC",2.30739965649829,"STA1","STA","synthetic VSMC",1049
"EBF1","STA2--STA--ECM-remodeling VSMC",3.24075617318484,"STA2","STA","ECM-remodeling VSMC",459
"EBF1","STA2--STA--contractile VSMC",2.43772918380279,"STA2","STA","contractile VSMC",989
"EBF1","STA2--STA--inflammatory VSMC",3.98726869040138,"STA2","STA","inflammatory VSMC",378
"EBF1","STA2--STA--metabolic-stress VSMC",2.60659923273165,"STA2","STA","metabolic-stress VSMC",943
"EBF1","STA2--STA--synthetic VSMC",3.00811929009561,"STA2","STA","synthetic VSMC",1620
"EBF1","STA3--STA--contractile VSMC",2.91648401639438,"STA3","STA","contractile VSMC",25
"EGR1","ACom-RR--Ruptured--contractile VSMC",3.50198171281211,"ACom_RR","Ruptured","contractile VSMC",32
"EGR1","ACom-RR--Ruptured--inflammatory VSMC",0.448388184872088,"ACom_RR","Ruptured","inflammatory VSMC",945
"EGR1","ACom-RR--Ruptured--metabolic-stress VSMC",2.35557032538694,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"EGR1","MCA-R1--Ruptured--inflammatory VSMC",-0.535222064779335,"MCA_R1","Ruptured","inflammatory VSMC",534
"EGR1","MCA-R2--Ruptured--contractile VSMC",1.56883945999992,"MCA_R2","Ruptured","contractile VSMC",182
"EGR1","MCA-R2--Ruptured--inflammatory VSMC",1.12076551774071,"MCA_R2","Ruptured","inflammatory VSMC",1078
"EGR1","MCA-R2--Ruptured--metabolic-stress VSMC",1.69945275318365,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"EGR1","MCA-R2--Ruptured--synthetic VSMC",1.97136492817583,"MCA_R2","Ruptured","synthetic VSMC",29
"EGR1","STA1--STA--ECM-remodeling VSMC",-0.257767851909466,"STA1","STA","ECM-remodeling VSMC",637
"EGR1","STA1--STA--contractile VSMC",0.906953352761965,"STA1","STA","contractile VSMC",1019
"EGR1","STA1--STA--inflammatory VSMC",0.0149627142240546,"STA1","STA","inflammatory VSMC",148
"EGR1","STA1--STA--metabolic-stress VSMC",0.716985601164546,"STA1","STA","metabolic-stress VSMC",1432
"EGR1","STA1--STA--synthetic VSMC",0.426262578620268,"STA1","STA","synthetic VSMC",1049
"EGR1","STA2--STA--ECM-remodeling VSMC",-0.00723808458203179,"STA2","STA","ECM-remodeling VSMC",459
"EGR1","STA2--STA--contractile VSMC",0.823186508965559,"STA2","STA","contractile VSMC",989
"EGR1","STA2--STA--inflammatory VSMC",0.470928867892445,"STA2","STA","inflammatory VSMC",378
"EGR1","STA2--STA--metabolic-stress VSMC",0.752223827601236,"STA2","STA","metabolic-stress VSMC",943
"EGR1","STA2--STA--synthetic VSMC",0.646581023675616,"STA2","STA","synthetic VSMC",1620
"EGR1","STA3--STA--contractile VSMC",2.19016423806483,"STA3","STA","contractile VSMC",25
"EHF","ACom-RR--Ruptured--contractile VSMC",-1.10731225402453,"ACom_RR","Ruptured","contractile VSMC",32
"EHF","ACom-RR--Ruptured--inflammatory VSMC",-1.94279258266989,"ACom_RR","Ruptured","inflammatory VSMC",945
"EHF","ACom-RR--Ruptured--metabolic-stress VSMC",-1.31866417732009,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"EHF","MCA-R1--Ruptured--inflammatory VSMC",-1.51234966780427,"MCA_R1","Ruptured","inflammatory VSMC",534
"EHF","MCA-R2--Ruptured--contractile VSMC",-1.98593715968257,"MCA_R2","Ruptured","contractile VSMC",182
"EHF","MCA-R2--Ruptured--inflammatory VSMC",-1.85865801375159,"MCA_R2","Ruptured","inflammatory VSMC",1078
"EHF","MCA-R2--Ruptured--metabolic-stress VSMC",-1.92764048800157,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"EHF","MCA-R2--Ruptured--synthetic VSMC",-0.94130372882539,"MCA_R2","Ruptured","synthetic VSMC",29
"EHF","STA1--STA--ECM-remodeling VSMC",-1.75955635074384,"STA1","STA","ECM-remodeling VSMC",637
"EHF","STA1--STA--contractile VSMC",-1.97644152277906,"STA1","STA","contractile VSMC",1019
"EHF","STA1--STA--inflammatory VSMC",-1.48721309828252,"STA1","STA","inflammatory VSMC",148
"EHF","STA1--STA--metabolic-stress VSMC",-1.75023968676383,"STA1","STA","metabolic-stress VSMC",1432
"EHF","STA1--STA--synthetic VSMC",-2.13299980253115,"STA1","STA","synthetic VSMC",1049
"EHF","STA2--STA--ECM-remodeling VSMC",-2.08053653295728,"STA2","STA","ECM-remodeling VSMC",459
"EHF","STA2--STA--contractile VSMC",-2.34082397303596,"STA2","STA","contractile VSMC",989
"EHF","STA2--STA--inflammatory VSMC",-1.92129264811205,"STA2","STA","inflammatory VSMC",378
"EHF","STA2--STA--metabolic-stress VSMC",-1.99096620708227,"STA2","STA","metabolic-stress VSMC",943
"EHF","STA2--STA--synthetic VSMC",-2.06426539514547,"STA2","STA","synthetic VSMC",1620
"EHF","STA3--STA--contractile VSMC",-1.71741388954049,"STA3","STA","contractile VSMC",25
"ELF1","ACom-RR--Ruptured--contractile VSMC",3.23938063317953,"ACom_RR","Ruptured","contractile VSMC",32
"ELF1","ACom-RR--Ruptured--inflammatory VSMC",6.26465614166456,"ACom_RR","Ruptured","inflammatory VSMC",945
"ELF1","ACom-RR--Ruptured--metabolic-stress VSMC",4.66700313637752,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"ELF1","MCA-R1--Ruptured--inflammatory VSMC",6.45211360479247,"MCA_R1","Ruptured","inflammatory VSMC",534
"ELF1","MCA-R2--Ruptured--contractile VSMC",4.77961951050951,"MCA_R2","Ruptured","contractile VSMC",182
"ELF1","MCA-R2--Ruptured--inflammatory VSMC",6.22744826501339,"MCA_R2","Ruptured","inflammatory VSMC",1078
"ELF1","MCA-R2--Ruptured--metabolic-stress VSMC",4.84644821409985,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"ELF1","MCA-R2--Ruptured--synthetic VSMC",3.72822819332837,"MCA_R2","Ruptured","synthetic VSMC",29
"ELF1","STA1--STA--ECM-remodeling VSMC",4.39658907326395,"STA1","STA","ECM-remodeling VSMC",637
"ELF1","STA1--STA--contractile VSMC",4.02553672252966,"STA1","STA","contractile VSMC",1019
"ELF1","STA1--STA--inflammatory VSMC",6.03512397849634,"STA1","STA","inflammatory VSMC",148
"ELF1","STA1--STA--metabolic-stress VSMC",4.14785892850143,"STA1","STA","metabolic-stress VSMC",1432
"ELF1","STA1--STA--synthetic VSMC",4.21688829699745,"STA1","STA","synthetic VSMC",1049
"ELF1","STA2--STA--ECM-remodeling VSMC",4.85750440013752,"STA2","STA","ECM-remodeling VSMC",459
"ELF1","STA2--STA--contractile VSMC",4.63772815174619,"STA2","STA","contractile VSMC",989
"ELF1","STA2--STA--inflammatory VSMC",6.22946672447907,"STA2","STA","inflammatory VSMC",378
"ELF1","STA2--STA--metabolic-stress VSMC",4.57286348361897,"STA2","STA","metabolic-stress VSMC",943
"ELF1","STA2--STA--synthetic VSMC",4.76648362995482,"STA2","STA","synthetic VSMC",1620
"ELF1","STA3--STA--contractile VSMC",4.75002798449812,"STA3","STA","contractile VSMC",25
"ELF3","ACom-RR--Ruptured--contractile VSMC",0.368422933177113,"ACom_RR","Ruptured","contractile VSMC",32
"ELF3","ACom-RR--Ruptured--inflammatory VSMC",-1.65057671465596,"ACom_RR","Ruptured","inflammatory VSMC",945
"ELF3","ACom-RR--Ruptured--metabolic-stress VSMC",0.155598345049918,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"ELF3","MCA-R1--Ruptured--inflammatory VSMC",-1.48957609932176,"MCA_R1","Ruptured","inflammatory VSMC",534
"ELF3","MCA-R2--Ruptured--contractile VSMC",0.190771883677489,"MCA_R2","Ruptured","contractile VSMC",182
"ELF3","MCA-R2--Ruptured--inflammatory VSMC",-1.53402281753373,"MCA_R2","Ruptured","inflammatory VSMC",1078
"ELF3","MCA-R2--Ruptured--metabolic-stress VSMC",-0.110930672540438,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"ELF3","MCA-R2--Ruptured--synthetic VSMC",0.409213988925178,"MCA_R2","Ruptured","synthetic VSMC",29
"ELF3","STA1--STA--ECM-remodeling VSMC",-1.31803755875742,"STA1","STA","ECM-remodeling VSMC",637
"ELF3","STA1--STA--contractile VSMC",-2.37970020956503,"STA1","STA","contractile VSMC",1019
"ELF3","STA1--STA--inflammatory VSMC",-1.72220372122818,"STA1","STA","inflammatory VSMC",148
"ELF3","STA1--STA--metabolic-stress VSMC",-1.92366715243202,"STA1","STA","metabolic-stress VSMC",1432
"ELF3","STA1--STA--synthetic VSMC",-1.96669933837321,"STA1","STA","synthetic VSMC",1049
"ELF3","STA2--STA--ECM-remodeling VSMC",-1.17162086755173,"STA2","STA","ECM-remodeling VSMC",459
"ELF3","STA2--STA--contractile VSMC",-1.7316551073562,"STA2","STA","contractile VSMC",989
"ELF3","STA2--STA--inflammatory VSMC",-1.56330058690529,"STA2","STA","inflammatory VSMC",378
"ELF3","STA2--STA--metabolic-stress VSMC",-1.62264258905266,"STA2","STA","metabolic-stress VSMC",943
"ELF3","STA2--STA--synthetic VSMC",-1.81411948679628,"STA2","STA","synthetic VSMC",1620
"ELF3","STA3--STA--contractile VSMC",0.0749855857875691,"STA3","STA","contractile VSMC",25
"ELF5","ACom-RR--Ruptured--contractile VSMC",0.99809500927402,"ACom_RR","Ruptured","contractile VSMC",32
"ELF5","ACom-RR--Ruptured--inflammatory VSMC",0.537030365795717,"ACom_RR","Ruptured","inflammatory VSMC",945
"ELF5","ACom-RR--Ruptured--metabolic-stress VSMC",0.350083311098727,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"ELF5","MCA-R1--Ruptured--inflammatory VSMC",0.777797718543213,"MCA_R1","Ruptured","inflammatory VSMC",534
"ELF5","MCA-R2--Ruptured--contractile VSMC",-0.0382546030169432,"MCA_R2","Ruptured","contractile VSMC",182
"ELF5","MCA-R2--Ruptured--inflammatory VSMC",0.684920094403135,"MCA_R2","Ruptured","inflammatory VSMC",1078
"ELF5","MCA-R2--Ruptured--metabolic-stress VSMC",0.0252805482092989,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"ELF5","MCA-R2--Ruptured--synthetic VSMC",0.885302517609142,"MCA_R2","Ruptured","synthetic VSMC",29
"ELF5","STA1--STA--ECM-remodeling VSMC",0.333939886736103,"STA1","STA","ECM-remodeling VSMC",637
"ELF5","STA1--STA--contractile VSMC",0.262974115605849,"STA1","STA","contractile VSMC",1019
"ELF5","STA1--STA--inflammatory VSMC",1.26054376946024,"STA1","STA","inflammatory VSMC",148
"ELF5","STA1--STA--metabolic-stress VSMC",0.239359745941882,"STA1","STA","metabolic-stress VSMC",1432
"ELF5","STA1--STA--synthetic VSMC",0.169288739282642,"STA1","STA","synthetic VSMC",1049
"ELF5","STA2--STA--ECM-remodeling VSMC",0.047122685955197,"STA2","STA","ECM-remodeling VSMC",459
"ELF5","STA2--STA--contractile VSMC",0.148276208771084,"STA2","STA","contractile VSMC",989
"ELF5","STA2--STA--inflammatory VSMC",0.946376936346577,"STA2","STA","inflammatory VSMC",378
"ELF5","STA2--STA--metabolic-stress VSMC",0.232829048242333,"STA2","STA","metabolic-stress VSMC",943
"ELF5","STA2--STA--synthetic VSMC",0.195837584538457,"STA2","STA","synthetic VSMC",1620
"ELF5","STA3--STA--contractile VSMC",-0.0209082173718736,"STA3","STA","contractile VSMC",25
"ELK1","ACom-RR--Ruptured--contractile VSMC",2.62860846697211,"ACom_RR","Ruptured","contractile VSMC",32
"ELK1","ACom-RR--Ruptured--inflammatory VSMC",2.44431020062411,"ACom_RR","Ruptured","inflammatory VSMC",945
"ELK1","ACom-RR--Ruptured--metabolic-stress VSMC",2.4866340418945,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"ELK1","MCA-R1--Ruptured--inflammatory VSMC",2.21775284620645,"MCA_R1","Ruptured","inflammatory VSMC",534
"ELK1","MCA-R2--Ruptured--contractile VSMC",2.83642786622922,"MCA_R2","Ruptured","contractile VSMC",182
"ELK1","MCA-R2--Ruptured--inflammatory VSMC",2.82537883272219,"MCA_R2","Ruptured","inflammatory VSMC",1078
"ELK1","MCA-R2--Ruptured--metabolic-stress VSMC",2.76655227068591,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"ELK1","MCA-R2--Ruptured--synthetic VSMC",2.49099582991641,"MCA_R2","Ruptured","synthetic VSMC",29
"ELK1","STA1--STA--ECM-remodeling VSMC",1.13546044877238,"STA1","STA","ECM-remodeling VSMC",637
"ELK1","STA1--STA--contractile VSMC",2.2221387438959,"STA1","STA","contractile VSMC",1019
"ELK1","STA1--STA--inflammatory VSMC",3.44455683492672,"STA1","STA","inflammatory VSMC",148
"ELK1","STA1--STA--metabolic-stress VSMC",2.69000541160577,"STA1","STA","metabolic-stress VSMC",1432
"ELK1","STA1--STA--synthetic VSMC",1.98469536026129,"STA1","STA","synthetic VSMC",1049
"ELK1","STA2--STA--ECM-remodeling VSMC",2.98635177361369,"STA2","STA","ECM-remodeling VSMC",459
"ELK1","STA2--STA--contractile VSMC",3.26977439180386,"STA2","STA","contractile VSMC",989
"ELK1","STA2--STA--inflammatory VSMC",3.75083526854964,"STA2","STA","inflammatory VSMC",378
"ELK1","STA2--STA--metabolic-stress VSMC",3.1656923431775,"STA2","STA","metabolic-stress VSMC",943
"ELK1","STA2--STA--synthetic VSMC",2.95043037927147,"STA2","STA","synthetic VSMC",1620
"ELK1","STA3--STA--contractile VSMC",3.68890698681321,"STA3","STA","contractile VSMC",25
"ELK4","ACom-RR--Ruptured--contractile VSMC",3.09291761777351,"ACom_RR","Ruptured","contractile VSMC",32
"ELK4","ACom-RR--Ruptured--inflammatory VSMC",3.2539462318136,"ACom_RR","Ruptured","inflammatory VSMC",945
"ELK4","ACom-RR--Ruptured--metabolic-stress VSMC",4.52661994256307,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"ELK4","MCA-R1--Ruptured--inflammatory VSMC",3.09600509462886,"MCA_R1","Ruptured","inflammatory VSMC",534
"ELK4","MCA-R2--Ruptured--contractile VSMC",4.10264677200417,"MCA_R2","Ruptured","contractile VSMC",182
"ELK4","MCA-R2--Ruptured--inflammatory VSMC",3.63203017813946,"MCA_R2","Ruptured","inflammatory VSMC",1078
"ELK4","MCA-R2--Ruptured--metabolic-stress VSMC",4.14074821328109,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"ELK4","MCA-R2--Ruptured--synthetic VSMC",3.86186385593785,"MCA_R2","Ruptured","synthetic VSMC",29
