"regulon","status","vsmc_state","mean_AUC"
"FOXD1_extended (27g)","STA","contractile VSMC",0.00580576131687243
"FOXD1_extended (27g)","STA","synthetic VSMC",0.00295473251028807
"FOXD1_extended (27g)","STA","inflammatory VSMC",0.00118353909465021
"FOXD1_extended (27g)","STA","ECM-remodeling VSMC",0.0163901234567901
"FOXD1_extended (27g)","STA","metabolic-stress VSMC",0.00384526748971193
"FOXJ2_extended (21g)","Ruptured","contractile VSMC",0.00248120890322725
"FOXJ2_extended (21g)","Ruptured","synthetic VSMC",0.00319986526883079
"FOXJ2_extended (21g)","Ruptured","inflammatory VSMC",0.00108872608872609
"FOXJ2_extended (21g)","Ruptured","ECM-remodeling VSMC",0.00551994301994302
"FOXJ2_extended (21g)","Ruptured","metabolic-stress VSMC",0.000853570298014742
"FOXJ2_extended (21g)","STA","contractile VSMC",0.00368335368335368
"FOXJ2_extended (21g)","STA","synthetic VSMC",0.00314814814814815
"FOXJ2_extended (21g)","STA","inflammatory VSMC",0.00225478225478225
"FOXJ2_extended (21g)","STA","ECM-remodeling VSMC",0.0119108669108669
"FOXJ2_extended (21g)","STA","metabolic-stress VSMC",0.0032967032967033
"FOXJ3 (138g)","Ruptured","contractile VSMC",0.0331455988604736
"FOXJ3 (138g)","Ruptured","synthetic VSMC",0.0412718819344158
"FOXJ3 (138g)","Ruptured","inflammatory VSMC",0.122522982635342
"FOXJ3 (138g)","Ruptured","ECM-remodeling VSMC",0.0855890364317331
"FOXJ3 (138g)","Ruptured","metabolic-stress VSMC",0.0317619074641547
"FOXJ3 (138g)","STA","contractile VSMC",0.0164555669050051
"FOXJ3 (138g)","STA","synthetic VSMC",0.0148493360572012
"FOXJ3 (138g)","STA","inflammatory VSMC",0.0856222335716718
"FOXJ3 (138g)","STA","ECM-remodeling VSMC",0.0359039836567926
"FOXJ3 (138g)","STA","metabolic-stress VSMC",0.00986550902281239
"FOXJ3_extended (272g)","Ruptured","contractile VSMC",0.0612659425926099
"FOXJ3_extended (272g)","Ruptured","synthetic VSMC",0.0738966573914269
"FOXJ3_extended (272g)","Ruptured","inflammatory VSMC",0.237665134490977
"FOXJ3_extended (272g)","Ruptured","ECM-remodeling VSMC",0.146993105209397
"FOXJ3_extended (272g)","Ruptured","metabolic-stress VSMC",0.0597595808269966
"FOXJ3_extended (272g)","STA","contractile VSMC",0.0255566905005107
"FOXJ3_extended (272g)","STA","synthetic VSMC",0.0205345590738849
"FOXJ3_extended (272g)","STA","inflammatory VSMC",0.168418454204971
"FOXJ3_extended (272g)","STA","ECM-remodeling VSMC",0.0515023833844059
"FOXJ3_extended (272g)","STA","metabolic-stress VSMC",0.0170335376234253
"FOXK1_extended (82g)","Ruptured","contractile VSMC",0.0154703159779063
"FOXK1_extended (82g)","Ruptured","synthetic VSMC",0.0222566508786685
"FOXK1_extended (82g)","Ruptured","inflammatory VSMC",0.0318305519897304
"FOXK1_extended (82g)","Ruptured","ECM-remodeling VSMC",0.0358258451005563
"FOXK1_extended (82g)","Ruptured","metabolic-stress VSMC",0.0156420862454239
"FOXK1_extended (82g)","STA","contractile VSMC",0.00589302524604193
"FOXK1_extended (82g)","STA","synthetic VSMC",0.00775952075310227
"FOXK1_extended (82g)","STA","inflammatory VSMC",0.0216850663243475
"FOXK1_extended (82g)","STA","ECM-remodeling VSMC",0.0126923406076166
"FOXK1_extended (82g)","STA","metabolic-stress VSMC",0.00376379974326059
"FOXK2_extended (37g)","Ruptured","contractile VSMC",0.0147408876766675
"FOXK2_extended (37g)","Ruptured","synthetic VSMC",0.0136865929969378
"FOXK2_extended (37g)","Ruptured","inflammatory VSMC",0.0304221364221364
"FOXK2_extended (37g)","Ruptured","ECM-remodeling VSMC",0.031016731016731
"FOXK2_extended (37g)","Ruptured","metabolic-stress VSMC",0.0298298298298298
"FOXK2_extended (37g)","STA","contractile VSMC",0.00394723294723295
"FOXK2_extended (37g)","STA","synthetic VSMC",0.00304761904761905
"FOXK2_extended (37g)","STA","inflammatory VSMC",0.023
"FOXK2_extended (37g)","STA","ECM-remodeling VSMC",0.0057039897039897
"FOXK2_extended (37g)","STA","metabolic-stress VSMC",0.00495109395109395
"FOXN2_extended (46g)","Ruptured","contractile VSMC",0.0104075002207559
"FOXN2_extended (46g)","Ruptured","synthetic VSMC",0.0133559174611168
"FOXN2_extended (46g)","Ruptured","inflammatory VSMC",0.098798539661467
"FOXN2_extended (46g)","Ruptured","ECM-remodeling VSMC",0.0278653612125235
"FOXN2_extended (46g)","Ruptured","metabolic-stress VSMC",0.00874605106267901
"FOXN2_extended (46g)","STA","contractile VSMC",0.00341188184533687
"FOXN2_extended (46g)","STA","synthetic VSMC",0.00268060626175462
"FOXN2_extended (46g)","STA","inflammatory VSMC",0.0768569532027879
"FOXN2_extended (46g)","STA","ECM-remodeling VSMC",0.00862042261312092
"FOXN2_extended (46g)","STA","metabolic-stress VSMC",0.00213851089722314
"FOXN3_extended (368g)","Ruptured","contractile VSMC",0.0878037409451697
"FOXN3_extended (368g)","Ruptured","synthetic VSMC",0.104663449684759
"FOXN3_extended (368g)","Ruptured","inflammatory VSMC",0.331784133469527
"FOXN3_extended (368g)","Ruptured","ECM-remodeling VSMC",0.177785580524345
"FOXN3_extended (368g)","Ruptured","metabolic-stress VSMC",0.0592914160329891
"FOXN3_extended (368g)","STA","contractile VSMC",0.0835452843037113
"FOXN3_extended (368g)","STA","synthetic VSMC",0.100737146748383
"FOXN3_extended (368g)","STA","inflammatory VSMC",0.290955907388492
"FOXN3_extended (368g)","STA","ECM-remodeling VSMC",0.141372999659517
"FOXN3_extended (368g)","STA","metabolic-stress VSMC",0.08408835546476
"FOXO1 (60g)","Ruptured","contractile VSMC",0.0140751195797067
"FOXO1 (60g)","Ruptured","synthetic VSMC",0.018164849199332
"FOXO1 (60g)","Ruptured","inflammatory VSMC",0.116327635327635
"FOXO1 (60g)","Ruptured","ECM-remodeling VSMC",0.0423195631528965
"FOXO1 (60g)","Ruptured","metabolic-stress VSMC",0.0144824311490978
"FOXO1 (60g)","STA","contractile VSMC",0.0127122507122507
"FOXO1 (60g)","STA","synthetic VSMC",0.0159553656220323
"FOXO1 (60g)","STA","inflammatory VSMC",0.0821405508072175
"FOXO1 (60g)","STA","ECM-remodeling VSMC",0.0217910731244065
"FOXO1 (60g)","STA","metabolic-stress VSMC",0.010962962962963
"FOXO1_extended (279g)","Ruptured","contractile VSMC",0.0937426788241137
"FOXO1_extended (279g)","Ruptured","synthetic VSMC",0.114006199147617
"FOXO1_extended (279g)","Ruptured","inflammatory VSMC",0.301192543411645
"FOXO1_extended (279g)","Ruptured","ECM-remodeling VSMC",0.182392747701736
"FOXO1_extended (279g)","Ruptured","metabolic-stress VSMC",0.0836478076646616
"FOXO1_extended (279g)","STA","contractile VSMC",0.0691624106230848
"FOXO1_extended (279g)","STA","synthetic VSMC",0.0863704460333674
"FOXO1_extended (279g)","STA","inflammatory VSMC",0.253018386108274
"FOXO1_extended (279g)","STA","ECM-remodeling VSMC",0.0923791283622744
"FOXO1_extended (279g)","STA","metabolic-stress VSMC",0.0649642492339122
"FOXO3 (22g)","Ruptured","contractile VSMC",0.0108262261562054
"FOXO3 (22g)","Ruptured","synthetic VSMC",0.0102133683891192
"FOXO3 (22g)","Ruptured","inflammatory VSMC",0.0326217008797654
"FOXO3 (22g)","Ruptured","ECM-remodeling VSMC",0.0154692082111437
"FOXO3 (22g)","Ruptured","metabolic-stress VSMC",0.0200065167807103
"FOXO3 (22g)","STA","contractile VSMC",0.00900293255131965
"FOXO3 (22g)","STA","synthetic VSMC",0.00561094819159335
"FOXO3 (22g)","STA","inflammatory VSMC",0.0210752688172043
"FOXO3 (22g)","STA","ECM-remodeling VSMC",0.0162873900293255
"FOXO3 (22g)","STA","metabolic-stress VSMC",0.00593548387096774
"FOXO3_extended (218g)","Ruptured","contractile VSMC",0.0782475564843362
"FOXO3_extended (218g)","Ruptured","synthetic VSMC",0.0832834348913388
"FOXO3_extended (218g)","Ruptured","inflammatory VSMC",0.13628532516173
"FOXO3_extended (218g)","Ruptured","ECM-remodeling VSMC",0.144822522982635
"FOXO3_extended (218g)","Ruptured","metabolic-stress VSMC",0.0820494268527976
"FOXO3_extended (218g)","STA","contractile VSMC",0.0858818522301668
"FOXO3_extended (218g)","STA","synthetic VSMC",0.088314606741573
"FOXO3_extended (218g)","STA","inflammatory VSMC",0.132074395641811
"FOXO3_extended (218g)","STA","ECM-remodeling VSMC",0.116662410623085
"FOXO3_extended (218g)","STA","metabolic-stress VSMC",0.0818607422540007
"FOXP1 (368g)","Ruptured","contractile VSMC",0.148323509291451
"FOXP1 (368g)","Ruptured","synthetic VSMC",0.168592159487161
"FOXP1 (368g)","Ruptured","inflammatory VSMC",0.364697820905686
"FOXP1 (368g)","Ruptured","ECM-remodeling VSMC",0.261459397344229
"FOXP1 (368g)","Ruptured","metabolic-stress VSMC",0.131793118450422
"FOXP1 (368g)","STA","contractile VSMC",0.0952996254681648
"FOXP1 (368g)","STA","synthetic VSMC",0.10203949608444
"FOXP1 (368g)","STA","inflammatory VSMC",0.295531154239019
"FOXP1 (368g)","STA","ECM-remodeling VSMC",0.14350102145046
"FOXP1 (368g)","STA","metabolic-stress VSMC",0.0838236295539666
"FOXP1_extended (545g)","Ruptured","contractile VSMC",0.23326906317062
"FOXP1_extended (545g)","Ruptured","synthetic VSMC",0.257766545736325
"FOXP1_extended (545g)","Ruptured","inflammatory VSMC",0.525125978890024
"FOXP1_extended (545g)","Ruptured","ECM-remodeling VSMC",0.356752213142663
"FOXP1_extended (545g)","Ruptured","metabolic-stress VSMC",0.203864487572353
"FOXP1_extended (545g)","STA","contractile VSMC",0.144127511065713
"FOXP1_extended (545g)","STA","synthetic VSMC",0.1443139257746
"FOXP1_extended (545g)","STA","inflammatory VSMC",0.427848144364998
"FOXP1_extended (545g)","STA","ECM-remodeling VSMC",0.202585120871638
"FOXP1_extended (545g)","STA","metabolic-stress VSMC",0.130749063670412
"FOXP2 (256g)","Ruptured","contractile VSMC",0.102769395844852
"FOXP2 (256g)","Ruptured","synthetic VSMC",0.116542214081927
"FOXP2 (256g)","Ruptured","inflammatory VSMC",0.0600212802179094
"FOXP2 (256g)","Ruptured","ECM-remodeling VSMC",0.190851634320735
"FOXP2 (256g)","Ruptured","metabolic-stress VSMC",0.0859720803541028
"FOXP2 (256g)","STA","contractile VSMC",0.194151344909772
"FOXP2 (256g)","STA","synthetic VSMC",0.206073374191352
"FOXP2 (256g)","STA","inflammatory VSMC",0.090103847463398
"FOXP2 (256g)","STA","ECM-remodeling VSMC",0.28699948927477
"FOXP2 (256g)","STA","metabolic-stress VSMC",0.194652706843718
"FOXP2_extended (316g)","Ruptured","contractile VSMC",0.140662630844055
"FOXP2_extended (316g)","Ruptured","synthetic VSMC",0.167095206227326
"FOXP2_extended (316g)","Ruptured","inflammatory VSMC",0.0666836908409942
"FOXP2_extended (316g)","Ruptured","ECM-remodeling VSMC",0.245190670752469
"FOXP2_extended (316g)","Ruptured","metabolic-stress VSMC",0.110794272311126
"FOXP2_extended (316g)","STA","contractile VSMC",0.250167688117126
"FOXP2_extended (316g)","STA","synthetic VSMC",0.271898195437521
"FOXP2_extended (316g)","STA","inflammatory VSMC",0.0966053796390875
"FOXP2_extended (316g)","STA","ECM-remodeling VSMC",0.354668028600613
"FOXP2_extended (316g)","STA","metabolic-stress VSMC",0.254294347974123
"FOXP4_extended (20g)","Ruptured","contractile VSMC",0.00903114591246421
"FOXP4_extended (20g)","Ruptured","synthetic VSMC",0.00913683285745662
"FOXP4_extended (20g)","Ruptured","inflammatory VSMC",0.0157452229299363
"FOXP4_extended (20g)","Ruptured","ECM-remodeling VSMC",0.0153397027600849
"FOXP4_extended (20g)","Ruptured","metabolic-stress VSMC",0.0109046945034206
"FOXP4_extended (20g)","STA","contractile VSMC",0.0068067940552017
"FOXP4_extended (20g)","STA","synthetic VSMC",0.00429723991507431
"FOXP4_extended (20g)","STA","inflammatory VSMC",0.0176942675159236
"FOXP4_extended (20g)","STA","ECM-remodeling VSMC",0.00199575371549894
"FOXP4_extended (20g)","STA","metabolic-stress VSMC",0.00385138004246285
"GABPA_extended (169g)","Ruptured","contractile VSMC",0.0267580193232188
"GABPA_extended (169g)","Ruptured","synthetic VSMC",0.0362702969250819
"GABPA_extended (169g)","Ruptured","inflammatory VSMC",0.0198425263874702
"GABPA_extended (169g)","Ruptured","ECM-remodeling VSMC",0.0381447906026558
"GABPA_extended (169g)","Ruptured","metabolic-stress VSMC",0.0221456134377483
"GABPA_extended (169g)","STA","contractile VSMC",0.0476447054817841
"GABPA_extended (169g)","STA","synthetic VSMC",0.0492254000680967
"GABPA_extended (169g)","STA","inflammatory VSMC",0.0248374191351719
"GABPA_extended (169g)","STA","ECM-remodeling VSMC",0.0615236636023153
"GABPA_extended (169g)","STA","metabolic-stress VSMC",0.0488917262512768
"GATA3 (24g)","Ruptured","contractile VSMC",0.00590883652135676
"GATA3 (24g)","Ruptured","synthetic VSMC",0.00847043798362257
"GATA3 (24g)","Ruptured","inflammatory VSMC",0.150624546114742
"GATA3 (24g)","Ruptured","ECM-remodeling VSMC",0.0158179012345679
"GATA3 (24g)","Ruptured","metabolic-stress VSMC",0.00739832970225127
"GATA3 (24g)","STA","contractile VSMC",0.00202069716775599
"GATA3 (24g)","STA","synthetic VSMC",0.00208424110384895
"GATA3 (24g)","STA","inflammatory VSMC",0.151323529411765
"GATA3 (24g)","STA","ECM-remodeling VSMC",0.00159041394335512
"GATA3 (24g)","STA","metabolic-stress VSMC",0.00142156862745098
"GATA3_extended (47g)","Ruptured","contractile VSMC",0.0134011021186504
"GATA3_extended (47g)","Ruptured","synthetic VSMC",0.0133190360629832
"GATA3_extended (47g)","Ruptured","inflammatory VSMC",0.164067648663393
"GATA3_extended (47g)","Ruptured","ECM-remodeling VSMC",0.0185488270594654
"GATA3_extended (47g)","Ruptured","metabolic-stress VSMC",0.0103867369824817
"GATA3_extended (47g)","STA","contractile VSMC",0.0023480632842335
"GATA3_extended (47g)","STA","synthetic VSMC",0.0019443535188216
"GATA3_extended (47g)","STA","inflammatory VSMC",0.147280960174577
"GATA3_extended (47g)","STA","ECM-remodeling VSMC",0.00243862520458265
"GATA3_extended (47g)","STA","metabolic-stress VSMC",0.00159847244953628
"GMEB2_extended (24g)","Ruptured","contractile VSMC",0.00375267334252763
"GMEB2_extended (24g)","Ruptured","synthetic VSMC",0.00323041093832169
"GMEB2_extended (24g)","Ruptured","inflammatory VSMC",0.0227850399419027
"GMEB2_extended (24g)","Ruptured","ECM-remodeling VSMC",0.000499273783587509
"GMEB2_extended (24g)","Ruptured","metabolic-stress VSMC",0.00433712579682079
"GMEB2_extended (24g)","STA","contractile VSMC",0.000965867828612927
"GMEB2_extended (24g)","STA","synthetic VSMC",0.000575526506899056
"GMEB2_extended (24g)","STA","inflammatory VSMC",0.0189179375453885
"GMEB2_extended (24g)","STA","ECM-remodeling VSMC",0.00149419026870007
"GMEB2_extended (24g)","STA","metabolic-stress VSMC",0.000945896877269426
"GTF2F1 (32g)","Ruptured","contractile VSMC",0.00396828535273648
"GTF2F1 (32g)","Ruptured","synthetic VSMC",0.00387931034482759
"GTF2F1 (32g)","Ruptured","inflammatory VSMC",0.0102456896551724
"GTF2F1 (32g)","Ruptured","ECM-remodeling VSMC",0.00987787356321839
"GTF2F1 (32g)","Ruptured","metabolic-stress VSMC",0.00246647509578544
"GTF2F1 (32g)","STA","contractile VSMC",0.00109195402298851
"GTF2F1 (32g)","STA","synthetic VSMC",0.00053448275862069
"GTF2F1 (32g)","STA","inflammatory VSMC",0.0142155172413793
"GTF2F1 (32g)","STA","ECM-remodeling VSMC",0.000625
"GTF2F1 (32g)","STA","metabolic-stress VSMC",0.000410919540229885
"GTF2F1_extended (51g)","Ruptured","contractile VSMC",0.00454718074793628
"GTF2F1_extended (51g)","Ruptured","synthetic VSMC",0.00489391158762356
"GTF2F1_extended (51g)","Ruptured","inflammatory VSMC",0.0207407407407407
"GTF2F1_extended (51g)","Ruptured","ECM-remodeling VSMC",0.0119566345056541
"GTF2F1_extended (51g)","Ruptured","metabolic-stress VSMC",0.00219305829327616
"GTF2F1_extended (51g)","STA","contractile VSMC",0.00212366428052703
"GTF2F1_extended (51g)","STA","synthetic VSMC",0.00092955700798838
"GTF2F1_extended (51g)","STA","inflammatory VSMC",0.0195424836601307
"GTF2F1_extended (51g)","STA","ECM-remodeling VSMC",0.00331050938894076
"GTF2F1_extended (51g)","STA","metabolic-stress VSMC",0.00164643635231871
"HCFC1_extended (53g)","Ruptured","contractile VSMC",0.00606688369340041
"HCFC1_extended (53g)","Ruptured","synthetic VSMC",0.0105043339559678
"HCFC1_extended (53g)","Ruptured","inflammatory VSMC",0.00458105092310814
"HCFC1_extended (53g)","Ruptured","ECM-remodeling VSMC",0.0140241428281599
"HCFC1_extended (53g)","Ruptured","metabolic-stress VSMC",0.00370257658754311
"HCFC1_extended (53g)","STA","contractile VSMC",0.0018086833029012
"HCFC1_extended (53g)","STA","synthetic VSMC",0.00620105498072631
"HCFC1_extended (53g)","STA","inflammatory VSMC",0.00469162101846216
"HCFC1_extended (53g)","STA","ECM-remodeling VSMC",0.00295698924731183
"HCFC1_extended (53g)","STA","metabolic-stress VSMC",0.00239399472509637
"HDAC1 (24g)","Ruptured","contractile VSMC",0.00280825887949471
"HDAC1 (24g)","Ruptured","synthetic VSMC",0.00426339118022688
"HDAC1 (24g)","Ruptured","inflammatory VSMC",0.025662672476398
"HDAC1 (24g)","Ruptured","ECM-remodeling VSMC",0.00594589687726943
"HDAC1 (24g)","Ruptured","metabolic-stress VSMC",0.00213326071169208
"HDAC1 (24g)","STA","contractile VSMC",0.000136165577342048
"HDAC1 (24g)","STA","synthetic VSMC",0.000101670297748729
"HDAC1 (24g)","STA","inflammatory VSMC",0.0326053013798112
"HDAC1 (24g)","STA","ECM-remodeling VSMC",0.000219680464778504
"HDAC1 (24g)","STA","metabolic-stress VSMC",6.17283950617284e-05
"HDAC2 (130g)","Ruptured","contractile VSMC",0.0850486360356477
"HDAC2 (130g)","Ruptured","synthetic VSMC",0.0861188404776161
"HDAC2 (130g)","Ruptured","inflammatory VSMC",0.048946203609125
"HDAC2 (130g)","Ruptured","ECM-remodeling VSMC",0.0755022131426626
"HDAC2 (130g)","Ruptured","metabolic-stress VSMC",0.120691938107668
"HDAC2 (130g)","STA","contractile VSMC",0.053585291113381
"HDAC2 (130g)","STA","synthetic VSMC",0.0574191351719442
"HDAC2 (130g)","STA","inflammatory VSMC",0.0488721484508001
"HDAC2 (130g)","STA","ECM-remodeling VSMC",0.047551923731699
"HDAC2 (130g)","STA","metabolic-stress VSMC",0.0577783452502554
"HDAC2_extended (254g)","Ruptured","contractile VSMC",0.1806221945254
"HDAC2_extended (254g)","Ruptured","synthetic VSMC",0.165017082878377
"HDAC2_extended (254g)","Ruptured","inflammatory VSMC",0.108084780388151
"HDAC2_extended (254g)","Ruptured","ECM-remodeling VSMC",0.137459567585972
"HDAC2_extended (254g)","Ruptured","metabolic-stress VSMC",0.23165645216207
"HDAC2_extended (254g)","STA","contractile VSMC",0.0990134490977188
"HDAC2_extended (254g)","STA","synthetic VSMC",0.0960886959482465
"HDAC2_extended (254g)","STA","inflammatory VSMC",0.114310520939734
"HDAC2_extended (254g)","STA","ECM-remodeling VSMC",0.0772940074906367
"HDAC2_extended (254g)","STA","metabolic-stress VSMC",0.0980609465440926
"HDX (56g)","Ruptured","contractile VSMC",0.0237386675043055
"HDX (56g)","Ruptured","synthetic VSMC",0.0240300451899198
"HDX (56g)","Ruptured","inflammatory VSMC",0.0317778433687525
"HDX (56g)","Ruptured","ECM-remodeling VSMC",0.0422323888232979
"HDX (56g)","Ruptured","metabolic-stress VSMC",0.0245501552319734
"HDX (56g)","STA","contractile VSMC",0.0200275482093664
"HDX (56g)","STA","synthetic VSMC",0.0189325068870523
"HDX (56g)","STA","inflammatory VSMC",0.0289088941361669
"HDX (56g)","STA","ECM-remodeling VSMC",0.0289620228256592
"HDX (56g)","STA","metabolic-stress VSMC",0.0235340417158599
"HIC1_extended (369g)","Ruptured","contractile VSMC",0.13034504409105
"HIC1_extended (369g)","Ruptured","synthetic VSMC",0.139938712972421
"HIC1_extended (369g)","Ruptured","inflammatory VSMC",0.0355473272046306
"HIC1_extended (369g)","Ruptured","ECM-remodeling VSMC",0.187180796731359
"HIC1_extended (369g)","Ruptured","metabolic-stress VSMC",0.0949145008133772
"HIC1_extended (369g)","STA","contractile VSMC",0.194178583588696
"HIC1_extended (369g)","STA","synthetic VSMC",0.207945182158665
"HIC1_extended (369g)","STA","inflammatory VSMC",0.052985188968335
"HIC1_extended (369g)","STA","ECM-remodeling VSMC",0.267980081716037
"HIC1_extended (369g)","STA","metabolic-stress VSMC",0.206394279877426
"HIF1A (23g)","Ruptured","contractile VSMC",0.212899983941069
"HIF1A (23g)","Ruptured","synthetic VSMC",0.187094764306159
"HIF1A (23g)","Ruptured","inflammatory VSMC",0.0547826086956522
"HIF1A (23g)","Ruptured","ECM-remodeling VSMC",0.1464568040655
"HIF1A (23g)","Ruptured","metabolic-stress VSMC",0.26865968170316
"HIF1A (23g)","STA","contractile VSMC",0.0590344438170525
"HIF1A (23g)","STA","synthetic VSMC",0.0358403914925654
"HIF1A (23g)","STA","inflammatory VSMC",0.0531168831168831
"HIF1A (23g)","STA","ECM-remodeling VSMC",0.0392377188029362
"HIF1A (23g)","STA","metabolic-stress VSMC",0.0555750047054395
"HIVEP2 (20g)","Ruptured","contractile VSMC",0.00909542453105826
"HIVEP2 (20g)","Ruptured","synthetic VSMC",0.0101032286404568
"HIVEP2 (20g)","Ruptured","inflammatory VSMC",0.127384288747346
"HIVEP2 (20g)","Ruptured","ECM-remodeling VSMC",0.0231422505307856
"HIVEP2 (20g)","Ruptured","metabolic-stress VSMC",0.0105390422269403
"HIVEP2 (20g)","STA","contractile VSMC",0.00176433121019108
"HIVEP2 (20g)","STA","synthetic VSMC",0.000492569002123142
"HIVEP2 (20g)","STA","inflammatory VSMC",0.049447983014862
"HIVEP2 (20g)","STA","ECM-remodeling VSMC",0.00258811040339703
"HIVEP2 (20g)","STA","metabolic-stress VSMC",0.000403397027600849
"HMGB2 (43g)","Ruptured","contractile VSMC",0.00550586092367265
"HMGB2 (43g)","Ruptured","synthetic VSMC",0.00829453374666364
"HMGB2 (43g)","Ruptured","inflammatory VSMC",0.0281730880481314
"HMGB2 (43g)","Ruptured","ECM-remodeling VSMC",0.0138985306028
"HMGB2 (43g)","Ruptured","metabolic-stress VSMC",0.00700952601334413
"HMGB2 (43g)","STA","contractile VSMC",0.00758532916811292
"HMGB2 (43g)","STA","synthetic VSMC",0.0048686798565313
"HMGB2 (43g)","STA","inflammatory VSMC",0.0254101585097767
"HMGB2 (43g)","STA","ECM-remodeling VSMC",0.0126888811755178
"HMGB2 (43g)","STA","metabolic-stress VSMC",0.0059932893671179
"HMGN3_extended (539g)","Ruptured","contractile VSMC",0.280498261659998
"HMGN3_extended (539g)","Ruptured","synthetic VSMC",0.342511711457856
"HMGN3_extended (539g)","Ruptured","inflammatory VSMC",0.130478379298604
"HMGN3_extended (539g)","Ruptured","ECM-remodeling VSMC",0.390630320054477
"HMGN3_extended (539g)","Ruptured","metabolic-stress VSMC",0.249971626376121
"HMGN3_extended (539g)","STA","contractile VSMC",0.310727783452503
"HMGN3_extended (539g)","STA","synthetic VSMC",0.33645216207014
"HMGN3_extended (539g)","STA","inflammatory VSMC",0.172226762002043
"HMGN3_extended (539g)","STA","ECM-remodeling VSMC",0.372778345250255
"HMGN3_extended (539g)","STA","metabolic-stress VSMC",0.329889342866871
"IKZF1 (50g)","Ruptured","contractile VSMC",0.00358303835873727
"IKZF1 (50g)","Ruptured","synthetic VSMC",0.00160738528373608
"IKZF1 (50g)","Ruptured","inflammatory VSMC",0.123998950131234
"IKZF1 (50g)","Ruptured","ECM-remodeling VSMC",0.00282152230971129
"IKZF1 (50g)","Ruptured","metabolic-stress VSMC",0.00089238845144357
"IKZF1 (50g)","STA","contractile VSMC",0.000217322834645669
"IKZF1 (50g)","STA","synthetic VSMC",0.000119685039370079
"IKZF1 (50g)","STA","inflammatory VSMC",0.143659842519685
"IKZF1 (50g)","STA","ECM-remodeling VSMC",0.000351706036745407
"IKZF1 (50g)","STA","metabolic-stress VSMC",1.46981627296588e-05
"IKZF1_extended (162g)","Ruptured","contractile VSMC",0.0404152336685065
"IKZF1_extended (162g)","Ruptured","synthetic VSMC",0.0380050015850093
"IKZF1_extended (162g)","Ruptured","inflammatory VSMC",0.373188627851549
"IKZF1_extended (162g)","Ruptured","ECM-remodeling VSMC",0.0392300817160368
"IKZF1_extended (162g)","Ruptured","metabolic-stress VSMC",0.0356088979684485
"IKZF1_extended (162g)","STA","contractile VSMC",0.0182839632277835
"IKZF1_extended (162g)","STA","synthetic VSMC",0.0176004426285325
"IKZF1_extended (162g)","STA","inflammatory VSMC",0.324824651004426
"IKZF1_extended (162g)","STA","ECM-remodeling VSMC",0.0167458290772898
"IKZF1_extended (162g)","STA","metabolic-stress VSMC",0.0161261491317671
"IRF1 (47g)","Ruptured","contractile VSMC",0.0445066742743885
"IRF1 (47g)","Ruptured","synthetic VSMC",0.0421694226536486
"IRF1 (47g)","Ruptured","inflammatory VSMC",0.21671031096563
"IRF1 (47g)","Ruptured","ECM-remodeling VSMC",0.0421576650300055
"IRF1 (47g)","Ruptured","metabolic-stress VSMC",0.0444323210280657
"IRF1 (47g)","STA","contractile VSMC",0.0243022367703219
"IRF1 (47g)","STA","synthetic VSMC",0.022949263502455
"IRF1 (47g)","STA","inflammatory VSMC",0.154572831423895
"IRF1 (47g)","STA","ECM-remodeling VSMC",0.0208597926895799
"IRF1 (47g)","STA","metabolic-stress VSMC",0.021342062193126
"IRF1_extended (436g)","Ruptured","contractile VSMC",0.131667541303146
"IRF1_extended (436g)","Ruptured","synthetic VSMC",0.121121129935543
"IRF1_extended (436g)","Ruptured","inflammatory VSMC",0.569235614572693
"IRF1_extended (436g)","Ruptured","ECM-remodeling VSMC",0.175125553285666
"IRF1_extended (436g)","Ruptured","metabolic-stress VSMC",0.137420553853138
"IRF1_extended (436g)","STA","contractile VSMC",0.102188457609806
"IRF1_extended (436g)","STA","synthetic VSMC",0.094379468845761
"IRF1_extended (436g)","STA","inflammatory VSMC",0.498207354443309
"IRF1_extended (436g)","STA","ECM-remodeling VSMC",0.0910376234252639
"IRF1_extended (436g)","STA","metabolic-stress VSMC",0.0960895471569629
"IRF4 (41g)","Ruptured","contractile VSMC",0.00860338541323891
"IRF4 (41g)","Ruptured","synthetic VSMC",0.00633255825458863
"IRF4 (41g)","Ruptured","inflammatory VSMC",0.113165949306552
"IRF4 (41g)","Ruptured","ECM-remodeling VSMC",0.0193986131037781
"IRF4 (41g)","Ruptured","metabolic-stress VSMC",0.00555954088952654
"IRF4 (41g)","STA","contractile VSMC",0.00215566714490674
"IRF4 (41g)","STA","synthetic VSMC",0.0012948350071736
"IRF4 (41g)","STA","inflammatory VSMC",0.0846640363462458
"IRF4 (41g)","STA","ECM-remodeling VSMC",0.00783596365375418
"IRF4 (41g)","STA","metabolic-stress VSMC",0.000907460545193687
"IRF4_extended (107g)","Ruptured","contractile VSMC",0.0152467880537152
"IRF4_extended (107g)","Ruptured","synthetic VSMC",0.0118787643971681
"IRF4_extended (107g)","Ruptured","inflammatory VSMC",0.214063670411985
"IRF4_extended (107g)","Ruptured","ECM-remodeling VSMC",0.0308669560776302
"IRF4_extended (107g)","Ruptured","metabolic-stress VSMC",0.010680304921878
"IRF4_extended (107g)","STA","contractile VSMC",0.00331120190670752
"IRF4_extended (107g)","STA","synthetic VSMC",0.00226251276813075
