"regulon","status","vsmc_state","mean_AUC"
"MEF2C_extended (41g)","STA","metabolic-stress VSMC",0.0399832615973219
"MEF2D (30g)","Ruptured","contractile VSMC",0.027837067548732
"MEF2D (30g)","Ruptured","synthetic VSMC",0.0258190632574869
"MEF2D (30g)","Ruptured","inflammatory VSMC",0.0766394557823129
"MEF2D (30g)","Ruptured","ECM-remodeling VSMC",0.0480536659108088
"MEF2D (30g)","Ruptured","metabolic-stress VSMC",0.0254262198706643
"MEF2D (30g)","STA","contractile VSMC",0.0115585789871504
"MEF2D (30g)","STA","synthetic VSMC",0.00847921390778534
"MEF2D (30g)","STA","inflammatory VSMC",0.0659183673469388
"MEF2D (30g)","STA","ECM-remodeling VSMC",0.010671201814059
"MEF2D (30g)","STA","metabolic-stress VSMC",0.00692668178382464
"MEF2D_extended (126g)","Ruptured","contractile VSMC",0.0552567214251577
"MEF2D_extended (126g)","Ruptured","synthetic VSMC",0.0527455883906872
"MEF2D_extended (126g)","Ruptured","inflammatory VSMC",0.0980890364317331
"MEF2D_extended (126g)","Ruptured","ECM-remodeling VSMC",0.0816841164453524
"MEF2D_extended (126g)","Ruptured","metabolic-stress VSMC",0.0648053569401884
"MEF2D_extended (126g)","STA","contractile VSMC",0.0353285665645216
"MEF2D_extended (126g)","STA","synthetic VSMC",0.0362044603336738
"MEF2D_extended (126g)","STA","inflammatory VSMC",0.084514811031665
"MEF2D_extended (126g)","STA","ECM-remodeling VSMC",0.0293956418113721
"MEF2D_extended (126g)","STA","metabolic-stress VSMC",0.0428353762342526
"MEIS3_extended (22g)","Ruptured","contractile VSMC",0.027178562780812
"MEIS3_extended (22g)","Ruptured","synthetic VSMC",0.031186166447568
"MEIS3_extended (22g)","Ruptured","inflammatory VSMC",0.0163831867057674
"MEIS3_extended (22g)","Ruptured","ECM-remodeling VSMC",0.0357282502443793
"MEIS3_extended (22g)","Ruptured","metabolic-stress VSMC",0.0557347670250896
"MEIS3_extended (22g)","STA","contractile VSMC",0.00817986314760508
"MEIS3_extended (22g)","STA","synthetic VSMC",0.00834017595307918
"MEIS3_extended (22g)","STA","inflammatory VSMC",0.0251104594330401
"MEIS3_extended (22g)","STA","ECM-remodeling VSMC",0.0150322580645161
"MEIS3_extended (22g)","STA","metabolic-stress VSMC",0.00716129032258065
"MTA3_extended (39g)","Ruptured","contractile VSMC",0.00469625220323266
"MTA3_extended (39g)","Ruptured","synthetic VSMC",0.00747062366252771
"MTA3_extended (39g)","Ruptured","inflammatory VSMC",0.00272017837235229
"MTA3_extended (39g)","Ruptured","ECM-remodeling VSMC",0.0139817911557042
"MTA3_extended (39g)","Ruptured","metabolic-stress VSMC",0.00149331791843869
"MTA3_extended (39g)","STA","contractile VSMC",0.00398984268549486
"MTA3_extended (39g)","STA","synthetic VSMC",0.0107035798340146
"MTA3_extended (39g)","STA","inflammatory VSMC",0.00301994301994302
"MTA3_extended (39g)","STA","ECM-remodeling VSMC",0.0126037408646104
"MTA3_extended (39g)","STA","metabolic-stress VSMC",0.00293571163136381
"MXI1_extended (324g)","Ruptured","contractile VSMC",0.205602046649361
"MXI1_extended (324g)","Ruptured","synthetic VSMC",0.211704413370434
"MXI1_extended (324g)","Ruptured","inflammatory VSMC",0.211492168879809
"MXI1_extended (324g)","Ruptured","ECM-remodeling VSMC",0.264279026217228
"MXI1_extended (324g)","Ruptured","metabolic-stress VSMC",0.220188779177543
"MXI1_extended (324g)","STA","contractile VSMC",0.0601302349336057
"MXI1_extended (324g)","STA","synthetic VSMC",0.0442934967654069
"MXI1_extended (324g)","STA","inflammatory VSMC",0.173900238338441
"MXI1_extended (324g)","STA","ECM-remodeling VSMC",0.0762776642832823
"MXI1_extended (324g)","STA","metabolic-stress VSMC",0.0483154579502894
"MYC (68g)","Ruptured","contractile VSMC",0.0917554969130149
"MYC (68g)","Ruptured","synthetic VSMC",0.0724454286618159
"MYC (68g)","Ruptured","inflammatory VSMC",0.0596591113509624
"MYC (68g)","Ruptured","ECM-remodeling VSMC",0.0747436589314625
"MYC (68g)","Ruptured","metabolic-stress VSMC",0.118199216485779
"MYC (68g)","STA","contractile VSMC",0.0823448461953589
"MYC (68g)","STA","synthetic VSMC",0.0838936859147329
"MYC (68g)","STA","inflammatory VSMC",0.0872189242669545
"MYC (68g)","STA","ECM-remodeling VSMC",0.06717125382263
"MYC (68g)","STA","metabolic-stress VSMC",0.0832559812915992
"MYC_extended (466g)","Ruptured","contractile VSMC",0.258523020119763
"MYC_extended (466g)","Ruptured","synthetic VSMC",0.244232327145927
"MYC_extended (466g)","Ruptured","inflammatory VSMC",0.176805413687436
"MYC_extended (466g)","Ruptured","ECM-remodeling VSMC",0.260374106230848
"MYC_extended (466g)","Ruptured","metabolic-stress VSMC",0.29243039004275
"MYC_extended (466g)","STA","contractile VSMC",0.280598399727613
"MYC_extended (466g)","STA","synthetic VSMC",0.255545624787198
"MYC_extended (466g)","STA","inflammatory VSMC",0.227448076268301
"MYC_extended (466g)","STA","ECM-remodeling VSMC",0.2569126659857
"MYC_extended (466g)","STA","metabolic-stress VSMC",0.287280388151175
"NELFE_extended (55g)","Ruptured","contractile VSMC",0.010209327445002
"NELFE_extended (55g)","Ruptured","synthetic VSMC",0.00766740325813248
"NELFE_extended (55g)","Ruptured","inflammatory VSMC",0.0105315449577745
"NELFE_extended (55g)","Ruptured","ECM-remodeling VSMC",0.0138350720317933
"NELFE_extended (55g)","Ruptured","metabolic-stress VSMC",0.00935861345697411
"NELFE_extended (55g)","STA","contractile VSMC",0.0102901142573274
"NELFE_extended (55g)","STA","synthetic VSMC",0.00930948832588177
"NELFE_extended (55g)","STA","inflammatory VSMC",0.0148534525583706
"NELFE_extended (55g)","STA","ECM-remodeling VSMC",0.00668455042225534
"NELFE_extended (55g)","STA","metabolic-stress VSMC",0.0089846000993542
"NFE2L3_extended (237g)","Ruptured","contractile VSMC",0.0730395648058776
"NFE2L3_extended (237g)","Ruptured","synthetic VSMC",0.06533760698813
"NFE2L3_extended (237g)","Ruptured","inflammatory VSMC",0.258299284984678
"NFE2L3_extended (237g)","Ruptured","ECM-remodeling VSMC",0.083982379979571
"NFE2L3_extended (237g)","Ruptured","metabolic-stress VSMC",0.103674857186093
"NFE2L3_extended (237g)","STA","contractile VSMC",0.036847974123255
"NFE2L3_extended (237g)","STA","synthetic VSMC",0.0377919645897174
"NFE2L3_extended (237g)","STA","inflammatory VSMC",0.225357507660878
"NFE2L3_extended (237g)","STA","ECM-remodeling VSMC",0.0306750085120872
"NFE2L3_extended (237g)","STA","metabolic-stress VSMC",0.0310589036431733
"NFIB (120g)","Ruptured","contractile VSMC",0.0493845526702964
"NFIB (120g)","Ruptured","synthetic VSMC",0.066174139692156
"NFIB (120g)","Ruptured","inflammatory VSMC",0.0338687436159346
"NFIB (120g)","Ruptured","ECM-remodeling VSMC",0.0956013789581205
"NFIB (120g)","Ruptured","metabolic-stress VSMC",0.0419905988726213
"NFIB (120g)","STA","contractile VSMC",0.0716002723867892
"NFIB (120g)","STA","synthetic VSMC",0.0904707184201566
"NFIB (120g)","STA","inflammatory VSMC",0.0358827034388832
"NFIB (120g)","STA","ECM-remodeling VSMC",0.112851549199864
"NFIB (120g)","STA","metabolic-stress VSMC",0.0848918964930201
"NFIB_extended (122g)","Ruptured","contractile VSMC",0.0604295714593622
"NFIB_extended (122g)","Ruptured","synthetic VSMC",0.0818481208833785
"NFIB_extended (122g)","Ruptured","inflammatory VSMC",0.034347974123255
"NFIB_extended (122g)","Ruptured","ECM-remodeling VSMC",0.104560350697991
"NFIB_extended (122g)","Ruptured","metabolic-stress VSMC",0.0524155411795861
"NFIB_extended (122g)","STA","contractile VSMC",0.09369594824651
"NFIB_extended (122g)","STA","synthetic VSMC",0.11326608784474
"NFIB_extended (122g)","STA","inflammatory VSMC",0.0381460674157303
"NFIB_extended (122g)","STA","ECM-remodeling VSMC",0.13668709567586
"NFIB_extended (122g)","STA","metabolic-stress VSMC",0.107369765066394
"NFIC_extended (99g)","Ruptured","contractile VSMC",0.0649347302527387
"NFIC_extended (99g)","Ruptured","synthetic VSMC",0.0731834031911521
"NFIC_extended (99g)","Ruptured","inflammatory VSMC",0.0413840653728294
"NFIC_extended (99g)","Ruptured","ECM-remodeling VSMC",0.0827162070139598
"NFIC_extended (99g)","Ruptured","metabolic-stress VSMC",0.0599889342866871
"NFIC_extended (99g)","STA","contractile VSMC",0.0999055158324821
"NFIC_extended (99g)","STA","synthetic VSMC",0.1036278515492
"NFIC_extended (99g)","STA","inflammatory VSMC",0.0518845760980592
"NFIC_extended (99g)","STA","ECM-remodeling VSMC",0.109690160027239
"NFIC_extended (99g)","STA","metabolic-stress VSMC",0.0996612189308819
"NFIL3 (26g)","Ruptured","contractile VSMC",0.0895044562946623
"NFIL3 (26g)","Ruptured","synthetic VSMC",0.0826497092767931
"NFIL3 (26g)","Ruptured","inflammatory VSMC",0.0773051451859399
"NFIL3 (26g)","Ruptured","ECM-remodeling VSMC",0.119460010188487
"NFIL3 (26g)","Ruptured","metabolic-stress VSMC",0.104757457406464
"NFIL3 (26g)","STA","contractile VSMC",0.103720495839701
"NFIL3 (26g)","STA","synthetic VSMC",0.105994226524028
"NFIL3 (26g)","STA","inflammatory VSMC",0.106403464085583
"NFIL3 (26g)","STA","ECM-remodeling VSMC",0.0891186958736628
"NFIL3 (26g)","STA","metabolic-stress VSMC",0.118062489386993
"NFIL3_extended (44g)","Ruptured","contractile VSMC",0.0626148356713301
"NFIL3_extended (44g)","Ruptured","synthetic VSMC",0.0586654724585759
"NFIL3_extended (44g)","Ruptured","inflammatory VSMC",0.0559056732740943
"NFIL3_extended (44g)","Ruptured","ECM-remodeling VSMC",0.0911084529505582
"NFIL3_extended (44g)","Ruptured","metabolic-stress VSMC",0.0748430419483051
"NFIL3_extended (44g)","STA","contractile VSMC",0.08522670312144
"NFIL3_extended (44g)","STA","synthetic VSMC",0.0879927090453406
"NFIL3_extended (44g)","STA","inflammatory VSMC",0.0747835497835498
"NFIL3_extended (44g)","STA","ECM-remodeling VSMC",0.0736033264980633
"NFIL3_extended (44g)","STA","metabolic-stress VSMC",0.0968580542264753
"NFKB1_extended (22g)","Ruptured","contractile VSMC",0.0130027711264764
"NFKB1_extended (22g)","Ruptured","synthetic VSMC",0.0133481646273637
"NFKB1_extended (22g)","Ruptured","inflammatory VSMC",0.111681329423265
"NFKB1_extended (22g)","Ruptured","ECM-remodeling VSMC",0.0110948191593353
"NFKB1_extended (22g)","Ruptured","metabolic-stress VSMC",0.0191647659389595
"NFKB1_extended (22g)","STA","contractile VSMC",0.00593743890518084
"NFKB1_extended (22g)","STA","synthetic VSMC",0.00629325513196481
"NFKB1_extended (22g)","STA","inflammatory VSMC",0.0693411534701857
"NFKB1_extended (22g)","STA","ECM-remodeling VSMC",0.00527272727272727
"NFKB1_extended (22g)","STA","metabolic-stress VSMC",0.00489931573802542
"NFKB2_extended (21g)","Ruptured","contractile VSMC",0.00589217102978571
"NFKB2_extended (21g)","Ruptured","synthetic VSMC",0.00839964633068081
"NFKB2_extended (21g)","Ruptured","inflammatory VSMC",0.0366178266178266
"NFKB2_extended (21g)","Ruptured","ECM-remodeling VSMC",0.0103530728530729
"NFKB2_extended (21g)","Ruptured","metabolic-stress VSMC",0.00518925518925519
"NFKB2_extended (21g)","STA","contractile VSMC",0.00385632885632886
"NFKB2_extended (21g)","STA","synthetic VSMC",0.000567765567765568
"NFKB2_extended (21g)","STA","inflammatory VSMC",0.0317378917378917
"NFKB2_extended (21g)","STA","ECM-remodeling VSMC",0.00509157509157509
"NFKB2_extended (21g)","STA","metabolic-stress VSMC",0.00078958078958079
"NFYA_extended (26g)","Ruptured","contractile VSMC",0.00523912565956433
"NFYA_extended (26g)","Ruptured","synthetic VSMC",0.00532260614471165
"NFYA_extended (26g)","Ruptured","inflammatory VSMC",0.0048106639497368
"NFYA_extended (26g)","Ruptured","ECM-remodeling VSMC",0.0155798947189676
"NFYA_extended (26g)","Ruptured","metabolic-stress VSMC",0.00307069677930605
"NFYA_extended (26g)","STA","contractile VSMC",0.000750551876379691
"NFYA_extended (26g)","STA","synthetic VSMC",0.000259806418746816
"NFYA_extended (26g)","STA","inflammatory VSMC",0.00874002377313636
"NFYA_extended (26g)","STA","ECM-remodeling VSMC",0.00232637120054339
"NFYA_extended (26g)","STA","metabolic-stress VSMC",4.24520292069961e-05
"NFYB_extended (237g)","Ruptured","contractile VSMC",0.131030306154005
"NFYB_extended (237g)","Ruptured","synthetic VSMC",0.13133563453207
"NFYB_extended (237g)","Ruptured","inflammatory VSMC",0.0630209397344229
"NFYB_extended (237g)","Ruptured","ECM-remodeling VSMC",0.150504341164454
"NFYB_extended (237g)","Ruptured","metabolic-stress VSMC",0.120152839253963
"NFYB_extended (237g)","STA","contractile VSMC",0.231655600953354
"NFYB_extended (237g)","STA","synthetic VSMC",0.260411985018727
"NFYB_extended (237g)","STA","inflammatory VSMC",0.0823953013278856
"NFYB_extended (237g)","STA","ECM-remodeling VSMC",0.241071671773919
"NFYB_extended (237g)","STA","metabolic-stress VSMC",0.260114913176711
"NFYC_extended (22g)","Ruptured","contractile VSMC",0.00157389222201297
"NFYC_extended (22g)","Ruptured","synthetic VSMC",0.00333704115684093
"NFYC_extended (22g)","Ruptured","inflammatory VSMC",0.0397888563049853
"NFYC_extended (22g)","Ruptured","ECM-remodeling VSMC",0.00180840664711632
"NFYC_extended (22g)","Ruptured","metabolic-stress VSMC",0.0025089605734767
"NFYC_extended (22g)","STA","contractile VSMC",0.00179667644183773
"NFYC_extended (22g)","STA","synthetic VSMC",0.00055327468230694
"NFYC_extended (22g)","STA","inflammatory VSMC",0.0325122189638319
"NFYC_extended (22g)","STA","ECM-remodeling VSMC",0.00380449657869013
"NFYC_extended (22g)","STA","metabolic-stress VSMC",0.00216813294232649
"NR1H2_extended (30g)","Ruptured","contractile VSMC",0.0154631883334374
"NR1H2_extended (30g)","Ruptured","synthetic VSMC",0.0195793259832669
"NR1H2_extended (30g)","Ruptured","inflammatory VSMC",0.00387755102040816
"NR1H2_extended (30g)","Ruptured","ECM-remodeling VSMC",0.0128306878306878
"NR1H2_extended (30g)","Ruptured","metabolic-stress VSMC",0.0129083732258335
"NR1H2_extended (30g)","STA","contractile VSMC",0.0384172335600907
"NR1H2_extended (30g)","STA","synthetic VSMC",0.0514920634920635
"NR1H2_extended (30g)","STA","inflammatory VSMC",0.00353590325018896
"NR1H2_extended (30g)","STA","ECM-remodeling VSMC",0.0406364323507181
"NR1H2_extended (30g)","STA","metabolic-stress VSMC",0.0528526077097506
"NR2C2_extended (181g)","Ruptured","contractile VSMC",0.0285842134362905
"NR2C2_extended (181g)","Ruptured","synthetic VSMC",0.0287855306259026
"NR2C2_extended (181g)","Ruptured","inflammatory VSMC",0.193935989104528
"NR2C2_extended (181g)","Ruptured","ECM-remodeling VSMC",0.0355379639087504
"NR2C2_extended (181g)","Ruptured","metabolic-stress VSMC",0.0341878523058298
"NR2C2_extended (181g)","STA","contractile VSMC",0.0143386108273749
"NR2C2_extended (181g)","STA","synthetic VSMC",0.0169535240040858
"NR2C2_extended (181g)","STA","inflammatory VSMC",0.125286857337419
"NR2C2_extended (181g)","STA","ECM-remodeling VSMC",0.0193981954375213
"NR2C2_extended (181g)","STA","metabolic-stress VSMC",0.0106945863125638
"NR2F2_extended (110g)","Ruptured","contractile VSMC",0.0426912408280309
"NR2F2_extended (110g)","Ruptured","synthetic VSMC",0.0485629248705576
"NR2F2_extended (110g)","Ruptured","inflammatory VSMC",0.0123723186925434
"NR2F2_extended (110g)","Ruptured","ECM-remodeling VSMC",0.0878766598569969
"NR2F2_extended (110g)","Ruptured","metabolic-stress VSMC",0.0250657322286536
"NR2F2_extended (110g)","STA","contractile VSMC",0.0426200204290092
"NR2F2_extended (110g)","STA","synthetic VSMC",0.0382320394960844
"NR2F2_extended (110g)","STA","inflammatory VSMC",0.0106996935648621
"NR2F2_extended (110g)","STA","ECM-remodeling VSMC",0.0859856996935649
"NR2F2_extended (110g)","STA","metabolic-stress VSMC",0.0390083418454205
"NR3C1_extended (33g)","Ruptured","contractile VSMC",0.00506015815648843
"NR3C1_extended (33g)","Ruptured","synthetic VSMC",0.00584871705561361
"NR3C1_extended (33g)","Ruptured","inflammatory VSMC",0.0745286195286195
"NR3C1_extended (33g)","Ruptured","ECM-remodeling VSMC",0.00901374859708193
"NR3C1_extended (33g)","Ruptured","metabolic-stress VSMC",0.00220959595959596
"NR3C1_extended (33g)","STA","contractile VSMC",0.00262065095398429
"NR3C1_extended (33g)","STA","synthetic VSMC",0.0010479797979798
"NR3C1_extended (33g)","STA","inflammatory VSMC",0.0649537037037037
"NR3C1_extended (33g)","STA","ECM-remodeling VSMC",0.00608164983164983
"NR3C1_extended (33g)","STA","metabolic-stress VSMC",0.00120650953984287
"NRF1_extended (162g)","Ruptured","contractile VSMC",0.0183556521820618
"NRF1_extended (162g)","Ruptured","synthetic VSMC",0.0234141101053151
"NRF1_extended (162g)","Ruptured","inflammatory VSMC",0.237217398706163
"NRF1_extended (162g)","Ruptured","ECM-remodeling VSMC",0.0513917262512768
"NRF1_extended (162g)","Ruptured","metabolic-stress VSMC",0.0148654144440661
"NRF1_extended (162g)","STA","contractile VSMC",0.00743105209397344
"NRF1_extended (162g)","STA","synthetic VSMC",0.00628787878787879
"NRF1_extended (162g)","STA","inflammatory VSMC",0.144932754511406
"NRF1_extended (162g)","STA","ECM-remodeling VSMC",0.0212631937351038
"NRF1_extended (162g)","STA","metabolic-stress VSMC",0.00461780728634661
"PBX1 (108g)","Ruptured","contractile VSMC",0.0328878934692768
"PBX1 (108g)","Ruptured","synthetic VSMC",0.039907012785742
"PBX1 (108g)","Ruptured","inflammatory VSMC",0.0228175008512087
"PBX1 (108g)","Ruptured","ECM-remodeling VSMC",0.0710759278175009
"PBX1 (108g)","Ruptured","metabolic-stress VSMC",0.0256402981122082
"PBX1 (108g)","STA","contractile VSMC",0.0386993530813756
"PBX1 (108g)","STA","synthetic VSMC",0.0454911474293497
"PBX1 (108g)","STA","inflammatory VSMC",0.0208103506979911
"PBX1 (108g)","STA","ECM-remodeling VSMC",0.0673399727613211
"PBX1 (108g)","STA","metabolic-stress VSMC",0.0449599931903303
"PBX1_extended (443g)","Ruptured","contractile VSMC",0.253896036959639
"PBX1_extended (443g)","Ruptured","synthetic VSMC",0.291729773519777
"PBX1_extended (443g)","Ruptured","inflammatory VSMC",0.119425434116445
"PBX1_extended (443g)","Ruptured","ECM-remodeling VSMC",0.364189649302009
"PBX1_extended (443g)","Ruptured","metabolic-stress VSMC",0.22880253849355
"PBX1_extended (443g)","STA","contractile VSMC",0.360012768130746
"PBX1_extended (443g)","STA","synthetic VSMC",0.396321927136534
"PBX1_extended (443g)","STA","inflammatory VSMC",0.128238849165815
"PBX1_extended (443g)","STA","ECM-remodeling VSMC",0.454554817841335
"PBX1_extended (443g)","STA","metabolic-stress VSMC",0.37768556350017
"PBX3 (24g)","Ruptured","contractile VSMC",0.00304561172073315
"PBX3 (24g)","Ruptured","synthetic VSMC",0.00516490120952596
"PBX3 (24g)","Ruptured","inflammatory VSMC",0.0267665214233842
"PBX3 (24g)","Ruptured","ECM-remodeling VSMC",0.0135711692084241
"PBX3 (24g)","Ruptured","metabolic-stress VSMC",0.00166928911482288
"PBX3 (24g)","STA","contractile VSMC",0.00407225853304285
"PBX3 (24g)","STA","synthetic VSMC",0.00367102396514161
"PBX3 (24g)","STA","inflammatory VSMC",0.0198892519970951
"PBX3 (24g)","STA","ECM-remodeling VSMC",0.0142120551924473
"PBX3 (24g)","STA","metabolic-stress VSMC",0.00252178649237473
"PBX3_extended (286g)","Ruptured","contractile VSMC",0.0521747992240725
"PBX3_extended (286g)","Ruptured","synthetic VSMC",0.0601599098305801
"PBX3_extended (286g)","Ruptured","inflammatory VSMC",0.0937512768130746
"PBX3_extended (286g)","Ruptured","ECM-remodeling VSMC",0.14690798433776
"PBX3_extended (286g)","Ruptured","metabolic-stress VSMC",0.0504081072901298
"PBX3_extended (286g)","STA","contractile VSMC",0.0400408580183861
"PBX3_extended (286g)","STA","synthetic VSMC",0.0412972420837589
"PBX3_extended (286g)","STA","inflammatory VSMC",0.0795318352059925
"PBX3_extended (286g)","STA","ECM-remodeling VSMC",0.104014300306435
"PBX3_extended (286g)","STA","metabolic-stress VSMC",0.0318198842356146
"PBX4 (95g)","Ruptured","contractile VSMC",0.016565771101386
"PBX4 (95g)","Ruptured","synthetic VSMC",0.0214152372230636
"PBX4 (95g)","Ruptured","inflammatory VSMC",0.196209567585972
"PBX4 (95g)","Ruptured","ECM-remodeling VSMC",0.0320054477357848
"PBX4 (95g)","Ruptured","metabolic-stress VSMC",0.0128532516172966
"PBX4 (95g)","STA","contractile VSMC",0.00446203609124957
"PBX4 (95g)","STA","synthetic VSMC",0.00234848484848485
"PBX4 (95g)","STA","inflammatory VSMC",0.131250425604358
"PBX4 (95g)","STA","ECM-remodeling VSMC",0.00782686414708887
"PBX4 (95g)","STA","metabolic-stress VSMC",0.00220377936670071
"PHF21A (74g)","Ruptured","contractile VSMC",0.0343103859181173
"PHF21A (74g)","Ruptured","synthetic VSMC",0.0400293162261693
"PHF21A (74g)","Ruptured","inflammatory VSMC",0.0404364558733491
"PHF21A (74g)","Ruptured","ECM-remodeling VSMC",0.0502711449313391
"PHF21A (74g)","Ruptured","metabolic-stress VSMC",0.0277680593214574
"PHF21A (74g)","STA","contractile VSMC",0.0103769789206682
"PHF21A (74g)","STA","synthetic VSMC",0.0096851220152191
"PHF21A (74g)","STA","inflammatory VSMC",0.0226073646461996
"PHF21A (74g)","STA","ECM-remodeling VSMC",0.0291716959678125
"PHF21A (74g)","STA","metabolic-stress VSMC",0.00623895740400595
"PHF8_extended (23g)","Ruptured","contractile VSMC",0.00858375768627065
"PHF8_extended (23g)","Ruptured","synthetic VSMC",0.00441986798808388
"PHF8_extended (23g)","Ruptured","inflammatory VSMC",0.0766666666666667
"PHF8_extended (23g)","Ruptured","ECM-remodeling VSMC",0.0114577451533973
"PHF8_extended (23g)","Ruptured","metabolic-stress VSMC",0.00730388773867035
"PHF8_extended (23g)","STA","contractile VSMC",0.00126105778279691
"PHF8_extended (23g)","STA","synthetic VSMC",0.000329380764163373
"PHF8_extended (23g)","STA","inflammatory VSMC",0.0509768492377188
"PHF8_extended (23g)","STA","ECM-remodeling VSMC",0.00236965932618107
"PHF8_extended (23g)","STA","metabolic-stress VSMC",0.000472426124600038
"PML_extended (55g)","Ruptured","contractile VSMC",0.00275092631838007
"PML_extended (55g)","Ruptured","synthetic VSMC",0.00604347602651729
"PML_extended (55g)","Ruptured","inflammatory VSMC",0.0028166915052161
"PML_extended (55g)","Ruptured","ECM-remodeling VSMC",0.00403626428216592
"PML_extended (55g)","Ruptured","metabolic-stress VSMC",0.00201744218137661
"PML_extended (55g)","STA","contractile VSMC",0.00179135618479881
"PML_extended (55g)","STA","synthetic VSMC",0.000614008941877794
"PML_extended (55g)","STA","inflammatory VSMC",0.00351415797317437
"PML_extended (55g)","STA","ECM-remodeling VSMC",0.00341182314952807
"PML_extended (55g)","STA","metabolic-stress VSMC",0.000929955290611028
"POLD2_extended (28g)","Ruptured","contractile VSMC",0.0339462735405104
"POLD2_extended (28g)","Ruptured","synthetic VSMC",0.0367309154626905
"POLD2_extended (28g)","Ruptured","inflammatory VSMC",0.0161585170981144
"POLD2_extended (28g)","Ruptured","ECM-remodeling VSMC",0.0296620325982742
"POLD2_extended (28g)","Ruptured","metabolic-stress VSMC",0.0314131245339299
"POLD2_extended (28g)","STA","contractile VSMC",0.034263342921061
"POLD2_extended (28g)","STA","synthetic VSMC",0.0454010866091403
"POLD2_extended (28g)","STA","inflammatory VSMC",0.0183828699264941
"POLD2_extended (28g)","STA","ECM-remodeling VSMC",0.028130393096836
"POLD2_extended (28g)","STA","metabolic-stress VSMC",0.0355960370725471
"POLR2A (323g)","Ruptured","contractile VSMC",0.0679159130736288
"POLR2A (323g)","Ruptured","synthetic VSMC",0.0774805396076221
"POLR2A (323g)","Ruptured","inflammatory VSMC",0.344843377596187
"POLR2A (323g)","Ruptured","ECM-remodeling VSMC",0.12407431052094
"POLR2A (323g)","Ruptured","metabolic-stress VSMC",0.0587239435554042
"POLR2A (323g)","STA","contractile VSMC",0.0191445352400409
"POLR2A (323g)","STA","synthetic VSMC",0.013474633980252
"POLR2A (323g)","STA","inflammatory VSMC",0.259762512768131
"POLR2A (323g)","STA","ECM-remodeling VSMC",0.0342007150153218
"POLR2A (323g)","STA","metabolic-stress VSMC",0.0100987402110998
"POLR2A_extended (480g)","Ruptured","contractile VSMC",0.0960620273448848
"POLR2A_extended (480g)","Ruptured","synthetic VSMC",0.105940262759325
"POLR2A_extended (480g)","Ruptured","inflammatory VSMC",0.481209567585972
"POLR2A_extended (480g)","Ruptured","ECM-remodeling VSMC",0.179477357848144
"POLR2A_extended (480g)","Ruptured","metabolic-stress VSMC",0.0847165474974464
"POLR2A_extended (480g)","STA","contractile VSMC",0.0259550561797753
"POLR2A_extended (480g)","STA","synthetic VSMC",0.0184278175008512
"POLR2A_extended (480g)","STA","inflammatory VSMC",0.371811372148451
"POLR2A_extended (480g)","STA","ECM-remodeling VSMC",0.0509925093632959
"POLR2A_extended (480g)","STA","metabolic-stress VSMC",0.0159422880490296
"POLR3A_extended (22g)","Ruptured","contractile VSMC",0.0037746509187764
"POLR3A_extended (22g)","Ruptured","synthetic VSMC",0.00396400040448984
"POLR3A_extended (22g)","Ruptured","inflammatory VSMC",0.000703812316715543
"POLR3A_extended (22g)","Ruptured","ECM-remodeling VSMC",0.0040811339198436
"POLR3A_extended (22g)","Ruptured","metabolic-stress VSMC",0.00112414467253177
"POLR3A_extended (22g)","STA","contractile VSMC",0.000703812316715543
"POLR3A_extended (22g)","STA","synthetic VSMC",0.00386119257086999
"POLR3A_extended (22g)","STA","inflammatory VSMC",0.00140566959921799
"POLR3A_extended (22g)","STA","ECM-remodeling VSMC",0.000782013685239492
"POLR3A_extended (22g)","STA","metabolic-stress VSMC",0.000633431085043988
"POLR3G_extended (25g)","Ruptured","contractile VSMC",0.00338966682761951
"POLR3G_extended (25g)","Ruptured","synthetic VSMC",0.00707803992740472
"POLR3G_extended (25g)","Ruptured","inflammatory VSMC",0.0059140350877193
"POLR3G_extended (25g)","Ruptured","ECM-remodeling VSMC",0.00822368421052632
"POLR3G_extended (25g)","Ruptured","metabolic-stress VSMC",0.00327485380116959
"POLR3G_extended (25g)","STA","contractile VSMC",0.00660701754385965
"POLR3G_extended (25g)","STA","synthetic VSMC",0.00475087719298246
"POLR3G_extended (25g)","STA","inflammatory VSMC",0.0033280701754386
"POLR3G_extended (25g)","STA","ECM-remodeling VSMC",0.00896491228070175
"POLR3G_extended (25g)","STA","metabolic-stress VSMC",0.00568245614035088
"POU2F1_extended (135g)","Ruptured","contractile VSMC",0.0201537329797303
"POU2F1_extended (135g)","Ruptured","synthetic VSMC",0.0245412278538974
"POU2F1_extended (135g)","Ruptured","inflammatory VSMC",0.0687870275791624
"POU2F1_extended (135g)","Ruptured","ECM-remodeling VSMC",0.0596058903643173
"POU2F1_extended (135g)","Ruptured","metabolic-stress VSMC",0.016404683539515
"POU2F1_extended (135g)","STA","contractile VSMC",0.0111227442969016
"POU2F1_extended (135g)","STA","synthetic VSMC",0.006227442969016
"POU2F1_extended (135g)","STA","inflammatory VSMC",0.0514368403132448
"POU2F1_extended (135g)","STA","ECM-remodeling VSMC",0.0377502553626149
"POU2F1_extended (135g)","STA","metabolic-stress VSMC",0.00724463738508682
"PRDM1_extended (83g)","Ruptured","contractile VSMC",0.0321947559905835
"PRDM1_extended (83g)","Ruptured","synthetic VSMC",0.0294000654120517
