"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0.000139054712772431,0.558653310653883,0.349,0.29,1,"contractile VSMC","HSPB6"
0.000139261888967315,0.4174797354797,0.388,0.358,1,"contractile VSMC","IER3IP1"
0.000142782483666816,0.317916676868253,0.569,0.517,1,"contractile VSMC","HMGN3"
0.000147247616351853,0.325164652227877,0.668,0.623,1,"contractile VSMC","SNRPG"
0.000148178104639096,0.471518620150044,0.369,0.319,1,"contractile VSMC","EIF6"
0.000148600649895313,0.55323380074766,0.39,0.323,1,"contractile VSMC","OSMR"
0.000149308913080687,0.463554725622839,0.371,0.329,1,"contractile VSMC","TKT"
0.000153113731818471,0.401414821032112,0.613,0.557,1,"contractile VSMC","SSR3"
0.000156135150430104,0.371841727397342,0.537,0.478,1,"contractile VSMC","DRAP1"
0.000161976375631082,0.346640647495484,0.584,0.54,1,"contractile VSMC","NDUFB11"
0.00016340893425325,0.359811381586748,0.548,0.499,1,"contractile VSMC","LSM7"
0.000163507934824755,0.701474052908457,0.148,0.108,1,"contractile VSMC","PXMP2"
0.000165062348054547,0.332500319462766,0.268,0.249,1,"contractile VSMC","TMEM160"
0.000170454595466009,0.433854516046346,0.469,0.383,1,"contractile VSMC","PRRX2"
0.00017185689823051,0.362354552922629,0.62,0.577,1,"contractile VSMC","NDUFB8"
0.000172955386124644,1.2136916541722,0.119,0.077,1,"contractile VSMC","FOXD1"
0.000179391293688172,0.456392556173318,0.481,0.425,1,"contractile VSMC","ZNHIT1"
0.000181483799553128,0.761436142357817,0.213,0.166,1,"contractile VSMC","RAB3IL1"
0.000181703578551998,0.448359200084544,0.592,0.552,1,"contractile VSMC","C4orf3"
0.00018699030137216,0.511878757112872,0.29,0.247,1,"contractile VSMC","TPGS1"
0.000189636364232499,0.51463417322496,0.305,0.255,1,"contractile VSMC","GRHPR"
0.00019312389971471,0.888857638492734,0.137,0.084,1,"contractile VSMC","APOC1"
0.000193453624064583,0.97796442026521,0.151,0.098,1,"contractile VSMC","LINC00924"
0.000193853513487424,0.392549996180914,0.549,0.503,1,"contractile VSMC","PSMD8"
0.000194869587962642,0.817478234933893,0.114,0.086,1,"contractile VSMC","RASL11A"
0.000195802635648721,0.322988296780886,0.441,0.395,1,"contractile VSMC","PLSCR4"
0.000206737802792275,0.500684447788658,0.39,0.349,1,"contractile VSMC","SDF2L1"
0.000210110499752593,0.400610633124111,0.426,0.38,1,"contractile VSMC","GNG12"
0.00021047950162043,0.859330821706733,0.179,0.133,1,"contractile VSMC","F2R"
0.000219069035023802,0.491475117407767,0.446,0.388,1,"contractile VSMC","MLF2"
0.000221193684627868,0.873251007065812,0.104,0.076,1,"contractile VSMC","PYCR1"
0.000232674122788133,0.618868837058938,0.246,0.208,1,"contractile VSMC","DEXI"
0.000236871890599984,0.520916858093656,0.385,0.344,1,"contractile VSMC","BCAP29"
0.000238778484119922,0.700730796746831,0.318,0.263,1,"contractile VSMC","DYNLT3"
0.0002394615108089,0.487939968099956,0.301,0.259,1,"contractile VSMC","CUEDC2"
0.000241342551912733,0.304926777759895,0.461,0.436,1,"contractile VSMC","MAGOH"
0.00024867799793996,0.271416124309972,0.363,0.346,1,"contractile VSMC","MAP2K2"
0.000255202985779582,1.02215854015706,0.145,0.103,1,"contractile VSMC","OLFM1"
0.000268942714042104,0.295173265901157,0.383,0.364,1,"contractile VSMC","GADD45A"
0.000269406732380129,0.477865049697624,0.432,0.384,1,"contractile VSMC","DTWD1"
0.000269606697380603,0.719236165248916,0.18,0.141,1,"contractile VSMC","SHISA4"
0.000281746317294464,0.61605807509854,0.129,0.096,1,"contractile VSMC","MAPK10"
0.000285093207868686,1.39333086874991,0.122,0.073,1,"contractile VSMC","TGM2"
0.00028942910571833,0.528708459385101,0.239,0.176,1,"contractile VSMC","NR2F2-AS1"
0.000291749738212242,0.95184398715295,0.219,0.153,1,"contractile VSMC","STEAP1"
0.00029539608755312,0.835564361329139,0.131,0.089,1,"contractile VSMC","MSC"
0.000303529763834413,0.860688489436036,0.215,0.16,1,"contractile VSMC","CDC42EP5"
0.000311431822899387,0.446842627588475,0.502,0.415,1,"contractile VSMC","SSPN"
0.000314405678699253,0.844741427208136,0.213,0.164,1,"contractile VSMC","EMILIN1"
0.000325724591654871,0.526463300297575,0.26,0.227,1,"contractile VSMC","FBXO17"
0.000327211553069502,0.685907751255028,0.122,0.094,1,"contractile VSMC","MATN2"
0.000328781010843684,0.37650821868503,0.494,0.454,1,"contractile VSMC","CHMP5"
0.000330109041231835,0.390536380756593,0.531,0.479,1,"contractile VSMC","MRPL20"
0.000334115251196815,0.307442098078922,0.59,0.565,1,"contractile VSMC","UQCR10"
0.000335372638965301,0.692131257708435,0.557,0.508,1,"contractile VSMC","SPARC"
0.000336346445374927,0.506887925418682,0.382,0.331,1,"contractile VSMC","PROS1"
0.000344415133631104,0.379451729571321,0.23,0.189,1,"contractile VSMC","ETS2"
0.000349668741266066,0.477051005609055,0.464,0.396,1,"contractile VSMC","SGCE"
0.000354461159856662,0.75064299172447,0.167,0.124,1,"contractile VSMC","PAWR"
0.000358301145788251,0.389779867248738,0.567,0.513,1,"contractile VSMC","CUTA"
0.00036388541586237,0.677409802530736,0.365,0.292,1,"contractile VSMC","EFEMP2"
0.000366626792493535,0.619520206944665,0.361,0.298,1,"contractile VSMC","AKR7A2"
0.000382724680957425,0.342953368828854,0.42,0.386,1,"contractile VSMC","MPC1"
0.000385065428447694,0.33891522300832,0.394,0.369,1,"contractile VSMC","CDC26"
0.000388941553647363,0.42564406558156,0.399,0.374,1,"contractile VSMC","NDUFS4"
0.000403325849490044,0.427366731931068,0.518,0.477,1,"contractile VSMC","NDUFB9"
0.000414874417325358,0.595556929699511,0.234,0.187,1,"contractile VSMC","AGPAT2"
0.000444360259979542,0.701211097772595,0.217,0.182,1,"contractile VSMC","TCEAL3"
0.000450299413158933,0.72886266407184,0.141,0.109,1,"contractile VSMC","C1QTNF4"
0.000450835325074549,0.401634778464544,0.42,0.379,1,"contractile VSMC","IAH1"
