"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.81528965773587e-68,1.33975402390436,0.861,0.579,5.53209523195008e-64,"ECM-remodeling VSMC","LHFPL6"
8.11078512476931e-66,1.74496025490303,0.714,0.414,2.47176176677345e-61,"ECM-remodeling VSMC","ABCA9"
1.69345890112532e-65,1.39440176885131,0.721,0.377,5.1608160011794e-61,"ECM-remodeling VSMC","RARRES2"
3.71060385084849e-64,1.52120536370212,0.792,0.524,1.13080652354608e-59,"ECM-remodeling VSMC","IMMP2L"
1.23190561376193e-61,2.04733927008587,0.603,0.282,3.75423235793947e-57,"ECM-remodeling VSMC","SETBP1"
4.0522707871227e-61,0.822454025309795,0.98,0.8,1.23492952237564e-56,"ECM-remodeling VSMC","IGFBP7"
5.10509597029845e-60,1.03119423502313,0.921,0.648,1.55577799694845e-55,"ECM-remodeling VSMC","COL6A3"
3.17387006324895e-59,0.990861192968233,0.88,0.656,9.67236901775116e-55,"ECM-remodeling VSMC","EMP1"
1.04438524653847e-58,0.741147020211386,0.96,0.745,3.18276403882598e-54,"ECM-remodeling VSMC","COL1A2"
1.11644927758077e-58,2.51240915803991,0.473,0.158,3.40237917342741e-54,"ECM-remodeling VSMC","NR2F2-AS1"
5.91402096473409e-57,1.2815873538646,0.874,0.612,1.80229788900271e-52,"ECM-remodeling VSMC","NFIA"
1.16982981536499e-56,2.13738838704798,0.538,0.22,3.56505636232481e-52,"ECM-remodeling VSMC","CCDC102B"
1.40831164171155e-54,1.86845643989418,0.597,0.293,4.29182972811595e-50,"ECM-remodeling VSMC","GHR"
1.62201528144643e-54,2.81800727107037,0.396,0.112,4.943091570208e-50,"ECM-remodeling VSMC","LDB2"
4.01730310863457e-54,1.00381181667895,0.791,0.564,1.22427312235639e-49,"ECM-remodeling VSMC","TFPI"
1.45527206949449e-53,2.63948350850362,0.398,0.102,4.43494163178447e-49,"ECM-remodeling VSMC","FMO2"
2.57608099272804e-53,1.4249270222548,0.634,0.361,7.85060682533871e-49,"ECM-remodeling VSMC","NR2F2"
3.36192280190692e-53,1.36297216794478,0.751,0.461,1.02454597388113e-48,"ECM-remodeling VSMC","SLC9A9"
6.11973101914587e-53,1.45242113388,0.759,0.461,1.8649880280847e-48,"ECM-remodeling VSMC","ANK2"
8.16641523178144e-53,0.776210877455596,0.916,0.688,2.48871504188539e-48,"ECM-remodeling VSMC","C1S"
1.2817849630066e-52,2.09005758184883,0.546,0.239,3.9062396747626e-48,"ECM-remodeling VSMC","MEOX2"
1.31716423747373e-52,0.826884296370351,0.927,0.678,4.0140580137012e-48,"ECM-remodeling VSMC","LRP1"
2.00542632045859e-52,1.14989069797997,0.665,0.375,6.11153671159756e-48,"ECM-remodeling VSMC","SFRP1"
2.15449961199879e-52,1.35886189641067,0.695,0.442,6.56583756756631e-48,"ECM-remodeling VSMC","PDGFRA"
8.43681812677578e-52,1.51892981534765,0.665,0.383,2.57112032413492e-47,"ECM-remodeling VSMC","MIR100HG"
1.14495111886058e-51,0.735836162053721,0.913,0.684,3.48923853472763e-47,"ECM-remodeling VSMC","COL6A1"
2.94580911077753e-51,0.74841448458502,0.951,0.718,8.97735326509451e-47,"ECM-remodeling VSMC","CALD1"
4.85625814633254e-51,1.62313928221859,0.645,0.378,1.47994467009484e-46,"ECM-remodeling VSMC","TTC28"
6.10485030110349e-51,1.04529017125221,0.778,0.55,1.86045312926129e-46,"ECM-remodeling VSMC","CD302"
1.73186820922195e-50,2.1072325313315,0.548,0.261,5.27786836760389e-46,"ECM-remodeling VSMC","RUNX1T1"
2.18422996532691e-50,0.705463320418171,0.967,0.688,6.65644081933375e-46,"ECM-remodeling VSMC","FBLN1"
7.45815075053735e-50,1.37556312079506,0.634,0.357,2.27287144122626e-45,"ECM-remodeling VSMC","GPC3"
1.90679722971085e-49,1.43804898327283,0.654,0.377,5.8109645575438e-45,"ECM-remodeling VSMC","PLSCR4"
3.04694826179962e-49,1.26864687540782,0.773,0.513,9.28557482783435e-45,"ECM-remodeling VSMC","TCF4"
1.33188028528845e-48,1.67027669119682,0.551,0.289,4.05890516941655e-44,"ECM-remodeling VSMC","UACA"
3.41065509902472e-48,0.715730994820967,0.976,0.875,1.03939714142778e-43,"ECM-remodeling VSMC","MGP"
7.57184137836521e-48,1.57588352370932,0.649,0.373,2.3075186600568e-43,"ECM-remodeling VSMC","PARD3"
1.15801158230055e-47,0.83678708305264,0.878,0.634,3.52904029706094e-43,"ECM-remodeling VSMC","EFEMP1"
1.96478408766268e-47,1.32904932204543,0.713,0.422,5.98767950715201e-43,"ECM-remodeling VSMC","CXCL12"
2.88197243785665e-47,1.0958088013129,0.791,0.591,8.78281100436814e-43,"ECM-remodeling VSMC","SPTBN1"
3.56930146035582e-47,2.32110610878068,0.442,0.173,1.08774462004344e-42,"ECM-remodeling VSMC","LIFR"
4.04584029140437e-47,1.20345872248611,0.758,0.522,1.23296982880548e-42,"ECM-remodeling VSMC","EPB41L2"
5.34930866041238e-47,1.82681799143501,0.529,0.258,1.63020181426067e-42,"ECM-remodeling VSMC","CDK14"
1.83170553480625e-46,1.42803438753039,0.687,0.423,5.58212261732204e-42,"ECM-remodeling VSMC","EPS8"
8.24242807654832e-46,1.05508721388237,0.889,0.693,2.5118799563281e-41,"ECM-remodeling VSMC","RORA"
1.67162896186772e-44,1.35522986302203,0.686,0.424,5.09428926129187e-40,"ECM-remodeling VSMC","ARHGAP10"
3.82877048139671e-44,0.942399788008914,0.791,0.558,1.16681780420565e-39,"ECM-remodeling VSMC","PODN"
9.73089558874457e-44,0.836310014664274,0.894,0.589,2.96549043066991e-39,"ECM-remodeling VSMC","ADH1B"
1.30378402852498e-43,1.3414195879353,0.657,0.416,3.97328182692989e-39,"ECM-remodeling VSMC","EGFR"
3.80759961063509e-43,1.03514121217614,0.754,0.548,1.16036598134104e-38,"ECM-remodeling VSMC","CHD9"
6.52846302952472e-43,1.30409876616981,0.745,0.496,1.98954910824766e-38,"ECM-remodeling VSMC","DLC1"
6.61617925241526e-42,0.828469828503037,0.877,0.653,2.01628062717355e-37,"ECM-remodeling VSMC","LTBP4"
2.16947958717193e-41,0.865884141524362,0.814,0.579,6.61148904190647e-37,"ECM-remodeling VSMC","FBLN5"
3.87109606031824e-41,0.939697078032385,0.878,0.619,1.17971652438198e-36,"ECM-remodeling VSMC","C3"
7.71851622118372e-41,1.65620377450384,0.556,0.303,2.35221781840574e-36,"ECM-remodeling VSMC","DLG2"
1.08907018895371e-40,1.35799851307051,0.715,0.434,3.31894140083644e-36,"ECM-remodeling VSMC","SOX5"
1.24756138191431e-40,1.40071771295921,0.585,0.297,3.80194331138387e-36,"ECM-remodeling VSMC","MYOC"
3.03344122512561e-40,1.76521465783189,0.583,0.313,9.2444121335703e-36,"ECM-remodeling VSMC","NAALADL2"
3.58131063277534e-40,1.29389994231201,0.803,0.576,1.09140441533829e-35,"ECM-remodeling VSMC","PLXDC2"
3.6638421320072e-40,1.64708985334931,0.584,0.332,1.11655588972919e-35,"ECM-remodeling VSMC","SNED1"
5.07885845468336e-40,1.78133219145753,0.486,0.214,1.54778211406475e-35,"ECM-remodeling VSMC","COL15A1"
1.36086735193668e-39,0.644750350667426,0.939,0.682,4.14724325502702e-35,"ECM-remodeling VSMC","C1R"
1.49725791065853e-38,0.81875975831331,0.891,0.786,4.56289348273186e-34,"ECM-remodeling VSMC","TXNIP"
1.5845166246724e-38,3.06980828380141,0.3,0.07,4.82881441368913e-34,"ECM-remodeling VSMC","PLCXD3"
5.43773431307439e-38,0.984054131458468,0.685,0.448,1.65714953190942e-33,"ECM-remodeling VSMC","SRPX"
7.69811621046786e-38,0.664520623292496,0.915,0.689,2.34600091514008e-33,"ECM-remodeling VSMC","COL6A2"
2.43173031365512e-37,1.77659452383752,0.411,0.183,7.41069813086397e-33,"ECM-remodeling VSMC","TJP2"
5.51050810940805e-37,1.2627750059474,0.536,0.314,1.6793273463421e-32,"ECM-remodeling VSMC","F3"
5.71077048536772e-37,1.1651199011198,0.682,0.439,1.74035730541581e-32,"ECM-remodeling VSMC","SPRY1"
1.74894047452068e-36,1.17274757396406,0.6,0.401,5.32989609610176e-32,"ECM-remodeling VSMC","DIAPH2"
1.87018568696297e-36,1.5573124921138,0.587,0.385,5.69939088101966e-32,"ECM-remodeling VSMC","CNTN4"
3.10998075167916e-36,1.27746562053096,0.72,0.496,9.47766634074225e-32,"ECM-remodeling VSMC","FTX"
3.22845347485346e-36,1.12835531445578,0.698,0.478,9.83871196461593e-32,"ECM-remodeling VSMC","SH3D19"
7.2777460578293e-36,0.757284446765664,0.819,0.583,2.21789311112348e-31,"ECM-remodeling VSMC","PLPP3"
1.48749407393769e-35,1.41456498586453,0.496,0.264,4.53313819032512e-31,"ECM-remodeling VSMC","ALDH1A1"
4.26321994209938e-35,2.3569437873625,0.295,0.088,1.29921627735479e-30,"ECM-remodeling VSMC","LINC00924"
4.99072296166697e-35,2.22271909526021,0.364,0.144,1.52092282256801e-30,"ECM-remodeling VSMC","GAB1"
6.97457738877655e-35,1.82073497167922,0.555,0.305,2.12550245922965e-30,"ECM-remodeling VSMC","MAGI2"
8.07696399998586e-35,1.02119147544448,0.802,0.604,2.46145477899569e-30,"ECM-remodeling VSMC","LPP"
1.42931977472131e-34,0.910855810773523,0.659,0.459,4.35585201346319e-30,"ECM-remodeling VSMC","PDGFRB"
1.45880552298552e-34,1.20523081446604,0.572,0.365,4.44570983129836e-30,"ECM-remodeling VSMC","METTL7A"
2.17891248356525e-34,0.503664205586138,0.951,0.705,6.64023579366509e-30,"ECM-remodeling VSMC","TIMP3"
2.32514111524021e-34,0.91060491198027,0.724,0.527,7.08586754869454e-30,"ECM-remodeling VSMC","DPYD"
2.38769260114091e-34,1.47389237735538,0.515,0.284,7.27649320197691e-30,"ECM-remodeling VSMC","DYNC2H1"
4.67980989463531e-34,1.38192331831596,0.559,0.322,1.42617206539011e-29,"ECM-remodeling VSMC","SPATA6"
1.99234483713208e-33,2.11784408302085,0.319,0.123,6.07167089116e-29,"ECM-remodeling VSMC","ANKS1B"
2.57348756024054e-33,1.81507388072473,0.446,0.216,7.84270333983304e-29,"ECM-remodeling VSMC","TLN2"
3.97156695461049e-33,1.58937643741041,0.512,0.288,1.21033502941755e-28,"ECM-remodeling VSMC","FOXP2"
4.61926132296298e-33,1.63103603560015,0.466,0.241,1.40771988817297e-28,"ECM-remodeling VSMC","CDH11"
6.99771759781862e-33,1.37299363957245,0.583,0.36,2.13255443793522e-28,"ECM-remodeling VSMC","UST"
1.2608338466798e-32,0.761320971290089,0.94,0.845,3.8423911477567e-28,"ECM-remodeling VSMC","NEAT1"
1.43651416625489e-32,1.6012971933699,0.521,0.278,4.37777692166178e-28,"ECM-remodeling VSMC","PRICKLE1"
2.20726194531605e-32,1.06110207256588,0.722,0.5,6.72663077835067e-28,"ECM-remodeling VSMC","COL4A1"
2.77444537484383e-32,0.673809984009305,0.822,0.587,8.45512227983657e-28,"ECM-remodeling VSMC","FGF7"
3.72655340715067e-32,1.01596327150468,0.623,0.44,1.13566715082917e-27,"ECM-remodeling VSMC","MPZL1"
4.71850517873569e-32,1.51989756163002,0.398,0.174,1.4379644532197e-27,"ECM-remodeling VSMC","DIO3OS"
5.83481366679968e-32,2.31700101123274,0.335,0.129,1.7781594649572e-27,"ECM-remodeling VSMC","KCNIP1"
1.46643476867721e-31,1.23372996503265,0.529,0.328,4.46895995754381e-27,"ECM-remodeling VSMC","ABCA1"
2.08080927376407e-31,1.67445347070977,0.398,0.192,6.341266261796e-27,"ECM-remodeling VSMC","PTPRK"
2.42917088082562e-31,1.7950397845468,0.431,0.205,7.40289825931607e-27,"ECM-remodeling VSMC","APBB2"
2.4551466432837e-31,0.925361748227752,0.73,0.518,7.48205939540706e-27,"ECM-remodeling VSMC","DST"
3.51003468389146e-31,1.0769354746455,0.634,0.415,1.06968306991592e-26,"ECM-remodeling VSMC","PLEKHA5"
3.6875979106681e-31,1.38480790606469,0.473,0.287,1.1237954632761e-26,"ECM-remodeling VSMC","FMNL2"
4.93722114638597e-31,1.46752021754794,0.543,0.315,1.50461814436113e-26,"ECM-remodeling VSMC","PEAK1"
6.10012839117409e-31,1.30117717509565,0.476,0.284,1.8590141272103e-26,"ECM-remodeling VSMC","C1RL"
7.13146060467397e-31,0.956188020936793,0.682,0.45,2.17331261927439e-26,"ECM-remodeling VSMC","COL4A2"
7.60161468368202e-31,0.738517516241937,0.813,0.603,2.31659207485209e-26,"ECM-remodeling VSMC","PRELP"
1.13221088639917e-30,1.51764750650322,0.446,0.232,3.45041267630147e-26,"ECM-remodeling VSMC","COLEC12"
1.18540456790453e-30,2.22720387809596,0.347,0.123,3.61252042068906e-26,"ECM-remodeling VSMC","DEPTOR"
1.2373274076362e-30,0.896558782338613,0.674,0.495,3.77075527477131e-26,"ECM-remodeling VSMC","ZEB2"
2.88740341263048e-30,1.58186017085963,0.422,0.218,8.7993618999914e-26,"ECM-remodeling VSMC","EBF3"
4.70862801196455e-30,1.7273239084334,0.364,0.15,1.4349543866462e-25,"ECM-remodeling VSMC","CP"
4.87119470416323e-30,1.47994300878032,0.441,0.239,1.48449658609374e-25,"ECM-remodeling VSMC","BBS9"
5.18007726003314e-30,2.13684536942154,0.256,0.091,1.5786285449951e-25,"ECM-remodeling VSMC","NID2"
5.33231340693352e-30,1.41741239303958,0.555,0.348,1.62502251076299e-25,"ECM-remodeling VSMC","PBX1"
1.23458764219991e-29,2.27444018532827,0.346,0.145,3.76240583960421e-25,"ECM-remodeling VSMC","ZBTB7C"
1.45659161281762e-29,1.04567958265681,0.707,0.509,4.43896294006169e-25,"ECM-remodeling VSMC","SSBP2"
2.72470730272542e-29,1.18747435062964,0.557,0.358,8.3035455050557e-25,"ECM-remodeling VSMC","SASH1"
3.04799135124101e-29,0.963449371270443,0.668,0.484,9.28875364290697e-25,"ECM-remodeling VSMC","SESTD1"
5.32629648794043e-29,1.83956745226409,0.369,0.173,1.62318885469984e-24,"ECM-remodeling VSMC","ROBO1"
9.18599570133511e-29,1.59631737009802,0.361,0.163,2.79943218998187e-24,"ECM-remodeling VSMC","CPXM2"
1.29354399765214e-28,0.777425205709743,0.753,0.627,3.94207533284489e-24,"ECM-remodeling VSMC","DDX17"
1.4331441826824e-28,0.551350150373,0.885,0.637,4.36750689672462e-24,"ECM-remodeling VSMC","FBLN2"
2.47896027437738e-28,0.653930700185567,0.831,0.606,7.55463143616506e-24,"ECM-remodeling VSMC","CYBRD1"
3.70027712081807e-28,1.33779870175801,0.597,0.398,1.12765945256931e-23,"ECM-remodeling VSMC","LPAR1"
4.16539274968543e-28,2.16234713778832,0.285,0.111,1.26940344046664e-23,"ECM-remodeling VSMC","FIGN"
4.97994685929646e-28,1.59980581774108,0.433,0.229,1.5176388053706e-23,"ECM-remodeling VSMC","DOCK1"
6.21263414708038e-28,1.14877031360862,0.705,0.499,1.89330025632274e-23,"ECM-remodeling VSMC","USP53"
8.09082633606102e-28,1.00333970684957,0.624,0.468,2.4656793259146e-23,"ECM-remodeling VSMC","DSE"
8.85633643736467e-28,0.857695697473363,0.708,0.494,2.69896852928688e-23,"ECM-remodeling VSMC","AEBP1"
1.06364811532698e-27,1.75518954400975,0.457,0.253,3.24146763145897e-23,"ECM-remodeling VSMC","KCND2"
1.20238445930778e-27,1.7858212226658,0.503,0.316,3.66426663974047e-23,"ECM-remodeling VSMC","RAD51B"
1.8732570539174e-27,1.0134813737542,0.709,0.516,5.70875087181328e-23,"ECM-remodeling VSMC","LAMC1"
2.71120701245821e-27,1.43474532486798,0.413,0.217,8.26240337046638e-23,"ECM-remodeling VSMC","SPRY2"
2.84963576861241e-27,0.839050256792006,0.768,0.614,8.68426500484631e-23,"ECM-remodeling VSMC","ZEB1"
3.156418917682e-27,1.416673845956,0.482,0.295,9.61918665163588e-23,"ECM-remodeling VSMC","EHBP1"
3.28912044399956e-27,0.980395802259709,0.533,0.35,1.00235945530887e-22,"ECM-remodeling VSMC","GGT5"
3.93480800843837e-27,1.46544468167421,0.456,0.26,1.19913274057159e-22,"ECM-remodeling VSMC","CARMIL1"
4.3312580941119e-27,1.45540004991002,0.497,0.273,1.3199509041806e-22,"ECM-remodeling VSMC","TMEM135"
5.45696965429324e-27,1.79387947184675,0.373,0.186,1.66301150214586e-22,"ECM-remodeling VSMC","ZNF385B"
6.41337102814821e-27,0.556787149277037,0.922,0.686,1.95447482082817e-22,"ECM-remodeling VSMC","SERPING1"
7.39980532697219e-27,2.33156715403474,0.232,0.064,2.25509067339477e-22,"ECM-remodeling VSMC","GRM7"
1.13318360960118e-26,0.491571121266158,0.976,0.714,3.4533770502596e-22,"ECM-remodeling VSMC","APOD"
1.43636622286265e-26,1.0657895620802,0.549,0.358,4.37732606417392e-22,"ECM-remodeling VSMC","AOX1"
1.57881441564798e-26,0.726393509837661,0.686,0.531,4.81143693168722e-22,"ECM-remodeling VSMC","LIMA1"
1.67786154644949e-26,1.76081893351407,0.431,0.241,5.11328306280483e-22,"ECM-remodeling VSMC","EFNA5"
2.04899032396146e-26,1.18417838485155,0.583,0.377,6.24429801227256e-22,"ECM-remodeling VSMC","SPOCK1"
2.81062116340588e-26,1.61724192247069,0.34,0.178,8.56536799547943e-22,"ECM-remodeling VSMC","GULP1"
2.83950648569681e-26,1.87629296010337,0.335,0.153,8.65339601516103e-22,"ECM-remodeling VSMC","DMD"
3.19542315553383e-26,0.830041341355906,0.72,0.536,9.73805206648934e-22,"ECM-remodeling VSMC","CPQ"
3.49985698887006e-26,0.486996359457134,0.886,0.641,1.06658141735815e-21,"ECM-remodeling VSMC","ABI3BP"
4.27025674554144e-26,1.41146313773074,0.459,0.281,1.30136074320375e-21,"ECM-remodeling VSMC","RBPMS"
5.12920198683399e-26,1.20222434190673,0.567,0.375,1.56312430548766e-21,"ECM-remodeling VSMC","ZBTB16"
1.28924916253601e-25,0.923759727777755,0.65,0.477,3.9289868228285e-21,"ECM-remodeling VSMC","ASPH"
2.00876975381425e-25,0.719765676989195,0.938,0.814,6.12172582474893e-21,"ECM-remodeling VSMC","ZBTB20"
2.14347239291687e-25,1.09110702089987,0.585,0.418,6.53223211741416e-21,"ECM-remodeling VSMC","BCL6"
2.1965261451223e-25,0.929778955296952,0.643,0.478,6.69391342726022e-21,"ECM-remodeling VSMC","TCF12"
2.23458966095114e-25,1.10569402729638,0.63,0.45,6.80991199174858e-21,"ECM-remodeling VSMC","CRISPLD2"
2.45026310775051e-25,0.662276189637733,0.773,0.552,7.46717682086969e-21,"ECM-remodeling VSMC","VIT"
3.61495509949684e-25,0.873452277135058,0.713,0.58,1.10165756657166e-20,"ECM-remodeling VSMC","MYCBP2"
5.0563534380868e-25,2.31857112664717,0.259,0.094,1.54092371025695e-20,"ECM-remodeling VSMC","NTNG1"
6.00759452042809e-25,1.76384844777221,0.405,0.207,1.83081443010046e-20,"ECM-remodeling VSMC","PDE3A"
7.91183036884896e-25,0.698676753889433,0.702,0.521,2.41113030490672e-20,"ECM-remodeling VSMC","CAV1"
1.0113738307494e-24,1.24526079335648,0.417,0.249,3.08216174920881e-20,"ECM-remodeling VSMC","SHOX2"
1.04434534841513e-24,0.64569966773546,0.771,0.592,3.18264244929511e-20,"ECM-remodeling VSMC","SELENOP"
1.13789099633775e-24,1.71252591269877,0.319,0.149,3.4677228113393e-20,"ECM-remodeling VSMC","CYP7B1"
1.14612361480495e-24,1.41883408552545,0.524,0.316,3.4928117161181e-20,"ECM-remodeling VSMC","OSMR"
1.51933219033236e-24,1.28529083985783,0.374,0.171,4.63016485003787e-20,"ECM-remodeling VSMC","A2M"
1.64608420449611e-24,2.5676731800478,0.217,0.061,5.01644161320189e-20,"ECM-remodeling VSMC","DYNC1I1"
2.02416178730347e-24,2.06298308116266,0.341,0.148,6.16863304680733e-20,"ECM-remodeling VSMC","EPHA3"
3.64243070161946e-24,1.19311647235128,0.555,0.372,1.11003075631853e-19,"ECM-remodeling VSMC","ECHDC2"
4.7715790081475e-24,2.49023162161492,0.2,0.053,1.45413870273295e-19,"ECM-remodeling VSMC","CNTN1"
4.84520681903417e-24,2.10299418791587,0.296,0.118,1.47657677810066e-19,"ECM-remodeling VSMC","CACNA2D3"
7.54339946268167e-24,1.3575704677255,0.436,0.265,2.29885098625224e-19,"ECM-remodeling VSMC","ZFHX4"
8.15017620048163e-24,0.661013705129029,0.752,0.573,2.48376619709678e-19,"ECM-remodeling VSMC","COL3A1"
9.67235647279308e-24,1.81686320526332,0.326,0.158,2.94765063508369e-19,"ECM-remodeling VSMC","NCAM2"
1.05427040724503e-23,1.0511262891709,0.689,0.488,3.21288906607924e-19,"ECM-remodeling VSMC","DCLK1"
1.11718868035067e-23,2.10287032784027,0.29,0.109,3.40463250336865e-19,"ECM-remodeling VSMC","NHSL2"
1.14254429339712e-23,1.86231752028797,0.29,0.126,3.48190373412773e-19,"ECM-remodeling VSMC","ADGRL2"
1.17913986033797e-23,1.39673578498746,0.417,0.25,3.59342872437995e-19,"ECM-remodeling VSMC","WDFY3"
1.36077998514802e-23,0.732459311390478,0.783,0.583,4.1469770047386e-19,"ECM-remodeling VSMC","CXCL14"
1.40995024042784e-23,1.84850762178922,0.223,0.086,4.29682335770384e-19,"ECM-remodeling VSMC","MATN2"
1.6952353931231e-23,1.03606529339849,0.58,0.394,5.16622986054264e-19,"ECM-remodeling VSMC","SBF2"
1.75365537177623e-23,1.60872033241044,0.372,0.192,5.34426474548807e-19,"ECM-remodeling VSMC","PPL"
2.0800433099168e-23,1.27731311193267,0.462,0.281,6.33893198697145e-19,"ECM-remodeling VSMC","GLI3"
2.24803932152524e-23,1.26880249558193,0.493,0.313,6.85089983234817e-19,"ECM-remodeling VSMC","LAMA4"
2.50161320073047e-23,2.17499282068978,0.246,0.087,7.62366622922611e-19,"ECM-remodeling VSMC","MAPK10"
3.54689618478578e-23,1.4955142646799,0.354,0.187,1.08091661231347e-18,"ECM-remodeling VSMC","DIP2C"
3.7794268799803e-23,1.86531638280553,0.343,0.163,1.151780341674e-18,"ECM-remodeling VSMC","ADAMTSL3"
3.97695161572576e-23,1.50388568277313,0.439,0.258,1.21197600489242e-18,"ECM-remodeling VSMC","CDC42BPA"
4.073078099803e-23,1.57329536983422,0.39,0.214,1.24127055091496e-18,"ECM-remodeling VSMC","RIN2"
4.1777816941336e-23,2.1180129273111,0.274,0.109,1.27317897128722e-18,"ECM-remodeling VSMC","LINC01807"
4.84742772518973e-23,1.12784635301579,0.635,0.489,1.47725359925157e-18,"ECM-remodeling VSMC","AUTS2"
6.65798684794051e-23,1.88137392656615,0.333,0.153,2.02902149190987e-18,"ECM-remodeling VSMC","DOK6"
1.13189693629743e-22,1.12146297681294,0.521,0.322,3.44945591336643e-18,"ECM-remodeling VSMC","PROS1"
1.18330422284008e-22,1.21967166947389,0.518,0.35,3.60611961910515e-18,"ECM-remodeling VSMC","STK3"
1.28387297726554e-22,1.20475910011247,0.417,0.256,3.91260289821674e-18,"ECM-remodeling VSMC","FHL2"
1.63633498004453e-22,1.08940425355735,0.608,0.422,4.98673085168571e-18,"ECM-remodeling VSMC","ARHGAP21"
1.85625747170613e-22,1.86619726565894,0.33,0.149,5.65694464502442e-18,"ECM-remodeling VSMC","PRICKLE2"
2.0142730736706e-22,1.13619202659604,0.418,0.252,6.13849719201116e-18,"ECM-remodeling VSMC","PCDH18"
2.20042047616587e-22,0.547924062716092,0.769,0.651,6.70578140111548e-18,"ECM-remodeling VSMC","WSB1"
2.23321860426483e-22,1.29923875415488,0.395,0.223,6.80573369649706e-18,"ECM-remodeling VSMC","OLFML2B"
3.16056822826263e-22,1.95487510931252,0.239,0.109,9.63183167563037e-18,"ECM-remodeling VSMC","NPAS3"
3.27719197632236e-22,1.51305255782469,0.366,0.199,9.98724254784239e-18,"ECM-remodeling VSMC","PRKN"
3.83822266062251e-22,1.34358815044172,0.448,0.279,1.16969835582471e-17,"ECM-remodeling VSMC","CACNA2D1"
4.18218814655651e-22,2.10861998552763,0.28,0.111,1.2745218376631e-17,"ECM-remodeling VSMC","PPFIA2"
4.33766139750904e-22,0.99641277679932,0.586,0.394,1.32190231089088e-17,"ECM-remodeling VSMC","COL5A2"
4.62418218480915e-22,1.240647396322,0.42,0.267,1.40921952082059e-17,"ECM-remodeling VSMC","PARVA"
5.51335027259971e-22,1.47578955314452,0.371,0.181,1.68019349557476e-17,"ECM-remodeling VSMC","RGL1"
7.077562951406e-22,1.46768297072919,0.403,0.242,2.15688730944098e-17,"ECM-remodeling VSMC","SOBP"
7.79614948633901e-22,1.27274015210042,0.452,0.269,2.37587655596181e-17,"ECM-remodeling VSMC","PTPRS"
8.93175988321839e-22,1.63608046597972,0.374,0.197,2.7219538244108e-17,"ECM-remodeling VSMC","BOC"
9.39837443285299e-22,1.15463512008137,0.428,0.24,2.86415460841195e-17,"ECM-remodeling VSMC","STEAP4"
1.12430806552215e-21,1.24316221602503,0.517,0.346,3.42632882967875e-17,"ECM-remodeling VSMC","WWOX"
1.21186943107412e-21,1.11824373028281,0.421,0.266,3.69317209119839e-17,"ECM-remodeling VSMC","ZNF280D"
1.28904940658114e-21,0.805222403453677,0.406,0.237,3.92837806655601e-17,"ECM-remodeling VSMC","PTGDS"
2.12822178742721e-21,1.55825448939357,0.374,0.19,6.48575589718443e-17,"ECM-remodeling VSMC","MPDZ"
2.19637902220901e-21,1.17493233300334,0.455,0.289,6.69346507018196e-17,"ECM-remodeling VSMC","SGCD"
2.30952759284487e-21,1.41038506125401,0.397,0.237,7.03828533919473e-17,"ECM-remodeling VSMC","TEAD1"
3.1412723953783e-21,1.56067707787084,0.279,0.127,9.57302762491537e-17,"ECM-remodeling VSMC","LAMB1"
3.76890989140933e-21,0.81787582644775,0.7,0.567,1.14857528940699e-16,"ECM-remodeling VSMC","ADD3"
3.96835395001848e-21,1.09232887665354,0.484,0.335,1.20935586626813e-16,"ECM-remodeling VSMC","MYO9A"
4.85114766535643e-21,2.02925483386216,0.264,0.119,1.47838725101737e-16,"ECM-remodeling VSMC","AC079298.3"
5.42610511514901e-21,0.436861136078763,0.79,0.586,1.65360553384166e-16,"ECM-remodeling VSMC","GAS6"
5.97526244408061e-21,1.87226497912827,0.228,0.093,1.82096122983356e-16,"ECM-remodeling VSMC","LINC01197"
6.08087944719601e-21,1.08175114729205,0.547,0.391,1.85314801153298e-16,"ECM-remodeling VSMC","DHRS3"
6.91566623317542e-21,1.97799537809903,0.299,0.143,2.10754928456021e-16,"ECM-remodeling VSMC","BMPR1B"
7.09260809045596e-21,1.96040793689944,0.292,0.14,2.16147231556645e-16,"ECM-remodeling VSMC","MID1"
7.72138892393228e-21,1.72132768913572,0.265,0.119,2.35309327456836e-16,"ECM-remodeling VSMC","GATA6"
8.69980756702416e-21,2.91720387926676,0.151,0.027,2.65126635605061e-16,"ECM-remodeling VSMC","PLD5"
1.01482720252666e-20,0.712636006005675,0.626,0.434,3.09268589969999e-16,"ECM-remodeling VSMC","SFRP2"
1.05079460353284e-20,1.80864689810329,0.344,0.182,3.20229655426634e-16,"ECM-remodeling VSMC","CACNB4"
1.06263373216185e-20,1.31240258244112,0.446,0.265,3.23837629876324e-16,"ECM-remodeling VSMC","IGF1R"
1.08876203747272e-20,1.60840994961288,0.353,0.186,3.31800230919812e-16,"ECM-remodeling VSMC","MEIS2"
1.23266508454615e-20,1.33535538808207,0.418,0.232,3.7565468451544e-16,"ECM-remodeling VSMC","PTPN13"
1.28002755634435e-20,1.07978986387785,0.541,0.381,3.90088397795942e-16,"ECM-remodeling VSMC","TCF7L2"
1.54973405742603e-20,0.854478954510245,0.612,0.477,4.72281454000584e-16,"ECM-remodeling VSMC","CCN2"
