"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"AC008731.1",2.37199052655779,2.98081606446878,3.87611246086113,0.00412380883942381,0.0181129596331363,-2.01291025471244
"CCDC106",-2.03290671151191,2.66416792174738,-3.83505584336298,0.00412656739700246,0.0181195314825859,-1.7997051447377
"ALMS1",1.04111365546725,5.13415059338492,3.83474009915648,0.00412854118141607,0.0181226544703505,-2.16343619957774
"AC131571.1",2.2921936433672,2.95279827634945,3.8580989129166,0.00413354416041787,0.0181390684434846,-2.02179651295791
"SERPINB2",4.38065291523957,0.33712851285029,3.8334105511329,0.00413686344045044,0.0181446012516068,-1.67697620375307
"BAHCC1",-4.06905044378174,1.95795484941986,-3.83333559721182,0.00413733314034479,0.0181446012516068,-1.66764450006318
"DBN1",-3.44788458003269,4.62573353602863,-4.09227095768127,0.0041387879135955,0.0181446068932901,-1.84415420741864
"FBP1",2.86673423054927,1.57827278644302,3.83279765188882,0.00414070583984781,0.0181446068932901,-1.81907395019053
"AC007364.1",-2.23544556480676,1.93068976664801,-3.8327305624894,0.00414112666729959,0.0181446068932901,-1.72598108536037
"TRA2A",1.34363472305523,7.36611020151505,3.83229864381708,0.00414383702051988,0.0181509418958018,-2.14258033932199
"FUNDC2",-1.90598104594666,6.2523227384895,-3.84503755775206,0.00414750474664889,0.0181614652633918,-2.13626074032214
"PITPNM1",1.42362887731779,2.69342652784477,3.83114398265267,0.00415109191278937,0.0181716295566266,-1.99653889463377
"TJP2",-2.83455903055353,4.3103887630808,-3.96246099963429,0.00415308644839296,0.0181746136168623,-1.89420475201413
"IFT27",-1.88814348627046,3.49516785564818,-3.83044520900954,0.00415548893112591,0.0181746136168623,-1.95928504414691
"UBE2D4",-1.24822662097118,3.73456530405649,-3.83027443594792,0.0041565642664337,0.0181746136168623,-2.00043605810133
"FAM13A-AS1",1.75388853649925,2.67100727060607,3.83023092941559,0.00415683826836833,0.0181746136168623,-1.97290330200546
"IL23R",2.61533831103301,1.06361424623392,3.82955530975052,0.00416109574127931,0.0181876882674553,-1.75669954055619
"NUDT9",-1.26956478364675,4.61072944372959,-3.8291441277592,0.00416368909742979,0.0181934835021331,-2.10011612040618
"AL513188.1",2.5257239391025,1.99826040756394,3.82872090837167,0.00416636016099506,0.0181952113862535,-1.88875909231842
"TMEM65",1.03464245422365,5.41082226630452,3.82867979355509,0.00416661974547967,0.0181952113862535,-2.17339858859941
"ZNF569",1.29551618925305,3.84665512503924,3.82800029678478,0.0041709123291101,0.018208417144783,-2.12650565506032
"PCSK1",-4.61674958842779,1.584860417138,-3.82763617588394,0.00417321451526898,0.018212928291934,-1.66565872945857
"MTUS1",-4.15737494521125,4.83609225489695,-4.19322409523619,0.00418044711861445,0.0182389477023075,-1.80088711922508
"MGST3",-2.03248087140581,7.77232496602887,-3.83508108746903,0.00418350344557638,0.0182413803312119,-2.18655560932902
"RHOBTB3",-3.94531176633244,4.97957873225725,-4.1790536060029,0.00418354633205724,0.0182413803312119,-1.83672577769709
"PYROXD2",-2.28399734212371,2.06782337267635,-3.82536623609614,0.00418759676654423,0.0182534965037886,-1.73942274421749
"GLT8D1",-1.72238409821464,4.78086420912906,-3.82452482062397,0.00419294126087007,0.0182692348999955,-2.1047512368922
"SMO",-3.89728115006846,1.02067370148067,-3.82439714017548,0.00419375289086562,0.0182692348999955,-1.66146292769803
"TMEM238",1.10493580936935,3.83993691071371,3.82329492644042,0.00420076628151235,0.0182942351956396,-2.12352129228195
"MYO18A",1.52948109652043,3.05000409038065,3.82245377667925,0.0042061268711849,0.018308844309048,-2.05216326613185
"ZNF436",-2.44614745421633,2.77834271354,-3.82225413896188,0.00420740021130305,0.018308844309048,-1.80585669454804
"LTC4S",-2.15547834538641,3.4814532960596,-3.82196761639285,0.00420922843802315,0.018308844309048,-1.9260055892712
"P2RY11",2.27294276040436,1.216870306317,3.82191889280775,0.00420953941429672,0.018308844309048,-1.78631544264759
"ANXA11",-1.05548131982192,6.32949111343361,-3.8217686522103,0.00421049847179654,0.018308844309048,-2.16518676737169
"GPRC5B",-3.72209248093179,1.05116926365852,-3.82107232946236,0.00421494645274481,0.0183125770364617,-1.66583617829445
"KCTD8",-4.37777648929268,1.33658120355262,-3.82092943065294,0.00421585987868686,0.0183125770364617,-1.66616503102604
"ECM2",-3.78756274232396,4.46725680177243,-4.1053313184351,0.00421693313877923,0.0183125770364617,-1.80719877532371
"TBCB",-1.40432905967377,6.29075493470891,-3.82058272315431,0.00421807694443821,0.0183125770364617,-2.16423011320281
"EGFL8",-1.9694186226914,2.57569203668367,-3.82056932203062,0.00421816266441189,0.0183125770364617,-1.81350238622932
"RPP30",-1.11671453865639,5.26611762522959,-3.8204366210235,0.00421901158280471,0.0183125770364617,-2.14188373262857
"LINC01350",4.62954350694349,0.143239019371928,3.81839357664693,0.00423210424323328,0.0183638525717565,-1.68319546637402
"FMO3",-4.67115411614564,1.16926669708021,-3.81795596223498,0.00423491424131251,0.018370492299728,-1.66958166027245
"TOP2A",2.54077231739357,1.44935640862145,3.81742702108309,0.00423831329970659,0.0183796825087578,-1.82241656478502
"LARP4B",1.59820757265924,6.01995169818895,3.81718868484359,0.00423984582889539,0.0183807753029189,-2.18973783227271
"ZNF611",1.52882318195815,3.90465303576574,3.81696587611991,0.00424127904469019,0.0183814370191676,-2.15578743647756
"UQCC3",-1.60444330380506,4.8506849350932,-3.8162817489077,0.00424568289331149,0.0183949689859925,-2.11400395974114
"PAK1IP1",-1.41948608461953,4.63417064950602,-3.81528920852208,0.00425208065611629,0.0184171290699738,-2.11611707821053
"NFE2L3",2.26981784879739,6.37811970710115,3.914237247825,0.00425621410730146,0.0184294712809065,-2.13790061725213
"LIPT1",-2.09491000125286,2.71230852777959,-3.81425714019273,0.004258744029145,0.0184348648354485,-1.85567770406871
"TRIM33",1.23711561467758,6.00368330143222,3.81303756183886,0.00426663227285694,0.0184623789821214,-2.19463906522043
"DNALI1",-3.22476737591122,1.6619840828471,-3.81287688762116,0.00426767266703906,0.0184623789821214,-1.72313022149491
"SNX18",-1.3114247509117,4.11666638079489,-3.81267793497273,0.0042689612928378,0.0184623893936107,-2.05322806104108
"FMO4",-2.72836738219993,1.9903165678069,-3.81220624779129,0.00427201807849303,0.018470044427316,-1.73647315827387
"POMGNT2",-2.01135710504154,2.26521567670081,-3.81031811267116,0.00428427741299644,0.0185174700349747,-1.80852903223829
"TSPAN6",-3.03439085298684,2.24181851513007,-3.80981926248475,0.0042875225727871,0.0185259178235358,-1.77014384988097
"ARSD",-1.87466908307454,2.52897316831087,-3.80934418272753,0.00429061551692216,0.018533703018327,-1.82835201777175
"KLRC4",4.2483527357162,0.854095081104709,3.80690280643321,0.00430654704985933,0.0185969242941278,-1.75782861155104
"WDR48",0.969336847116481,5.60002861232765,3.8064944394078,0.00430921800792547,0.0186028617400788,-2.20585676119358
"TSPAN11",-4.41291740364347,1.10174998457377,-3.80589431975924,0.00431314632005272,0.0186142219717489,-1.68623456076117
"LINC01091",-3.57446203167007,3.09729589530739,-3.85881917060204,0.00431769471471636,0.0186250135730895,-1.7932048837184
"BACE1",-3.05263591203504,3.27691612723363,-3.82496043212141,0.00431915983029687,0.0186250135730895,-1.83821596676643
"YEATS2",1.45228690709662,4.45980344965429,3.80491888060397,0.00431953951405983,0.0186250135730895,-2.19880201698414
"NRBP2",-1.84579507367383,2.99492045433399,-3.80404901387208,0.00432524922415829,0.0186440322413117,-1.89424522068688
"RHOJ",-2.96949523530516,2.51474264721628,-3.80357319058726,0.00432837585354435,0.0186519084364382,-1.77996306532912
"VEGFD",-7.45390535212323,1.69106646676992,-3.9653427736414,0.00433058328659275,0.0186558200767564,-1.64132088072704
"AKAP5",3.21295274696192,0.739774406472563,3.80260161941101,0.00433476746363891,0.0186682424761695,-1.75990391942318
"AXL",-2.33268045242901,5.33094402823112,-3.89411436558074,0.00434062249848703,0.0186878510327783,-2.08192462340094
"AC022706.1",2.0139238463944,2.15688026256954,3.80069467191633,0.00434734161594183,0.0187091577480566,-1.95966555386368
"CCDC74A",-2.50130323518835,2.37179132251654,-3.80056800200462,0.00434817822540873,0.0187091577480566,-1.81603812158698
"DCP2",1.15704269403752,5.37685499813408,3.8001975528666,0.00435062588684998,0.0187140797062765,-2.22189171067689
"DUSP22",-1.11162615927052,4.48587631106656,-3.79915536661445,0.00435751972412287,0.0187344093235663,-2.1407790908069
"ZNF703",-2.58901409849202,3.28117143242633,-3.79908849936809,0.00435796243077802,0.0187344093235663,-1.90256478519344
"CHPT1",-1.50379264813459,5.6661806503571,-3.79880197650149,0.00435985994575512,0.0187369549884338,-2.18504042464903
"AREL1",1.45402169863047,3.92065732737555,3.79856203068735,0.00436144967369317,0.0187381767782675,-2.18525512901085
"LPAR4",-5.00011461614155,-0.260572157433287,-3.79800816096332,0.0043651216026059,0.018748340958649,-1.69642262162492
"AL109935.1",2.39298285738599,1.17914680669131,3.79751179375849,0.00436841509148412,0.0187566448394909,-1.81792686859707
"AL157938.2",2.90098113361197,3.35146270044672,4.00707868660166,0.00436966840903285,0.0187566448394909,-2.03583998194631
"C17orf58",-4.03482414347743,3.31957286104413,-3.95605195163305,0.00437374155610242,0.0187685160825991,-1.78243039612285
"RARG",-1.46184182151889,4.32083800207039,-3.79538833175716,0.00438253435612417,0.0188006270615082,-2.08580236409296
"MMP23B",-3.42186327798656,2.76365120686591,-3.82697308549192,0.00438461126151908,0.0188039169548386,-1.82865929293571
"HSF4",-2.35655009914092,2.42199273008029,-3.79425387214876,0.00439009734576803,0.0188201130154783,-1.83416348962202
"LACTB2",-1.59291226253588,3.95919996329721,-3.79411710253531,0.0043910100661026,0.0188201130154783,-2.084871478741
"SPACA9",-4.67579090283596,1.13375955770586,-3.79349496353038,0.0043951643908938,0.0188288188658431,-1.70285078953132
"UBXN6",-1.11012668818298,4.38478802313425,-3.7934200711769,0.0043956647637899,0.0188288188658431,-2.13390740902457
"AC084724.1",3.78345617473083,1.10130138523939,3.79246818997846,0.00440202975045181,0.0188491929370854,-1.81344114304938
"TAF3",1.56807682142221,6.05707996487826,3.79231611984893,0.00440304750717899,0.0188491929370854,-2.23153390667432
"SNAI2",-3.4194732504394,2.35737467637451,-3.79142754534937,0.00440899942905125,0.0188690452607637,-1.79327964058139
"RNF187",-1.53922149898595,5.0818460829906,-3.79083927646694,0.00441294449978727,0.0188764532384664,-2.17458188908645
"SLC16A1",1.35405882592149,5.42107978573589,3.79077727236014,0.00441336053144025,0.0188764532384664,-2.23248249399528
"AC016831.1",2.33222236191294,4.10585741438702,3.94745958079121,0.00442703495290492,0.0189292998850156,-2.12800749796572
"BCR",1.37935760241275,4.68306023293317,3.78843758390479,0.00442908958937718,0.0189324454931269,-2.22949481065815
"PGR",-3.88563649213982,2.12907635443164,-3.78805098907226,0.00443169425729704,0.0189379396752729,-1.74290334529163
"ANKRD36B",1.4196595352803,4.8258422118058,3.78631369616426,0.00444341921068554,0.0189823926637441,-2.23968945106785
"AKR1C2",-4.32062605323753,4.13748062261932,-4.08255154609064,0.00446016746642144,0.0190482724823009,-1.78763984771973
"SMPDL3A",-3.49262466884418,2.97995001352869,-3.8702852110441,0.0044636365866206,0.0190574180738704,-1.86692219973104
"TNFAIP8L3",-3.78141168467773,2.20548605241899,-3.78283784967579,0.00446697619250991,0.0190622323361502,-1.74948005973918
"GLI2",-3.25708314919119,3.07887632394115,-3.80858339137977,0.00446742020195132,0.0190622323361502,-1.84867331582554
"SDF2",-1.1836265126319,5.86623708727516,-3.78213218292739,0.00447177483768685,0.0190727597606406,-2.21878297529578
"NFKBIL1",-1.46648762592548,3.90590712726287,-3.78201901708039,0.00447254489022685,0.0190727597606406,-2.09985952704522
"EVC",-2.92489178725907,2.04476378313089,-3.78156335034934,0.00447564695604044,0.0190803196932,-1.82049334622859
"FAR2",1.49700439622706,3.36391198470978,3.78104417586623,0.00447918413926105,0.0190861347430858,-2.13427074003888
"ARL2BP",-1.33906912367609,5.31609827827991,-3.78097284816428,0.00447967033227366,0.0190861347430858,-2.20272101645133
"RAD54L2",1.13004661109066,4.33006210261783,3.77902366643887,0.00449297821112576,0.0191371540778929,-2.22909340938476
"RNF144B",3.78210135689848,1.99451615563794,3.90879349961388,0.00450384435454587,0.0191777460294131,-1.90552071421311
"ZMAT3",-1.67291537221647,5.62750705868701,-3.7769534762638,0.00450715804126337,0.0191861644496721,-2.2096189518602
"SAMD9",1.36967224330719,5.50593374366095,3.77600742334268,0.00451365380104258,0.0192081193774578,-2.25911414436023
"CPED1",-3.84522264384,4.49815400499153,-4.07192366145467,0.00452131600297792,0.0192306838238855,-1.87231038286122
"SIRT1",1.10113094749229,5.91340981966521,3.77465804547012,0.0045229359870245,0.0192306838238855,-2.25449178187721
"KLHDC1",-1.27346544390382,4.04079629910931,-3.77465232519314,0.00452297537894925,0.0192306838238855,-2.10697959321462
"PPP4R3B",1.24063005574096,6.19272713697057,3.77442428974476,0.00452454601007408,0.019231665214274,-2.25417399131342
"CAB39",1.18377476857287,5.84231417413335,3.77358497084961,0.00453033192282223,0.0192505578508556,-2.25998116707948
"RAB40B",-1.69972239548024,2.92993934095472,-3.77284658948571,0.00453542848100735,0.0192664949658855,-1.96302504730192
"OS9",-1.08902120884461,6.26259756655696,-3.77256982959473,0.00453734033262104,0.0192664949658855,-2.2406710574767
"FBXW5",-1.08291235180069,5.01988103057297,-3.77237995594241,0.00453865246854738,0.0192664949658855,-2.19990111906777
"RARRES2",-4.29989279259813,5.47242963613316,-4.18097111984284,0.00453945144033891,0.0192664949658855,-1.8992565719106
"CXXC5",-3.19745836218804,4.17886413674714,-3.94101532304547,0.0045489701746865,0.0193011876699527,-1.93502372193825
"AC073342.1",2.18446347792033,1.84757534504299,3.76990099797729,0.0045558203383706,0.0193189532387033,-1.9533710393324
"PPP1R3G",-3.15209650070905,1.09970032550529,-3.76989686595919,0.00455584901163514,0.0193189532387033,-1.73947583296022
"PRR16",-4.2990662916903,3.84856317699339,-4.02873213547513,0.00455919049477096,0.019319728170828,-1.80310242191799
"ZNF367",2.42247102664003,2.15145973392195,3.76938007337307,0.00455943668845088,0.019319728170828,-2.00158657511459
"MAP3K6",-2.1970468854624,2.62704950522691,-3.76928894918147,0.00456006960030411,0.019319728170828,-1.88987847943764
"WWC1",4.82267731379105,0.154071779509701,3.76886899404888,0.0045629876394063,0.0193263867146763,-1.75152126165372
"SPTBN1",-1.6379579077344,7.59292054100895,-3.76851233069163,0.00456546744824066,0.0193311857675653,-2.27673170534113
"SNCG",-4.96850652110885,3.23718025800125,-3.92505807818375,0.00456959809274219,0.0193427896767448,-1.73673828454983
"RGL3",-4.03879109622613,1.71169035524241,-3.76773125831497,0.00457090306419941,0.0193427896767448,-1.74959040782417
"FBXL20",1.69748409273202,6.33978056196377,3.76504049435322,0.00458968097422135,0.0194165283536614,-2.26669835039122
"SNHG11",-2.14938615743212,2.65583897257536,-3.76420993883781,0.00459549358541668,0.0194344713189287,-1.92701602803358
"GPNMB",-4.10975955893612,6.04283651920509,-4.19884358609511,0.0045966302165085,0.0194344713189287,-1.97729263797565
"AAMDC",-1.19080373195622,5.64877561256444,-3.7632624300463,0.00460213419029125,0.0194520124167964,-2.2416555450404
"MVB12B",1.69814558138089,4.21214766406429,3.77439205800621,0.00460965472297051,0.0194780641429257,-2.24763371436409
"STK38",1.3168503118644,6.57799966286517,3.76183131058784,0.00461218340611509,0.0194830137172972,-2.26767280488272
"CYBRD1",-5.92443206878188,5.41038380016616,-4.30814208827308,0.00461779783096637,0.0194918956734028,-1.77187210452828
"EDA2R",-4.50673433792183,1.78371981328287,-3.7609870759268,0.00461812243147831,0.0194918956734028,-1.75469754302248
"RFX7",1.29935791096271,5.73360536724228,3.76095335165323,0.00461835984291787,0.0194918956734028,-2.28119414461697
"NRP1",-4.42521840121635,5.66383672251831,-4.20644270223154,0.00462049990092735,0.019495195643125,-1.91937330381536
"CLDN12",-1.57689003606388,3.18396569440487,-3.76021573551162,0.00462355572472915,0.0195023564128011,-2.01952503618125
"NXPH4",3.29341474312534,1.3148275230509,3.75936927905192,0.00462952590652933,0.0195218022509759,-1.89077716092575
"PRRC2C",1.31238344950641,8.12433083564579,3.75854760949379,0.00463532905429435,0.0195405325243293,-2.24772331629972
"CXorf65",3.64685423455481,0.295396230327058,3.75729329230541,0.00464420265862291,0.0195721917092993,-1.78539842983119
"CREBBP",1.33132139432546,6.70158266854825,3.75695957595721,0.00464656653981786,0.0195764062555168,-2.27270510756223
"ALG13-AS1",2.58939059794982,2.02652650566849,3.75643927146124,0.00465025465542989,0.0195803547044608,-2.00583886080491
"CA2",3.43411271804523,1.44317201901466,3.76122765042721,0.00465088021836762,0.0195803547044608,-1.91210388698864
"AF305872.2",4.41998925618723,0.527169357018297,3.75625014259852,0.0046515960388889,0.0195803547044608,-1.79887591249507
"PCDH17",-4.10310212680846,1.43101946504364,-3.75604349777963,0.00465306212041999,0.0195807838394924,-1.75554963990554
"ADAMTS2",-2.82266876381177,3.76240769073131,-3.82210776663876,0.00465623270315743,0.0195880151103497,-1.97413283681171
"THRA1/BTR",4.74625707274816,0.1763732862084,3.75541701703736,0.00465750979320214,0.0195880151103497,-1.77277716101747
"SRC",-1.97670519219525,3.03084816439311,-3.75514077613388,0.00465947238018979,0.0195905291579509,-1.95609017856836
"GDF11",1.34624892701184,3.45264274790704,3.75490095518029,0.00466117692575909,0.0195919571280662,-2.18547405182292
"PGGHG",1.81139640666065,3.91001217588287,3.77643595883937,0.00466622331386878,0.0196042549436887,-2.24028987402646
"PPM1B",1.38202692790721,6.30610541275386,3.75410565867808,0.00466683427215997,0.0196042549436887,-2.28382584412238
"RAI1",1.15791624249681,3.67077254863915,3.7531801216656,0.00467342721991364,0.0196217834750763,-2.2255991839492
"RSPO3",-5.35327850353377,1.01363020388426,-3.75313611269334,0.00467374095731406,0.0196217834750763,-1.7580680320939
"AL360270.1",4.28702511924039,0.545315511901439,3.75207729957992,0.00468129588561596,0.0196373826072395,-1.81031047072773
"RAP1GAP2",2.19155241722847,2.62449494161181,3.75206787943824,0.00468136315883952,0.0196373826072395,-2.08140190312706
"AC136604.2",1.97166763891684,2.38893001374725,3.75204020925334,0.00468156076926108,0.0196373826072395,-2.05209189812849
"TP53BP2",1.45914549893885,5.88909533068956,3.75175899796815,0.00468356957817273,0.0196400694493402,-2.29407330375009
"ZBTB2",1.4677222859721,4.62816385410136,3.75108152552252,0.00468841278522521,0.0196492497993814,-2.27660522094166
"LINC02603",2.67149028182443,0.965311426046557,3.750976025064,0.00468916747721595,0.0196492497993814,-1.86140007548254
"EXPH5",1.70628011468672,1.97238258104527,3.75071622119069,0.00469102651777664,0.0196492497993814,-2.00407063678491
"TRAM2-AS1",-2.35704381266638,1.89947190178695,-3.75047015940897,0.00469278794397044,0.0196492497993814,-1.82808175503831
"GPBP1L1",1.15104480158344,6.10019145304271,3.74975593618071,0.00469790464881494,0.0196492497993814,-2.292013513262
"PROK2",3.95701413410793,1.21301390035886,3.7689865632951,0.00469851270336234,0.0196492497993814,-1.88054391864871
"ADAMTS6",1.38991396421029,4.41693097123594,3.74960663974431,0.00469897495501678,0.0196492497993814,-2.27731094891819
"ADGRG5",3.08532738186174,0.544523678951987,3.74939281734448,0.00470050829653018,0.0196492497993814,-1.81889675546168
"MUL1",-1.53602911100861,3.18634644123287,-3.7491576719238,0.00470219515778225,0.0196492497993814,-2.0407703806092
"DDX11",2.33370293271483,2.5266086527752,3.74898949984477,0.00470340196498822,0.0196492497993814,-2.09381207598138
"FAM122A",-1.58749377123655,3.01111864742148,-3.74896555034244,0.00470357385385124,0.0196492497993814,-2.01189539066177
"FAM241A",1.31207328552588,5.52451635953089,3.74892399284535,0.00470387213345489,0.0196492497993814,-2.29616097166652
"CCDC121",-2.81337172140628,1.57251344228644,-3.74888148329362,0.00470417726711924,0.0196492497993814,-1.79635792407703
"NUCB2",-1.55236496967925,6.24034805295681,-3.74849442184747,0.00470695655721513,0.0196492497993814,-2.27544389615082
"ZNF331",1.98092666118105,7.2540437286801,3.75698633794784,0.00470750274766063,0.0196492497993814,-2.26852883698735
"BRD1",1.27439840372197,6.00892048997768,3.74827337842563,0.00470854453494411,0.0196492497993814,-2.29782564605304
"AL035658.1",4.25022919358553,0.637484405517216,3.74820579226971,0.0047090301873953,0.0196492497993814,-1.82477088365472
"DPYD-AS1",1.28550289456016,3.7899042520228,3.7479913447118,0.00471057148913061,0.0196499689494277,-2.23170025950734
"ZRANB2-AS2",-3.75067295980036,1.50274145540767,-3.74648748651959,0.00472139517150229,0.0196893975281069,-1.77092502438204
"MOB1B",1.32026848319044,4.7127272858841,3.74528892150322,0.00473004038535389,0.0197197210837554,-2.29137012931333
"LINC00641",1.85850333479923,2.79875151791278,3.74446341418361,0.00473600446792181,0.0197385150336907,-2.11889452259611
"ITPR1",1.64012019860084,6.11708884041949,3.74428443249581,0.00473729861300436,0.0197385150336907,-2.30223555783135
"SLC49A4",1.30193148956165,4.6404742156811,3.74298092716942,0.00474673501230103,0.0197673412445779,-2.29397582390754
"PAN3",1.67577387173992,7.01912128213716,3.7429483298977,0.00474697124634667,0.0197673412445779,-2.28831679328275
"NUP50",1.19122500512024,5.01997162533329,3.74175141918902,0.00475565392183442,0.0197977541745972,-2.30641260538527
"CNOT9",0.988721969331829,4.88141199834704,3.73895687225196,0.00477599159464163,0.0198766550737854,-2.30968411082701
"ZNF691",-3.09049471044132,1.11950337184895,-3.73850693262453,0.00477927466349655,0.0198798055675945,-1.78318900512568
"SHISA3",-4.45393599734226,2.06416044887622,-3.73847352378693,0.00477951853237902,0.0198798055675945,-1.78517390620535
"MRPL1",1.8566803032593,6.29970315258288,3.75679187614976,0.00478574958513793,0.0198999564151419,-2.30237513098532
"FBXO8",-1.04629757717318,4.2301219855384,-3.73716592293347,0.00478907373681952,0.0199032962826169,-2.20732337577102
"SMPD1",-1.41400583367799,3.36510458544776,-3.73713143923599,0.00478932599694572,0.0199032962826169,-2.06751604820474
"ATP10A",1.35813272361611,5.15234475633186,3.73681723381422,0.00479162516436341,0.0199070875858965,-2.31383019770449
"FBXL7",-4.64549697785175,5.42738106498405,-4.18753064313339,0.0047949966604643,0.0199153304584215,-1.91522020676996
"ABTB1",-1.37969110253842,4.70744763262474,-3.73612548991822,0.0047966910412922,0.019916604919499,-2.2269548524373
"TBC1D16",-1.1950028374417,4.80619649978531,-3.73555456249365,0.00480087639815732,0.0199282185711828,-2.25722388418303
"ZNF333",-1.59169534120492,2.90422033257902,-3.73472739624632,0.00480694703376643,0.0199476489513395,-2.02025254949757
"PRDX3",-1.59284711150381,5.42936659035089,-3.73425519705432,0.00481041617327512,0.0199562756506333,-2.27487459362277
"CTU1",-1.85870134358551,3.16670907029644,-3.733424141011,0.00481652817443771,0.0199758582536489,-2.064518625104
"WTIP",-2.38670798106883,3.30994909298657,-3.7327622278728,0.00482140208053265,0.0199854393756128,-1.992455269588
"SLC4A7",1.13492909413429,6.89011134364118,3.73273224193753,0.00482162300109706,0.0199854393756128,-2.30825448106285
"HADH",-1.41673473435206,3.97374732923315,-3.73195732616653,0.00482733588083226,0.0200033427348344,-2.16891993449997
"PTDSS1",1.37175687764014,4.40121773066104,3.73141492081316,0.00483133888543264,0.020013668579828,-2.2978876469068
"AL357093.2",2.71930360081007,0.779593945226436,3.73124172609676,0.00483261781751909,0.020013668579828,-1.86912895606045
"AC106865.2",3.16810819516291,0.663765447259971,3.73105316097182,0.00483401065669944,0.020013668579828,-1.85736155240517
"MDH2",-1.40227174412205,6.32249218420001,-3.7306203183222,0.00483720945896128,0.0200143218947461,-2.30590793786056
"AC009950.1",2.1518784804424,2.54239823501044,3.73060600463837,0.00483731527839734,0.0200143218947461,-2.1234371123892
"TTC28",-3.31865098747594,5.66286509181112,-4.02437692372285,0.00483835146821575,0.0200143218947461,-2.0801402458753
"NFIA-AS2",-3.77225856419959,0.887807017769006,-3.72962616538889,0.00484456493208485,0.0200342509464552,-1.79012372436217
"AC036176.1",-2.11391028457578,2.80375508456137,-3.72934791692795,0.00484662573289384,0.0200351669574007,-1.97323867341234
"SLC9A8",1.28484423226448,4.33802885511263,3.7292193822443,0.00484757801609674,0.0200351669574007,-2.31141387773042
"VIM",-2.10167742539886,11.4822891727212,-3.72867840216158,0.00485158817610477,0.0200405832109977,-2.24707006094603
"AC022916.1",2.07592967103244,1.50143986608397,3.7286659082831,0.00485168083169967,0.0200405832109977,-1.96397339500372
"VASN",-2.65001894117637,4.99454990847218,-3.88115571396207,0.00485722515911923,0.0200577128693894,-2.13157596700468
"NPHP4",1.19062246609347,3.42736024630344,3.72741069790454,0.00486099910056935,0.0200675240407168,-2.22777272389092
"CIAPIN1",-1.3490790008207,4.11518328203527,-3.72692334082899,0.00486462216983744,0.020076706907949,-2.2085365101115
"SNHG12",1.29974724379666,6.08586832035916,3.72655379473919,0.0048673713189426,0.0200790782616527,-2.32884774477532
"MRPL16",-1.53591580380031,4.80374896115124,-3.72647006271458,0.00486799445106251,0.0200790782616527,-2.27100174211597
"PGLS",-1.55574091019878,5.73597000188229,-3.72610860007693,0.00487068541576908,0.0200798545262568,-2.30069661077637
"ANOS1",-4.90480913266886,1.50976143777152,-3.72589253005829,0.00487229473246516,0.0200798545262568,-1.79592591011012
"LMAN2",-1.4618954560007,6.53482904930973,-3.72588117005752,0.00487237935871204,0.0200798545262568,-2.31741649917552
"TMEM150A",-2.26613706572343,2.79296039139258,-3.7256056744136,0.00487443213680163,0.0200824700792829,-2.03451592455572
"TOM1",1.13100828561074,5.31119468677358,3.72537674003803,0.00487613867133734,0.0200824700792829,-2.33494280418732
"PYCARD",-1.23825588978892,4.84994821550365,-3.72523289128825,0.00487721127883379,0.0200824700792829,-2.27527965679277
"AL078600.1",-1.93420899110684,2.63698240227001,-3.72478724583688,0.00488053581338558,0.0200903960611805,-1.9774120029468
"HINT2",-1.51536252633158,4.62263308422228,-3.72431881647745,0.00488403289596018,0.0200959517600151,-2.25622306636498
"MICB",1.8503311766912,2.03817907659467,3.72420021303636,0.00488491875543335,0.0200959517600151,-2.05676982030249
"REX1BD",-1.3699327897299,6.56983721878374,-3.724044034389,0.00488608552615666,0.0200959517600151,-2.32101339279047
"SKI",1.3852331692282,7.00228477212195,3.72334864154304,0.00489128420057769,0.0201115707290439,-2.32090545358461
"LRP10",-1.13727994709429,5.77120173789873,-3.72297904576201,0.00489404963092496,0.0201171788093633,-2.30973009928238
"CCDC61",-2.01253321063746,2.52987027715211,-3.72249855024923,0.00489764731538997,0.0201262037117399,-1.97497327160798
"GIGYF1",1.08075385558149,4.60888926047088,3.72220612628046,0.00489983819068493,0.0201294440151951,-2.32227701869143
"TMEM41B",0.974891619369153,5.56430486650588,3.72194934941311,0.00490176284671329,0.0201315890992053,-2.33797060824433
"TUBG2",-1.83716758822706,2.82685354488956,-3.71975820687277,0.00491821892391658,0.0201896014677849,-2.02219683807716
"RNF169",1.26993071669355,5.54225337157325,3.71955969074925,0.00491971271237189,0.0201896014677849,-2.34692663824934
"AC093535.1",2.01879114548369,2.28829735863252,3.71950720966172,0.00492010770059297,0.0201896014677849,-2.10215287400465
"XPR1",1.29264254834286,6.24477329718494,3.71884244718109,0.00492511379842625,0.0202017536458341,-2.33958157934094
"RAB11B",-1.34942453257668,5.51239577740326,-3.7187402458683,0.00492588391810083,0.0202017536458341,-2.30890729280206
"COMMD3",-1.1855990039782,5.69045934582334,-3.71839815408325,0.00492846261433971,0.0202065559457961,-2.31369172039236
"SMIM7",-1.56793593968867,6.05759133973704,-3.71812238495374,0.00493054240606153,0.0202066253268312,-2.3205207703282
"NUDT7",-2.70855829278519,2.21839194615209,-3.71802262449169,0.00493129500626235,0.0202066253268312,-1.91166090101648
