sample,status,n_cells,Core_AMPK_SIRT1_zmean,AMPK_SIRT1_with_antioxidant_zmean,Antioxidant_stress_response_zmean,Mito_homeostasis_zmean,vsmc_Contractile,vsmc_Inflammatory,vsmc_ECM_Remodeling
ACom_RR,Ruptured,1008,0.07622827843314726,0.052312858513510904,-0.08838927775320944,0.018613512163383538,-0.23583048807204077,0.5828114207953813,0.0284516105334141
MCA_R1,Ruptured,539,0.08078672465630939,0.008473361839463858,-0.25938198838186743,0.0628975542409334,-0.27720878464311927,0.10484192141176753,-0.4193784394157441
MCA_R2,Ruptured,1389,-0.11610782587696782,-0.19115982133206313,-0.2647062425988815,-0.17937465744066253,-0.03360707568363778,0.3736474251914139,0.5148270192186674
STA1,STA,4285,-0.017476144061731466,-0.019131478205993764,0.07656324371726034,0.04039722488816261,-0.0503846069877212,-0.27685025034293,0.2935505760599243
STA2,STA,4389,0.026283611605085366,0.0669084237841592,0.06027274518816674,0.006255608442511668,0.02657187684798865,0.045939455212534654,0.279705289244535
STA3,STA,55,0.02809055088998482,-0.024036804833043074,0.15236966905437338,-0.06758075412041747,1.3131879374746873,0.19606468793651308,0.40317972880360936
